timestamp,btc_mvrv_ratio
1604570700000.0,1.5441
1604572200000.0,1.5613
1604573400000.0,1.5055
1604574000000.0,1.5444
1604574300000.0,1.5228
1604575200000.0,1.5075
1604576100000.0,1.7016
1604577300000.0,1.5753
1604578200000.0,1.3924
1604578800000.0,1.6649
1604579400000.0,1.4945
1604580000000.0,1.5358
1604580300000.0,1.5433
1604580600000.0,1.6004
1604581200000.0,1.361
1604581800000.0,1.3673
1604582400000.0,1.384
1604583000000.0,1.6509
1604583600000.0,1.3748
1604584200000.0,1.5771
1604584800000.0,1.7392
1604586000000.0,1.6698
1604587200000.0,1.5069
1604588700000.0,1.5441
1604589900000.0,1.56
1604591100000.0,1.4873
1604591700000.0,1.5039
1604592000000.0,1.6288
1604592300000.0,1.4415
1604592600000.0,1.4443
1604593200000.0,1.5594
1604593800000.0,1.4846
1604594700000.0,1.7093
1604595900000.0,1.7216
1604597100000.0,1.5216
1604597700000.0,1.5499
1604598300000.0,1.6124
1604598900000.0,1.6044
1604599800000.0,1.5406
1604600700000.0,1.4229
1604601300000.0,1.5345
1604602800000.0,1.4974
1604604300000.0,1.3005
1604606100000.0,1.5046
1604607300000.0,1.4428
1604609700000.0,1.5849
1604611800000.0,1.5267
1604613300000.0,1.5729
1604614800000.0,1.6335
1604615100000.0,1.5191
1604615700000.0,1.3692
1604616900000.0,1.4862
1604617200000.0,1.4411
1604617800000.0,1.597
1604618100000.0,1.7265
1604618400000.0,1.6425
1604619000000.0,1.595
1604619600000.0,1.3084
1604620200000.0,1.6383
1604621100000.0,1.529
1604621700000.0,1.6712
1604622600000.0,1.5602
1604623200000.0,1.5685
1604623800000.0,1.5261
1604624400000.0,1.4929
1604625000000.0,1.4453
1604625600000.0,1.5606
1604626500000.0,1.3405
1604627100000.0,1.4808
1604628300000.0,1.5768
1604629200000.0,1.5855
1604630100000.0,1.4048
1604630700000.0,1.6083
1604631600000.0,1.5311
1604632500000.0,1.2626
1604633100000.0,1.4431
1604634300000.0,1.5337
1604635200000.0,1.6738
1604636400000.0,1.5537
1604638200000.0,1.6688
1604640300000.0,1.6142
1604641200000.0,1.7124
1604642700000.0,1.3996
1604644500000.0,1.63
1604646000000.0,1.4293
1604647800000.0,1.58
1604649600000.0,1.4151
1604650800000.0,1.3249
1604652300000.0,1.4269
1604653200000.0,1.3359
1604654100000.0,1.7066
1604654700000.0,1.5236
1604655600000.0,1.395
1604656800000.0,1.3811
1604657700000.0,1.5955
1604658600000.0,1.6449
1604659800000.0,1.4084
1604661600000.0,1.576
1604662800000.0,1.5255
1604664300000.0,1.5546
1604665500000.0,1.5784
1604666400000.0,1.5726
1604667900000.0,1.5647
1604669400000.0,1.5268
1604670600000.0,1.5417
1604671500000.0,1.651
1604672700000.0,1.3967
1604673600000.0,1.644
1604674800000.0,1.5299
1604676000000.0,1.5083
1604677800000.0,1.6619
1604678700000.0,1.5724
1604680500000.0,1.56
1604682600000.0,1.4931
1604685300000.0,1.5249
1604688300000.0,1.46
1604690100000.0,1.627
1604693100000.0,1.4833
1604694000000.0,1.7074
1604694600000.0,1.5388
1604695800000.0,1.5854
1604697000000.0,1.7237
1604697900000.0,1.5152
1604700000000.0,1.3291
1604703300000.0,1.5485
1604704800000.0,1.4689
1604706900000.0,1.5275
1604709000000.0,1.6087
1604712000000.0,1.5482
1604713200000.0,1.4863
1604714700000.0,1.5255
1604716200000.0,1.7446
1604717700000.0,1.5164
1604720400000.0,1.4598
1604723400000.0,1.4169
1604725800000.0,1.6031
1604729700000.0,1.5961
1604734200000.0,1.6937
1604736600000.0,1.4562
1604739000000.0,1.5096
1604743500000.0,1.6118
1604746800000.0,1.4705
1604750100000.0,1.5338
1604754600000.0,1.747
1604756400000.0,1.4573
1604758500000.0,1.5116
1604759400000.0,1.5993
1604760600000.0,1.7715
1604761500000.0,1.5589
1604762400000.0,1.4803
1604763000000.0,1.468
1604764200000.0,1.5193
1604766000000.0,1.4969
1604766600000.0,1.5213
1604767200000.0,1.4838
1604768100000.0,1.406
1604769600000.0,1.5481
1604771700000.0,1.5274
1604772900000.0,1.6836
1604773800000.0,1.6647
1604774700000.0,1.4318
1604775300000.0,1.6942
1604775600000.0,1.3844
1604776200000.0,1.5038
1604776800000.0,1.5422
1604777400000.0,1.6525
1604777700000.0,1.7266
1604778000000.0,1.538
1604778600000.0,1.6034
1604779500000.0,1.5865
1604779800000.0,1.3389
1604780100000.0,1.5237
1604780700000.0,1.4292
1604781600000.0,1.4125
1604782800000.0,1.7197
1604784000000.0,1.5846
1604785500000.0,1.4642
1604787000000.0,1.5641
1604788200000.0,1.5358
1604790000000.0,1.4965
1604792400000.0,1.6209
1604794200000.0,1.5746
1604796000000.0,1.3579
1604799300000.0,1.3823
1604800800000.0,1.5596
1604802900000.0,1.587
1604805600000.0,1.443
1604808300000.0,1.5661
1604812500000.0,1.6036
1604816700000.0,1.6515
1604820600000.0,1.5073
1604823300000.0,1.562
1604826600000.0,1.4503
1604830200000.0,1.3949
1604832600000.0,1.4638
1604834400000.0,1.4569
1604837400000.0,1.6054
1604839200000.0,1.6748
1604841600000.0,1.6169
1604842800000.0,1.4649
1604845500000.0,1.6151
1604847300000.0,1.5113
1604847900000.0,1.5721
1604848800000.0,1.4572
1604850600000.0,1.473
1604853000000.0,1.5424
1604855400000.0,1.6235
1604856000000.0,1.4373
1604856600000.0,1.5178
1604857800000.0,1.3822
1604859000000.0,1.6042
1604860500000.0,1.6648
1604862600000.0,1.6904
1604863500000.0,1.6369
1604865000000.0,1.7853
1604865900000.0,1.5818
1604868300000.0,1.5392
1604871000000.0,1.6228
1604874000000.0,1.5455
1604875500000.0,1.391
1604878800000.0,1.6694
1604881200000.0,1.5887
1604883000000.0,1.599
1604886000000.0,1.5531
1604889000000.0,1.4655
1604891700000.0,1.5795
1604894700000.0,1.5244
1604897700000.0,1.6057
1604900700000.0,1.4785
1604904600000.0,1.5222
1604907600000.0,1.4532
1604909100000.0,1.6334
1604910300000.0,1.5091
1604910900000.0,1.606
1604911800000.0,1.4315
1604913300000.0,1.4318
1604915700000.0,1.5927
1604917800000.0,1.5235
1604920500000.0,1.5401
1604922600000.0,1.3537
1604922900000.0,1.5888
1604923200000.0,1.5986
1604923500000.0,1.7053
1604924100000.0,1.4313
1604924700000.0,1.5006
1604925300000.0,1.6585
1604926200000.0,1.6081
1604927100000.0,1.4439
1604927700000.0,1.6518
1604928000000.0,1.4859
1604928600000.0,1.4006
1604929500000.0,1.661
1604930100000.0,1.5882
1604931000000.0,1.4849
1604932200000.0,1.433
1604933400000.0,1.4266
1604934000000.0,1.5575
1604934300000.0,1.4733
1604934900000.0,1.5871
1604935500000.0,1.5736
1604936700000.0,1.4389
1604937600000.0,1.5121
1604938200000.0,1.5321
1604938800000.0,1.4849
1604939700000.0,1.5354
1604940600000.0,1.5097
1604941800000.0,1.5367
1604943600000.0,1.6075
1604945100000.0,1.45
1604947800000.0,1.5183
1604949300000.0,1.6595
1604950500000.0,1.5503
1604952300000.0,1.5263
1604954400000.0,1.4902
1604956500000.0,1.3975
1604958900000.0,1.5407
1604961600000.0,1.519
1604963100000.0,1.5346
1604966700000.0,1.6872
1604968800000.0,1.4169
1604971800000.0,1.5242
1604974800000.0,1.5378
1604978100000.0,1.6298
1604981100000.0,1.5843
1604984700000.0,1.6923
1604987400000.0,1.5235
1604990100000.0,1.4496
1604993100000.0,1.7555
1604995800000.0,1.737
1604997300000.0,1.6012
1604998800000.0,1.6046
1605001800000.0,1.487
1605005400000.0,1.6337
1605006600000.0,1.7099
1605007500000.0,1.5758
1605009600000.0,1.413
1605010800000.0,1.5676
1605012300000.0,1.7317
1605014400000.0,1.6074
1605016800000.0,1.6824
1605018900000.0,1.6451
1605020400000.0,1.6893
1605021900000.0,1.5739
1605022800000.0,1.5018
1605024300000.0,1.5075
1605026100000.0,1.656
1605029400000.0,1.7036
1605032700000.0,1.3953
1605035700000.0,1.5599
1605039600000.0,1.6155
1605044400000.0,1.4816
1605049200000.0,1.4053
1605052800000.0,1.571
1605054900000.0,1.5101
1605056100000.0,1.4732
1605057900000.0,1.4331
1605062100000.0,1.5051
1605064800000.0,1.5919
1605069000000.0,1.4691
1605072900000.0,1.4679
1605078000000.0,1.5263
1605082800000.0,1.526
1605086100000.0,1.5635
1605088500000.0,1.4643
1605091200000.0,1.5042
1605092400000.0,1.7251
1605093300000.0,1.5628
1605094500000.0,1.3591
1605095400000.0,1.7187
1605097200000.0,1.4975
1605099600000.0,1.5912
1605100800000.0,1.492
1605102600000.0,1.772
1605104100000.0,1.5062
1605106500000.0,1.4402
1605109200000.0,1.5681
1605111000000.0,1.5286
1605111900000.0,1.472
1605112500000.0,1.6483
1605113400000.0,1.3948
1605114900000.0,1.6416
1605116100000.0,1.5076
1605116700000.0,1.5446
1605117300000.0,1.4371
1605118200000.0,1.6772
1605119100000.0,1.7559
1605120600000.0,1.6719
1605121200000.0,1.4785
1605123300000.0,1.5355
1605125100000.0,1.4521
1605126600000.0,1.6611
1605127200000.0,1.5913
1605129900000.0,1.6632
1605132000000.0,1.3751
1605134100000.0,1.6897
1605136800000.0,1.5488
1605139500000.0,1.4306
1605140100000.0,1.5705
1605141900000.0,1.5316
1605144300000.0,1.5254
1605148800000.0,1.5327
1605153600000.0,1.5169
1605157800000.0,1.6984
1605160200000.0,1.4756
1605162600000.0,1.6778
1605165300000.0,1.455
1605166800000.0,1.4866
1605168000000.0,1.6526
1605169500000.0,1.475
1605171600000.0,1.451
1605173700000.0,1.5541
1605174600000.0,1.4888
1605174900000.0,1.6239
1605175500000.0,1.5743
1605176100000.0,1.4398
1605176400000.0,1.5657
1605176700000.0,1.4602
1605177600000.0,1.5163
1605178500000.0,1.5866
1605178800000.0,1.6668
1605179100000.0,1.5349
1605180000000.0,1.6507
1605181800000.0,1.6422
1605183600000.0,1.6503
1605185400000.0,1.5278
1605187200000.0,1.4019
1605189000000.0,1.6004
1605189900000.0,1.4354
1605190500000.0,1.5347
1605191400000.0,1.5333
1605191700000.0,1.7153
1605192300000.0,1.486
1605192900000.0,1.4257
1605194100000.0,1.4517
1605195300000.0,1.4429
1605196500000.0,1.5365
1605197400000.0,1.6099
1605198300000.0,1.4871
1605199200000.0,1.5848
1605200700000.0,1.5147
1605201600000.0,1.5275
1605203100000.0,1.6789
1605204000000.0,1.7226
1605205200000.0,1.5045
1605206100000.0,1.5075
1605207900000.0,1.3206
1605210000000.0,1.7097
1605212700000.0,1.5904
1605215400000.0,1.5612
1605217800000.0,1.6038
1605219000000.0,1.3629
1605219600000.0,1.4443
1605220800000.0,1.4396
1605222000000.0,1.3967
1605223800000.0,1.7119
1605225600000.0,1.6691
1605226800000.0,1.5726
1605227700000.0,1.5873
1605228600000.0,1.5698
1605229800000.0,1.6555
1605231300000.0,1.6209
1605233100000.0,1.6336
1605234600000.0,1.6144
1605237000000.0,1.5655
1605240000000.0,1.546
1605243000000.0,1.6401
1605244200000.0,1.525
1605244800000.0,1.4855
1605246600000.0,1.5636
1605249000000.0,1.5998
1605252000000.0,1.4088
1605253500000.0,1.5499
1605255900000.0,1.734
1605257700000.0,1.6434
1605259800000.0,1.4049
1605261600000.0,1.4561
1605263700000.0,1.5549
1605265200000.0,1.5647
1605265800000.0,1.2925
1605266700000.0,1.4382
1605268500000.0,1.4085
1605270600000.0,1.4175
1605272700000.0,1.5805
1605274800000.0,1.5277
1605277500000.0,1.6669
1605278700000.0,1.4227
1605280200000.0,1.4738
1605281400000.0,1.5954
1605283500000.0,1.563
1605284100000.0,1.5664
1605285000000.0,1.4025
1605285900000.0,1.3136
1605288000000.0,1.52
1605289800000.0,1.497
1605293100000.0,1.6164
1605296700000.0,1.5637
1605300900000.0,1.7917
1605304800000.0,1.5694
1605307200000.0,1.5489
1605310800000.0,1.3141
1605313500000.0,1.6276
1605316500000.0,1.3135
1605320100000.0,1.4595
1605323100000.0,1.4746
1605327300000.0,1.5136
1605330300000.0,1.6445
1605333000000.0,1.6051
1605336000000.0,1.6346
1605338700000.0,1.7072
1605340800000.0,1.682
1605342000000.0,1.7108
1605342300000.0,1.4559
1605342900000.0,1.4348
1605344700000.0,1.5206
1605346200000.0,1.5468
1605346800000.0,1.5525
1605348000000.0,1.606
1605349200000.0,1.4551
1605350400000.0,1.5342
1605352500000.0,1.3686
1605355500000.0,1.4876
1605357900000.0,1.4715
1605361200000.0,1.635
1605363300000.0,1.6461
1605365100000.0,1.673
1605367500000.0,1.5706
1605369900000.0,1.4791
1605372600000.0,1.6209
1605373800000.0,1.4517
1605374400000.0,1.5065
1605375000000.0,1.584
1605376800000.0,1.5412
1605379500000.0,1.4484
1605383400000.0,1.5308
1605387000000.0,1.4782
1605390900000.0,1.6816
1605395100000.0,1.6021
1605397200000.0,1.5056
1605401400000.0,1.7545
1605403200000.0,1.5736
1605406800000.0,1.5047
1605410400000.0,1.5428
1605413700000.0,1.4828
1605418500000.0,1.6572
1605423000000.0,1.6604
1605426600000.0,1.4144
1605429000000.0,1.5527
1605431400000.0,1.8431
1605434700000.0,1.6141
1605436200000.0,1.5742
1605439500000.0,1.5911
1605441000000.0,1.5518
1605442200000.0,1.4137
1605444300000.0,1.5563
1605447300000.0,1.5817
1605450300000.0,1.626
1605454200000.0,1.5397
1605456900000.0,1.7074
1605459900000.0,1.4321
1605462000000.0,1.4081
1605463200000.0,1.654
1605464400000.0,1.4309
1605468000000.0,1.5827
1605471600000.0,1.482
1605474300000.0,1.5205
1605478500000.0,1.5735
1605480900000.0,1.4437
1605482700000.0,1.3537
1605485700000.0,1.4356
1605488400000.0,1.599
1605491100000.0,1.718
1605494400000.0,1.5873
1605498300000.0,1.5475
1605502500000.0,1.5257
1605504000000.0,1.6519
1605505800000.0,1.7582
1605507300000.0,1.391
1605509100000.0,1.807
1605510600000.0,1.5033
1605512100000.0,1.7155
1605514500000.0,1.5334
1605517800000.0,1.5469
1605520200000.0,1.5058
1605522300000.0,1.5537
1605523500000.0,1.6604
1605524700000.0,1.4165
1605527100000.0,1.577
1605528300000.0,1.5824
1605531300000.0,1.6408
1605534300000.0,1.4819
1605536100000.0,1.3979
1605537600000.0,1.6811
1605538800000.0,1.4844
1605540600000.0,1.5779
1605541500000.0,1.5743
1605542700000.0,1.6144
1605543000000.0,1.4428
1605543600000.0,1.5565
1605544200000.0,1.5259
1605545100000.0,1.5786
1605546900000.0,1.4496
1605547500000.0,1.6115
1605548400000.0,1.7015
1605549900000.0,1.5779
1605551400000.0,1.7269
1605553800000.0,1.5223
1605554400000.0,1.5155
1605555600000.0,1.593
1605557700000.0,1.5081
1605559800000.0,1.4278
1605561300000.0,1.6046
1605563100000.0,1.5996
1605563400000.0,1.5879
1605564300000.0,1.6117
1605566100000.0,1.5505
1605568800000.0,1.4905
1605571500000.0,1.5543
1605573900000.0,1.5678
1605576300000.0,1.5417
1605579000000.0,1.4206
1605581700000.0,1.4786
1605583500000.0,1.6046
1605585900000.0,1.5814
1605589500000.0,1.4326
1605592500000.0,1.6282
1605596100000.0,1.6447
1605598200000.0,1.5437
1605600300000.0,1.7249
1605602400000.0,1.5374
1605605100000.0,1.4091
1605607500000.0,1.678
1605610200000.0,1.4499
1605612000000.0,1.6605
1605612300000.0,1.6027
1605612900000.0,1.6043
1605613500000.0,1.6464
1605614400000.0,1.5729
1605614700000.0,1.6138
1605615300000.0,1.4843
1605616500000.0,1.492
1605617400000.0,1.4367
1605618300000.0,1.2228
1605619200000.0,1.5388
1605620100000.0,1.6922
1605621300000.0,1.4097
1605622800000.0,1.5217
1605624300000.0,1.6103
1605624900000.0,1.679
1605625800000.0,1.4892
1605626700000.0,1.4617
1605627300000.0,1.481
1605627900000.0,1.4913
1605628500000.0,1.464
1605628800000.0,1.5775
1605629400000.0,1.565
1605630600000.0,1.666
1605630900000.0,1.4524
1605631500000.0,1.5025
1605631800000.0,1.4561
1605632400000.0,1.6013
1605632700000.0,1.5151
1605633000000.0,1.5456
1605633600000.0,1.488
1605634200000.0,1.7249
1605634800000.0,1.6545
1605635100000.0,1.5457
1605635400000.0,1.3961
1605636000000.0,1.6651
1605636600000.0,1.559
1605636900000.0,1.3631
1605637500000.0,1.7133
1605638400000.0,1.5542
1605639000000.0,1.455
1605639600000.0,1.4391
1605639900000.0,1.7637
1605640800000.0,1.4742
1605642000000.0,1.5671
1605643500000.0,1.663
1605645300000.0,1.5759
1605647100000.0,1.5685
1605648300000.0,1.3246
1605650400000.0,1.4987
1605651600000.0,1.5522
1605654000000.0,1.4797
1605655800000.0,1.575
1605657900000.0,1.433
1605659100000.0,1.5798
1605660000000.0,1.4256
1605661500000.0,1.644
1605663600000.0,1.5681
1605666000000.0,1.7007
1605669000000.0,1.4043
1605670800000.0,1.3703
1605671700000.0,1.61
1605672000000.0,1.7113
1605672600000.0,1.5704
1605673200000.0,1.6193
1605673500000.0,1.4647
1605674400000.0,1.4621
1605674700000.0,1.4608
1605675000000.0,1.4825
1605675300000.0,1.5412
1605675600000.0,1.7108
1605675900000.0,1.7151
1605676500000.0,1.5266
1605677400000.0,1.5407
1605677700000.0,1.6013
1605678000000.0,1.5363
1605678300000.0,1.3594
1605678600000.0,1.4354
1605678900000.0,1.6535
1605679500000.0,1.615
1605680100000.0,1.4996
1605680700000.0,1.5144
1605681600000.0,1.5202
1605683100000.0,1.5042
1605683700000.0,1.4744
1605684600000.0,1.5627
1605685800000.0,1.4144
1605686400000.0,1.6939
1605687000000.0,1.4484
1605687600000.0,1.6059
1605688500000.0,1.4511
1605689400000.0,1.4547
1605690600000.0,1.6322
1605690900000.0,1.6191
1605691800000.0,1.492
1605692400000.0,1.4899
1605693300000.0,1.3417
1605693900000.0,1.5021
1605695400000.0,1.5221
1605696000000.0,1.4597
1605697200000.0,1.6502
1605698400000.0,1.3001
1605699300000.0,1.5763
1605700500000.0,1.6795
1605701400000.0,1.5877
1605702900000.0,1.6406
1605704100000.0,1.5633
1605704700000.0,1.4794
1605706200000.0,1.5164
1605707100000.0,1.5586
1605707400000.0,1.4384
1605708300000.0,1.6797
1605709200000.0,1.4981
1605710100000.0,1.3156
1605711600000.0,1.4941
1605711900000.0,1.5582
1605712200000.0,1.5834
1605712800000.0,1.3534
1605713100000.0,1.5739
1605713400000.0,1.465
1605713700000.0,1.5311
1605714300000.0,1.4654
1605714900000.0,1.7725
1605715500000.0,1.5422
1605716100000.0,1.5649
1605716700000.0,1.6615
1605717600000.0,1.7535
1605718500000.0,1.5939
1605719700000.0,1.6343
1605721200000.0,1.3849
1605722400000.0,1.5822
1605723600000.0,1.4058
1605725700000.0,1.5264
1605727200000.0,1.7222
1605727800000.0,1.4326
1605729300000.0,1.5732
1605730800000.0,1.4358
1605732000000.0,1.571
1605732900000.0,1.6016
1605734400000.0,1.4422
1605736500000.0,1.6503
1605738300000.0,1.6626
1605740400000.0,1.5178
1605741900000.0,1.6039
1605744000000.0,1.5337
1605745500000.0,1.5816
1605747000000.0,1.6716
1605748200000.0,1.6134
1605751200000.0,1.3355
1605751800000.0,1.6241
1605752700000.0,1.6062
1605753900000.0,1.3282
1605756000000.0,1.4348
1605758400000.0,1.592
1605760200000.0,1.5817
1605762600000.0,1.4635
1605765000000.0,1.6124
1605767100000.0,1.5071
1605768600000.0,1.6228
1605769800000.0,1.6037
1605771600000.0,1.5719
1605772500000.0,1.5285
1605774000000.0,1.6199
1605774600000.0,1.5131
1605775200000.0,1.3858
1605775800000.0,1.6525
1605776400000.0,1.538
1605777300000.0,1.6103
1605778800000.0,1.6576
1605779700000.0,1.4953
1605780300000.0,1.5543
1605781500000.0,1.6854
1605783000000.0,1.4893
1605783600000.0,1.5144
1605784500000.0,1.4651
1605785400000.0,1.4417
1605787200000.0,1.5033
1605788100000.0,1.6
1605789900000.0,1.5535
1605791400000.0,1.3926
1605792300000.0,1.3798
1605792900000.0,1.7366
1605794100000.0,1.5491
1605795000000.0,1.6609
1605796200000.0,1.5441
1605797400000.0,1.5057
1605798000000.0,1.5274
1605798600000.0,1.5817
1605799500000.0,1.5163
1605800700000.0,1.5589
1605801900000.0,1.709
1605802500000.0,1.8049
1605804000000.0,1.6507
1605805500000.0,1.5911
1605807000000.0,1.4545
1605809100000.0,1.5049
1605811800000.0,1.555
1605813300000.0,1.5556
1605815400000.0,1.3994
1605818400000.0,1.5273
1605821400000.0,1.48
1605822900000.0,1.5663
1605825300000.0,1.4942
1605827400000.0,1.7678
1605828600000.0,1.5723
1605830700000.0,1.5138
1605832800000.0,1.6209
1605834900000.0,1.5203
1605837300000.0,1.543
1605838800000.0,1.6908
1605840900000.0,1.5949
1605844800000.0,1.5996
1605846600000.0,1.5565
1605847500000.0,1.5151
1605848700000.0,1.6064
1605849900000.0,1.803
1605851700000.0,1.5803
1605853500000.0,1.5572
1605855600000.0,1.6653
1605856500000.0,1.6304
1605856800000.0,1.4682
1605857100000.0,1.649
1605857400000.0,1.5169
1605858300000.0,1.4334
1605859500000.0,1.7119
1605860700000.0,1.4983
1605861900000.0,1.6466
1605863400000.0,1.5274
1605864900000.0,1.5212
1605866100000.0,1.4227
1605867900000.0,1.5976
1605869400000.0,1.7055
1605870600000.0,1.5349
1605872700000.0,1.5672
1605874500000.0,1.5341
1605876000000.0,1.582
1605876900000.0,1.4184
1605878700000.0,1.6072
1605880500000.0,1.5482
1605881700000.0,1.5616
1605882600000.0,1.8249
1605883200000.0,1.6779
1605883500000.0,1.4641
1605884100000.0,1.5812
1605884700000.0,1.6087
1605885000000.0,1.6346
1605885900000.0,1.5799
1605886500000.0,1.5157
1605887400000.0,1.4099
1605888300000.0,1.7344
1605888600000.0,1.3512
1605889500000.0,1.544
1605890400000.0,1.4804
1605891600000.0,1.3068
1605892200000.0,1.4897
1605893700000.0,1.5058
1605895500000.0,1.5356
1605897000000.0,1.4767
1605897600000.0,1.6734
1605899100000.0,1.6378
1605901200000.0,1.586
1605904200000.0,1.3243
1605906300000.0,1.5919
1605908400000.0,1.6974
1605910800000.0,1.6192
1605913800000.0,1.4083
1605915000000.0,1.6779
1605917400000.0,1.5931
1605918900000.0,1.3195
1605920400000.0,1.5256
1605921000000.0,1.4484
1605922500000.0,1.5203
1605924600000.0,1.5129
1605925800000.0,1.6088
1605926400000.0,1.3561
1605927000000.0,1.5974
1605927900000.0,1.6987
1605930300000.0,1.4136
1605931200000.0,1.4138
1605931800000.0,1.5922
1605932700000.0,1.5228
1605934800000.0,1.5641
1605937200000.0,1.6245
1605939300000.0,1.7082
1605941700000.0,1.5966
1605944100000.0,1.5046
1605946800000.0,1.4301
1605948900000.0,1.4603
1605950700000.0,1.733
1605951900000.0,1.4676
1605953400000.0,1.456
1605956100000.0,1.4636
1605957900000.0,1.5904
1605959400000.0,1.4875
1605960300000.0,1.524
1605960900000.0,1.5766
1605961800000.0,1.6493
1605963600000.0,1.6764
1605965700000.0,1.6949
1605966300000.0,1.6077
1605967500000.0,1.4956
1605968700000.0,1.6444
1605970200000.0,1.4434
1605971400000.0,1.4502
1605972300000.0,1.4873
1605974100000.0,1.7293
1605975300000.0,1.6028
1605976500000.0,1.525
1605977100000.0,1.6098
1605978000000.0,1.3266
1605979500000.0,1.6704
1605981600000.0,1.4519
1605984300000.0,1.6891
1605986700000.0,1.5066
1605987900000.0,1.4294
1605990300000.0,1.5384
1605993600000.0,1.4333
1605996600000.0,1.5621
1605997500000.0,1.6177
1606001100000.0,1.5433
1606003200000.0,1.5841
1606004700000.0,1.6883
1606006500000.0,1.547
1606007400000.0,1.4495
1606008600000.0,1.5822
1606009500000.0,1.4737
1606010700000.0,1.6342
1606013100000.0,1.5662
1606015500000.0,1.6664
1606018500000.0,1.506
1606020900000.0,1.5584
1606024500000.0,1.437
1606026300000.0,1.5162
1606028700000.0,1.6061
1606030500000.0,1.5914
1606032000000.0,1.5531
1606033800000.0,1.5235
1606035000000.0,1.6131
1606035900000.0,1.4547
1606037100000.0,1.3234
1606038600000.0,1.4738
1606040700000.0,1.7229
1606041900000.0,1.5011
1606042800000.0,1.4381
1606043700000.0,1.5996
1606044300000.0,1.4122
1606044900000.0,1.6575
1606045200000.0,1.7935
1606045800000.0,1.756
1606046100000.0,1.5867
1606046400000.0,1.5482
1606046700000.0,1.4213
1606047300000.0,1.4991
1606048200000.0,1.6828
1606049400000.0,1.5639
1606051200000.0,1.3636
1606052100000.0,1.5247
1606053900000.0,1.4808
1606055100000.0,1.5427
1606057500000.0,1.5113
1606059900000.0,1.6684
1606061700000.0,1.5546
1606062600000.0,1.4753
1606063800000.0,1.3403
1606064400000.0,1.5454
1606065900000.0,1.3775
1606068000000.0,1.5351
1606069500000.0,1.5025
1606071000000.0,1.4666
1606073700000.0,1.5873
1606076100000.0,1.64
1606077600000.0,1.5999
1606080000000.0,1.5419
1606084200000.0,1.5467
1606086600000.0,1.5218
1606087200000.0,1.4955
1606088100000.0,1.7807
1606089900000.0,1.7265
1606091100000.0,1.4878
1606091700000.0,1.5611
1606092600000.0,1.7001
1606093500000.0,1.5296
1606094100000.0,1.6141
1606095000000.0,1.4212
1606096500000.0,1.5362
1606098000000.0,1.631
1606100400000.0,1.5429
1606102200000.0,1.6297
1606104000000.0,1.4474
1606105500000.0,1.5651
1606107900000.0,1.4457
1606110300000.0,1.6527
1606112400000.0,1.4801
1606114500000.0,1.4427
1606115400000.0,1.4656
1606117800000.0,1.708
1606119600000.0,1.9011
1606120500000.0,1.5106
1606122300000.0,1.6366
1606124400000.0,1.4847
1606125900000.0,1.6573
1606127400000.0,1.5759
1606128600000.0,1.5702
1606130100000.0,1.6826
1606131000000.0,1.7344
1606132800000.0,1.5355
1606133700000.0,1.4179
1606134900000.0,1.4991
1606137000000.0,1.631
1606137600000.0,1.535
1606138200000.0,1.55
1606139700000.0,1.5351
1606140600000.0,1.3211
1606141800000.0,1.6231
1606143300000.0,1.5185
1606143900000.0,1.6422
1606144800000.0,1.6238
1606145700000.0,1.7041
1606146600000.0,1.5654
1606147500000.0,1.6201
1606148700000.0,1.4786
1606149600000.0,1.584
1606150200000.0,1.531
1606151400000.0,1.5908
1606152900000.0,1.6044
1606155000000.0,1.5552
1606157700000.0,1.6149
1606160700000.0,1.5632
1606163100000.0,1.6446
1606165500000.0,1.4731
1606167900000.0,1.3747
1606171500000.0,1.5098
1606173300000.0,1.6254
1606175400000.0,1.4469
1606177500000.0,1.396
1606179300000.0,1.4079
1606180500000.0,1.5128
1606181700000.0,1.6569
1606183800000.0,1.3282
1606186500000.0,1.4715
1606189200000.0,1.4614
1606192200000.0,1.5572
1606193700000.0,1.5594
1606195500000.0,1.6027
1606197600000.0,1.3815
1606198200000.0,1.6324
1606198500000.0,1.3269
1606199400000.0,1.524
1606200600000.0,1.625
1606201500000.0,1.4234
1606203600000.0,1.6539
1606205700000.0,1.594
1606206900000.0,1.5602
1606208400000.0,1.5791
1606209300000.0,1.4597
1606209900000.0,1.5857
1606210200000.0,1.4456
1606210500000.0,1.5331
1606210800000.0,1.7957
1606211100000.0,1.4849
1606211700000.0,1.3405
1606212300000.0,1.418
1606212900000.0,1.6061
1606213500000.0,1.5145
1606213800000.0,1.6474
1606214400000.0,1.6122
1606215300000.0,1.5667
1606216500000.0,1.3635
1606217700000.0,1.5266
1606219200000.0,1.4086
1606219800000.0,1.5814
1606220700000.0,1.574
1606221300000.0,1.5113
1606221900000.0,1.6913
1606222800000.0,1.6291
1606223700000.0,1.4032
1606224600000.0,1.607
1606225500000.0,1.6246
1606226100000.0,1.4549
1606227300000.0,1.6255
1606228500000.0,1.4395
1606229400000.0,1.5429
1606230300000.0,1.3629
1606231200000.0,1.5386
1606232400000.0,1.6126
1606233600000.0,1.6335
1606234500000.0,1.4687
1606235400000.0,1.6106
1606235700000.0,1.5367
1606236900000.0,1.644
1606239000000.0,1.5573
1606240200000.0,1.6409
