timestamp,stablecoin_exchange_inflow_total
1621250100000.0,94795273.28
1621250400000.0,68943954.52
1621250700000.0,24615538.54
1621251300000.0,72520243.65
1621251600000.0,40234573.98
1621251900000.0,38824371.1
1621252500000.0,47959770.19
1621253100000.0,16829773.24
1621253700000.0,77417377.74
1621254000000.0,66161655.39
1621254600000.0,28132109.18
1621254900000.0,61716116.31
1621255200000.0,38556385.77
1621255500000.0,63751052.71
1621256100000.0,38205497.87
1621256700000.0,93568852.01
1621257300000.0,25716259.21
1621257900000.0,66321455.19
1621258500000.0,35033781.12
1621259100000.0,34913034.32
1621259700000.0,79782821.56
1621260300000.0,70584369.76
1621260900000.0,10358962.06
1621261200000.0,91751504.61
1621261500000.0,58652542.39
1621262100000.0,15437757.11
1621262400000.0,16831045.2
1621262700000.0,97436546.71
1621263300000.0,52207809.54
1621263900000.0,53601446.76
1621264200000.0,30566280.26
1621264500000.0,14626947.58
1621264800000.0,74345865.47
1621265400000.0,11565071.62
1621265700000.0,14635976.52
1621266000000.0,93774359.14
1621266300000.0,71382920.26
1621266600000.0,69071039.24
1621266900000.0,41004635.95
1621267200000.0,67749934.82
1621267500000.0,75251788.95
1621267800000.0,30645211.77
1621268100000.0,35330285.73
1621268400000.0,44920359.28
1621268700000.0,65393360.49
1621269000000.0,58076244.37
1621269300000.0,21306805.17
1621269600000.0,14974204.03
1621269900000.0,99885985.27
1621270200000.0,59331632.19
1621270500000.0,39279091.1
1621270800000.0,74125800.44
1621271100000.0,31898708.96
1621271400000.0,55146815.33
1621271700000.0,82390340.65
1621272000000.0,89762682.9
1621272300000.0,81503266.97
1621272600000.0,67835905.37
1621272900000.0,25782291.31
1621273200000.0,84521696.08
1621273500000.0,31880247.32
1621273800000.0,21403617.84
1621274400000.0,75058109.09
1621274700000.0,81327811.15
1621275000000.0,37718097.25
1621275300000.0,45784291.52
1621275600000.0,15320743.85
1621275900000.0,65485250.65
1621276500000.0,32119449.13
1621277100000.0,62998357.05
1621277400000.0,98338639.07
1621278000000.0,47096748.57
1621278300000.0,31331707.79
1621278600000.0,91572620.01
1621278900000.0,85763762.73
1621279500000.0,15578435.14
1621279800000.0,41627699.58
1621280400000.0,44859336.92
1621281000000.0,50710840.23
1621281600000.0,94524869.49
1621282200000.0,78612533.95
1621282800000.0,51169799.23
1621283100000.0,31053040.14
1621283700000.0,96601898.37
1621284000000.0,54574569.33
1621284600000.0,75716006.49
1621285500000.0,30002381.36
1621286100000.0,67680383.28
1621286700000.0,82826110.67
1621287600000.0,65239522.33
1621288200000.0,59959436.09
1621288800000.0,49958577.59
1621289400000.0,84993314.22
1621289700000.0,21629720.45
1621290000000.0,68446131.81
1621290600000.0,10585652.29
1621290900000.0,49889504.19
1621291200000.0,40766988.26
1621291800000.0,33407033.86
1621292100000.0,43965689.63
1621292400000.0,23739858.18
1621292700000.0,44942133.89
1621293000000.0,91683082.12
1621293300000.0,21936165.09
1621293600000.0,58666961.05
1621293900000.0,52030316.98
1621294200000.0,92193084.49
1621294500000.0,13699484.29
1621295100000.0,72472277.93
1621295700000.0,30987181.17
1621296300000.0,99783993.04
1621296600000.0,98896742.78
1621296900000.0,25988992.6
1621297200000.0,20414945.13
1621297500000.0,11760982.19
1621298100000.0,94173423.0
1621298700000.0,98691802.47
1621299300000.0,40630203.53
1621299900000.0,95571212.51
1621300200000.0,82305156.55
1621300500000.0,34782121.7
1621301100000.0,55988878.31
1621301400000.0,12102269.04
1621302000000.0,69875294.05
1621302600000.0,85118959.31
1621303500000.0,25289897.81
1621304100000.0,14148814.29
1621304700000.0,36514206.01
1621305300000.0,85163492.84
1621305900000.0,81842153.37
1621306500000.0,80673575.31
1621307400000.0,94746719.42
1621308300000.0,76661067.18
1621309200000.0,31759505.5
1621310100000.0,33323635.39
1621310700000.0,52951796.53
1621311000000.0,86017005.68
1621311600000.0,95332676.68
1621312500000.0,47786153.46
1621313100000.0,18574094.36
1621313700000.0,19002616.54
1621314300000.0,53633137.67
1621315200000.0,65471699.11
1621316100000.0,59037231.92
1621316700000.0,78961903.7
1621317300000.0,43438772.98
1621317900000.0,56413965.46
1621318500000.0,30923863.12
1621319100000.0,76295809.29
1621319700000.0,85194346.17
1621320600000.0,18792692.5
1621320900000.0,26785719.9
1621321500000.0,51573138.48
1621322100000.0,71844949.89
1621322700000.0,53118280.01
1621323300000.0,56119299.4
1621324200000.0,19051988.71
1621324800000.0,59463044.86
1621325700000.0,43871414.58
1621326300000.0,67308455.1
1621327200000.0,73208018.01
1621327800000.0,38638114.0
1621328700000.0,24558415.02
1621329600000.0,87270582.06
1621330200000.0,68979306.76
1621330800000.0,51962777.05
1621331700000.0,51860041.02
1621332600000.0,29805254.61
1621333500000.0,39110898.67
1621334100000.0,80009415.48
1621334700000.0,75390407.2
1621335600000.0,96675809.24
1621336200000.0,70227470.04
1621336800000.0,95019508.88
1621337400000.0,56566334.4
1621338000000.0,49262592.16
1621338900000.0,43882743.13
1621339500000.0,66660674.73
1621339800000.0,34828164.06
1621340400000.0,44649694.92
1621341000000.0,11138269.25
1621341600000.0,81169636.42
1621341900000.0,58395919.29
1621342200000.0,73230293.88
1621342500000.0,83039148.02
1621342800000.0,44767659.45
1621343100000.0,29317009.43
1621343700000.0,20920053.52
1621344000000.0,58187482.96
1621344300000.0,93685114.83
1621344600000.0,33705457.26
1621344900000.0,11629061.23
1621345500000.0,87861949.85
1621346100000.0,70745282.71
1621346700000.0,94915566.69
1621347000000.0,47706676.72
1621347300000.0,78599523.16
1621347600000.0,40806661.38
1621348200000.0,66727563.01
1621348500000.0,69097943.25
1621348800000.0,85716386.66
1621349100000.0,77961553.37
1621349400000.0,13107738.29
1621349700000.0,17845989.69
1621350000000.0,48303329.08
1621350300000.0,32120904.64
1621350600000.0,41604925.63
1621350900000.0,75278813.33
1621351500000.0,14282683.22
1621351800000.0,99418980.53
1621352400000.0,23263906.74
1621352700000.0,61375197.5
1621353000000.0,37791280.18
1621353600000.0,27027816.5
1621353900000.0,99078012.37
1621354200000.0,99003486.78
1621354500000.0,56684353.82
1621354800000.0,49259261.12
1621355100000.0,30449382.72
1621355400000.0,74619748.93
1621355700000.0,71933083.16
1621356000000.0,99812842.11
1621356300000.0,41792365.86
1621356600000.0,27686163.8
1621357200000.0,44634990.93
1621357500000.0,12130712.46
1621358100000.0,95723184.52
1621358700000.0,24111550.08
1621359000000.0,33400452.14
1621359600000.0,87624814.36
1621360200000.0,64592042.41
1621360800000.0,97147231.79
1621361100000.0,13683883.6
1621361400000.0,41121089.15
1621361700000.0,24565644.1
1621362000000.0,57198326.87
1621362600000.0,89164268.62
1621363200000.0,40841645.33
1621363500000.0,65590958.82
1621363800000.0,96278383.92
1621364100000.0,94010009.16
1621364700000.0,90194503.69
1621365300000.0,31326300.18
1621365600000.0,65202570.54
1621366200000.0,90375134.5
1621366800000.0,72899802.58
1621367100000.0,49412058.46
1621367400000.0,59036986.31
1621368000000.0,81116113.17
1621368600000.0,17266035.73
1621369200000.0,94180341.94
1621369800000.0,42663688.6
1621370400000.0,63208104.01
1621371000000.0,41700257.68
1621371900000.0,21042235.0
1621372800000.0,57134224.61
1621373400000.0,87788402.05
1621374300000.0,34250193.19
1621374900000.0,71232590.08
1621375800000.0,45888814.27
1621376400000.0,55801886.3
1621377300000.0,14922784.77
1621378200000.0,19308830.89
1621378800000.0,20198164.2
1621379100000.0,38091114.43
1621379400000.0,65106748.89
1621380000000.0,38397482.9
1621380600000.0,82047449.49
1621381200000.0,77792846.27
1621381800000.0,68374614.93
1621382400000.0,72989520.26
1621382700000.0,19422890.37
1621383000000.0,74783982.01
1621383300000.0,76555322.94
1621383600000.0,47303993.56
1621384200000.0,53002556.87
1621384500000.0,91387715.31
1621385100000.0,40299459.46
1621385700000.0,87917377.89
1621386000000.0,47346581.34
1621386600000.0,59078027.46
1621386900000.0,35459225.24
1621387200000.0,64809787.43
1621387500000.0,43459395.44
1621387800000.0,42064195.27
1621388100000.0,19117369.74
1621388400000.0,75198071.48
1621388700000.0,88335309.73
1621389000000.0,75720961.37
1621389300000.0,84339508.41
1621389600000.0,17191767.21
1621389900000.0,26888211.86
1621390200000.0,72455664.06
1621390500000.0,24649676.61
1621390800000.0,50990874.9
1621391100000.0,21821964.58
1621391400000.0,29137147.5
1621391700000.0,48997738.2
1621392000000.0,61427572.87
1621392600000.0,91236599.24
1621392900000.0,88053192.29
1621393200000.0,57946719.72
1621393500000.0,62625391.36
1621393800000.0,71442004.49
1621394100000.0,10190199.39
1621394400000.0,81964977.46
1621394700000.0,58230372.39
1621395300000.0,33150757.83
1621395900000.0,23532644.51
1621396200000.0,53371985.93
1621396800000.0,20463873.86
1621397100000.0,37584367.45
1621397400000.0,99153901.66
1621398000000.0,14993588.73
1621398300000.0,42134594.62
1621398600000.0,98212719.57
1621398900000.0,80109437.64
1621399200000.0,85056321.56
1621399500000.0,49941772.27
1621399800000.0,59958570.17
1621400100000.0,77534491.76
1621400400000.0,53591056.35
1621400700000.0,17300943.92
1621401000000.0,89169054.46
1621401300000.0,97856847.01
1621401600000.0,40991362.86
1621401900000.0,15669895.07
1621402200000.0,71500656.09
1621402500000.0,12675939.6
1621402800000.0,37769854.26
1621403100000.0,32970565.8
1621403400000.0,10867205.1
1621403700000.0,53592485.99
1621404000000.0,77386890.87
1621404300000.0,56573161.41
1621404600000.0,15029282.41
1621404900000.0,40072713.58
1621405500000.0,82126438.76
1621406100000.0,43900813.18
1621406700000.0,60555986.68
1621407000000.0,47449221.64
1621407300000.0,93205965.12
1621407600000.0,87521041.65
1621407900000.0,93952652.22
1621408200000.0,12900178.73
1621408500000.0,13866325.41
1621408800000.0,14990067.32
1621409100000.0,70007253.32
1621409400000.0,37976423.34
1621409700000.0,30778394.95
1621410000000.0,76476580.72
1621410300000.0,87025768.91
1621410600000.0,14847267.8
1621410900000.0,80005082.87
1621411200000.0,27324716.23
1621411500000.0,29721528.69
1621411800000.0,45841676.15
1621412400000.0,22049975.91
1621412700000.0,65472754.4
1621413300000.0,93552082.75
1621413600000.0,85422732.53
1621413900000.0,23750231.49
1621414200000.0,76718282.22
1621414500000.0,88828899.04
1621415100000.0,81079213.02
1621415700000.0,88135719.61
1621416300000.0,24287666.75
1621416600000.0,30237922.92
1621417200000.0,93975748.11
1621417800000.0,89671086.43
1621418400000.0,39940660.07
1621419000000.0,30176676.25
1621419300000.0,47356139.33
1621419600000.0,22584560.02
1621420200000.0,33304587.1
1621420500000.0,99338520.87
1621420800000.0,24998216.9
1621421100000.0,60371031.5
1621421400000.0,35852254.08
1621421700000.0,12687684.44
1621422000000.0,54619110.82
1621422300000.0,18832716.15
1621422600000.0,20393479.95
1621422900000.0,14744272.56
1621423200000.0,71263620.88
1621423500000.0,68411875.13
1621423800000.0,58438103.88
1621424100000.0,35212252.46
1621424400000.0,44420829.24
1621424700000.0,54619872.77
1621425000000.0,23272067.4
1621425300000.0,82049802.13
1621425600000.0,82591496.04
1621425900000.0,39200440.81
1621426200000.0,11157656.75
1621426500000.0,43022142.32
1621426800000.0,89420173.65
1621427100000.0,65416655.61
1621427400000.0,43371363.96
1621427700000.0,70934370.52
1621428000000.0,28869838.6
1621428300000.0,48818617.77
1621428600000.0,77802717.01
1621428900000.0,59894901.18
1621429200000.0,45218252.81
1621429500000.0,77043574.55
1621429800000.0,11305234.46
1621430100000.0,84315306.17
1621430400000.0,33367839.17
1621430700000.0,82385875.03
1621431000000.0,68881698.96
1621431600000.0,53822775.36
1621432200000.0,32053610.45
1621432500000.0,30067660.81
1621433100000.0,59928961.24
1621433400000.0,37240378.26
1621433700000.0,89836505.84
1621434000000.0,78496148.94
1621434300000.0,11699231.71
1621434600000.0,17703418.72
1621434900000.0,12817626.27
1621435500000.0,67652007.69
1621435800000.0,99564101.11
1621436100000.0,51769919.35
1621436400000.0,72954477.3
1621436700000.0,87054995.87
1621437000000.0,68646978.73
1621437300000.0,11575462.48
1621437600000.0,78060915.05
1621437900000.0,57620161.62
1621438200000.0,57373137.02
1621438500000.0,70365291.79
1621438800000.0,13435862.6
1621439100000.0,32621319.32
1621439400000.0,42738804.67
1621439700000.0,67984566.9
1621440000000.0,63400521.14
1621440300000.0,56853162.58
1621440600000.0,86379454.15
1621440900000.0,98897804.53
1621441200000.0,84155839.22
1621441500000.0,89545508.55
1621441800000.0,13539040.89
1621442100000.0,78518761.85
1621442400000.0,21073312.96
1621442700000.0,54731777.04
1621443000000.0,71737924.85
1621443300000.0,22118720.16
1621443600000.0,25476089.19
1621443900000.0,26578314.58
1621444200000.0,76158070.65
1621444500000.0,96916272.71
1621444800000.0,48996391.22
1621445100000.0,12343829.4
1621445400000.0,24601308.58
1621445700000.0,19421445.09
1621446000000.0,51708111.1
1621446300000.0,60897744.72
1621446600000.0,13053107.22
1621446900000.0,43288424.28
1621447500000.0,74015308.83
1621447800000.0,89381274.88
1621448100000.0,45800200.21
1621448400000.0,43152708.75
1621448700000.0,48118374.11
1621449000000.0,80670882.98
1621449300000.0,57063410.31
1621449900000.0,33153981.37
1621450200000.0,43487864.22
1621450800000.0,93657273.86
1621451100000.0,43437017.63
1621451400000.0,85507057.33
1621452000000.0,95518113.57
1621452600000.0,90190294.81
1621453200000.0,98090832.24
1621453500000.0,14541897.93
1621454100000.0,27553850.15
1621454400000.0,60678779.91
1621454700000.0,96598226.21
1621455000000.0,43951377.24
1621455600000.0,36940231.46
1621456200000.0,77786060.53
1621456800000.0,79709389.56
1621457100000.0,96775489.28
1621457700000.0,12809289.82
1621458300000.0,57437913.19
1621458900000.0,80871935.33
1621459200000.0,47622600.32
1621459500000.0,15420401.59
1621459800000.0,93411816.7
1621460400000.0,79071131.22
1621461000000.0,58074003.41
1621461900000.0,76071049.89
1621462200000.0,37800647.65
1621462800000.0,77539591.09
1621463400000.0,61978605.93
1621464000000.0,17755481.92
1621464600000.0,48920168.38
1621465200000.0,52992042.22
1621465500000.0,91360592.39
1621465800000.0,93882418.33
1621466100000.0,48844232.29
1621466400000.0,32984200.21
1621467000000.0,58568820.74
1621467600000.0,23448275.07
1621467900000.0,91940912.17
1621468200000.0,86414882.65
1621468500000.0,24339290.07
1621468800000.0,13885202.07
1621469100000.0,44391859.52
1621469400000.0,96627126.21
1621469700000.0,65404753.23
1621470000000.0,57730112.68
1621470300000.0,45541024.76
1621470600000.0,95361405.74
1621470900000.0,75380041.15
1621471200000.0,14514714.9
1621471500000.0,57384672.72
1621471800000.0,64757731.21
1621472100000.0,50728538.65
1621472400000.0,83791444.35
1621472700000.0,53216549.42
1621473000000.0,34381236.08
1621473300000.0,84123151.67
1621473600000.0,36625428.75
1621473900000.0,12121888.75
1621474200000.0,80324826.28
1621474500000.0,83435571.99
1621474800000.0,32121147.78
1621475400000.0,91995687.4
1621476000000.0,59012845.35
1621476600000.0,49042115.51
1621476900000.0,25073738.47
1621477500000.0,51485225.05
1621478100000.0,27550869.93
1621478700000.0,80930124.94
1621479300000.0,45366603.44
1621479900000.0,88763553.7
1621480500000.0,62472168.91
1621481100000.0,72755666.23
1621481700000.0,85643513.06
1621482600000.0,61572634.2
1621483200000.0,94159725.05
1621483500000.0,45979606.74
1621483800000.0,38413881.36
1621484400000.0,76140972.63
1621485000000.0,99278291.64
1621485600000.0,83069457.35
1621486200000.0,19068280.73
1621486800000.0,49183579.86
1621487400000.0,70929187.87
1621488000000.0,59807903.85
1621488600000.0,72035175.03
1621489200000.0,71194871.39
1621489800000.0,20009157.49
1621490400000.0,20703308.36
1621490700000.0,86299070.33
1621491000000.0,98508461.61
1621491600000.0,41268209.88
1621492200000.0,72668781.0
1621492800000.0,87782276.89
1621493400000.0,35557467.51
1621494000000.0,65871916.62
1621494300000.0,60804171.33
1621494600000.0,91988080.84
1621495200000.0,63444327.23
1621495800000.0,50832195.91
1621496400000.0,37270367.39
1621497000000.0,69326089.65
1621497300000.0,68158977.66
1621497900000.0,39760677.47
1621498200000.0,10165732.07
1621498500000.0,48341381.19
1621499100000.0,32777868.89
1621499700000.0,65439150.64
1621500300000.0,14209020.01
1621500900000.0,61668598.02
1621501500000.0,91696589.16
1621502100000.0,42861884.22
1621502700000.0,72363529.42
1621503300000.0,62404710.69
1621503900000.0,60771466.47
1621504200000.0,77934780.12
1621504500000.0,51075551.34
1621505100000.0,19611426.4
1621505700000.0,48180523.31
1621506000000.0,86395556.97
1621506600000.0,81915278.95
1621507200000.0,13596569.79
1621507500000.0,54084741.8
1621507800000.0,14848088.59
1621508400000.0,28115633.35
1621509000000.0,90484999.43
1621509600000.0,53376190.12
1621510200000.0,78623468.48
1621510800000.0,87935496.75
1621511100000.0,90744605.47
1621511700000.0,73333894.91
1621512300000.0,91490958.76
1621512900000.0,72743292.9
1621513200000.0,99133862.93
1621513500000.0,80585789.42
1621513800000.0,70589024.22
1621514100000.0,71330514.93
1621514400000.0,97295661.85
1621514700000.0,84579000.72
1621515000000.0,11503220.22
1621515600000.0,50483011.94
1621515900000.0,49551651.62
1621516500000.0,77159833.38
1621516800000.0,29870009.97
1621517100000.0,89491563.82
1621517400000.0,32848628.83
1621517700000.0,91525865.07
1621518000000.0,69310856.19
1621518300000.0,43838394.16
1621518900000.0,23477290.56
1621519500000.0,25107963.44
1621520100000.0,22616810.48
1621520400000.0,35920502.37
1621520700000.0,45241810.72
1621521300000.0,83461265.81
1621521900000.0,42233995.58
1621522500000.0,95505614.27
1621523100000.0,47784254.98
1621523700000.0,49561600.09
1621524300000.0,93807462.05
1621524900000.0,58501167.02
1621525500000.0,12016801.4
1621526100000.0,57896948.81
1621526700000.0,24289413.38
1621527000000.0,19631402.19
1621527300000.0,51754826.64
1621527600000.0,13646978.4
1621527900000.0,79407743.34
1621528200000.0,58652415.9
1621528500000.0,95630336.22
1621528800000.0,54220045.24
1621529100000.0,79578491.71
1621529400000.0,87695416.35
1621529700000.0,16838003.68
1621530000000.0,83240887.66
1621530300000.0,52956888.06
1621530600000.0,74321460.15
1621531200000.0,33828279.64
1621531800000.0,60055262.95
1621532400000.0,88633232.46
1621533000000.0,96392616.71
1621533300000.0,17810875.59
1621533900000.0,13913391.47
1621534200000.0,18532791.96
1621534800000.0,54637605.97
1621535400000.0,63224427.24
1621536000000.0,24322235.81
1621536600000.0,25347106.27
1621537500000.0,89867090.65
1621538100000.0,40927174.07
1621538700000.0,91982937.39
1621539000000.0,96167974.06
1621539600000.0,79233958.01
1621540500000.0,63395132.22
1621541100000.0,51715492.45
1621541400000.0,96211918.25
1621542000000.0,73971307.38
1621542900000.0,50014999.39
1621543800000.0,20389760.6
1621544700000.0,94970507.86
1621545600000.0,34483501.94
1621546200000.0,67883568.24
1621547100000.0,17846466.52
1621548300000.0,47385685.63
1621549200000.0,12395263.99
1621550100000.0,17169591.3
1621550700000.0,10019651.38
1621551300000.0,12843938.39
1621551600000.0,88044664.7
1621551900000.0,18340731.02
1621552200000.0,64277713.98
1621552500000.0,22364115.47
1621553100000.0,14229769.35
1621553700000.0,88904717.73
1621554300000.0,15815661.56
1621554900000.0,18418828.67
1621555500000.0,40129105.27
1621556100000.0,54791618.3
1621556700000.0,32545441.1
1621557300000.0,10158540.18
1621557900000.0,84597470.39
1621558500000.0,98424043.43
1621559400000.0,35716806.35
1621560300000.0,72747941.87
1621561200000.0,93098395.3
1621562100000.0,39736636.57
1621562700000.0,23669981.5
1621563600000.0,79402383.36
1621564200000.0,10757108.47
1621565100000.0,45398179.38
1621566000000.0,48184857.53
1621566600000.0,36667192.64
1621567500000.0,87769278.37
1621568100000.0,28507946.3
1621568700000.0,71909331.39
1621569600000.0,21097924.97
1621569900000.0,86018827.73
1621570500000.0,64070258.48
1621571100000.0,68418655.11
1621571400000.0,22220931.4
1621571700000.0,36491536.26
1621572300000.0,74531820.34
1621572900000.0,17154426.16
1621573500000.0,92966515.93
1621574100000.0,32421608.12
1621574700000.0,32261200.8
1621575300000.0,18406087.18
1621575900000.0,66015072.92
1621576500000.0,92399486.82
1621577100000.0,10764548.42
1621577700000.0,44153990.86
1621578300000.0,66027172.6
1621578900000.0,61153747.78
1621579800000.0,33475005.22
1621580400000.0,45540002.92
1621580700000.0,85384629.92
1621581300000.0,27300161.19
1621581600000.0,96243012.92
1621582200000.0,77907675.27
1621582800000.0,19460226.45
1621583700000.0,56282441.86
1621584300000.0,41119458.59
1621584900000.0,95324838.31
1621585200000.0,42792056.48
1621585500000.0,30742557.21
1621586100000.0,44960045.33
1621586400000.0,38994325.64
1621586700000.0,27404347.03
1621587300000.0,50870147.27
1621587900000.0,60501001.11
1621588500000.0,38609114.3
1621589400000.0,10739515.61
1621589700000.0,33099773.57
1621590300000.0,92489530.26
1621590600000.0,81592443.25
1621591200000.0,25290185.3
1621591800000.0,32279897.73
1621592400000.0,61078380.35
1621593000000.0,49505175.52
1621593600000.0,38697929.6
1621594200000.0,86621246.88
1621594800000.0,65758744.01
1621595100000.0,11299873.67
1621595400000.0,55651443.93
1621596000000.0,43170492.24
1621596900000.0,11557872.25
1621597500000.0,43625249.35
1621598100000.0,64501152.59
1621598700000.0,47686504.54
1621599000000.0,41339175.86
1621599300000.0,45667500.33
1621599600000.0,33442601.5
1621600200000.0,79821650.57
1621600800000.0,50727397.96
1621601400000.0,60832459.0
1621601700000.0,29277723.05
1621602300000.0,62191154.0
1621602900000.0,78754451.6
1621603200000.0,77171918.23
1621603800000.0,27418965.12
1621604100000.0,26212726.67
1621604700000.0,81687289.79
1621605300000.0,72130521.02
1621605900000.0,89473983.25
1621606200000.0,81436429.99
1621606500000.0,72256451.47
1621606800000.0,87428209.99
1621607100000.0,83914542.69
1621607400000.0,85732666.29
1621607700000.0,42220211.05
1621608000000.0,52226010.97
1621608300000.0,95508453.96
1621608600000.0,50591525.47
1621608900000.0,46185393.44
1621609200000.0,54390896.12
1621609500000.0,72517231.88
1621609800000.0,91532214.47
1621610100000.0,79419000.01
1621610400000.0,71528512.37
1621610700000.0,72843758.73
1621611000000.0,72705265.55
1621611300000.0,59926694.93
1621611600000.0,63651511.59
1621611900000.0,47373001.5
1621612200000.0,94011843.1
1621612500000.0,97328461.44
1621612800000.0,22909856.72
1621613100000.0,19769206.33
1621613400000.0,31932961.57
1621613700000.0,74200408.63
1621614000000.0,55853902.69
1621614300000.0,38350534.67
1621614600000.0,41492561.42
1621614900000.0,99173851.86
1621615200000.0,25507541.54
1621615500000.0,34330569.51
1621615800000.0,43065271.42
1621616100000.0,11746156.06
1621616700000.0,81570840.18
1621617000000.0,81203138.29
1621617600000.0,76388182.28
1621618200000.0,40740242.11
1621618500000.0,93082091.45
1621618800000.0,55919097.86
1621619100000.0,11024844.7
1621619700000.0,32476131.02
1621620000000.0,32378197.62
1621620600000.0,76509908.09
1621621200000.0,16998246.67
1621621500000.0,36302380.11
1621622100000.0,75080337.04
1621622700000.0,49497870.78
1621623300000.0,93706984.6
1621623600000.0,83375109.06
1621623900000.0,71607858.09
1621624200000.0,71211779.1
1621624800000.0,41626759.12
1621625100000.0,48660398.53
1621625400000.0,17174348.73
1621625700000.0,53038512.16
1621626000000.0,18729681.3
1621626300000.0,36665352.76
1621626600000.0,40412467.79
1621626900000.0,61802871.08
1621627200000.0,79510131.22
1621627500000.0,59586659.33
1621627800000.0,65640587.72
1621628100000.0,58497633.12
1621628400000.0,85031666.49
1621628700000.0,49242025.01
1621629000000.0,77278391.85
1621629300000.0,74605771.65
1621629900000.0,42800596.21
1621630200000.0,95102732.81
1621630500000.0,26366590.93
1621630800000.0,91247376.33
1621631100000.0,77498464.4
1621631400000.0,22654791.06
1621631700000.0,88030585.28
1621632000000.0,58273078.31
1621632300000.0,33998052.12
1621632600000.0,23181678.02
1621632900000.0,68577892.28
1621633200000.0,81712558.62
1621633500000.0,14774737.14
1621634100000.0,64223923.07
1621634700000.0,98915592.49
1621635000000.0,60740155.46
1621635300000.0,59792507.82
1621635900000.0,47615387.26
1621636500000.0,52486495.22
1621636800000.0,76373569.91
1621637400000.0,28748921.24
1621638000000.0,53544303.03
1621638600000.0,42870513.28
1621638900000.0,50039192.81
1621639500000.0,10853838.05
1621640100000.0,24659142.4
1621640700000.0,17668751.32
1621641300000.0,68916700.83
1621641900000.0,74804819.7
1621642500000.0,41531613.54
1621643100000.0,59192761.8
1621643700000.0,71760030.46
1621644300000.0,49095029.54
1621644900000.0,93867949.22
1621645500000.0,22172981.08
1621646100000.0,80980335.55
1621646700000.0,86701934.02
1621647300000.0,38007449.78
1621648200000.0,29732183.24
1621648800000.0,88656908.3
1621649700000.0,42853319.17
1621650000000.0,28473401.67
1621650600000.0,41068908.83
1621651200000.0,52321842.96
1621651800000.0,74967506.53
1621652400000.0,19353703.38
1621653300000.0,38940233.94
1621653600000.0,58821077.18
1621654200000.0,26593208.52
1621654800000.0,73740313.22
1621655400000.0,31766915.07
1621656000000.0,48813369.37
1621656600000.0,85272665.71
1621657500000.0,66440489.66
1621657800000.0,67183227.77
1621658100000.0,10971944.08
1621658700000.0,77879472.85
1621659000000.0,73074070.37
1621659300000.0,58619257.86
1621659900000.0,50650174.91
1621660500000.0,91979954.9
1621661100000.0,88426856.0
1621661400000.0,96850326.38
1621661700000.0,58035778.24
1621662000000.0,94122140.56
1621662600000.0,37168618.73
1621663200000.0,52211632.5
1621663800000.0,29094359.97
1621664400000.0,93456518.42
1621665000000.0,57771206.6
1621665600000.0,80876432.3
1621666200000.0,21642854.73
1621666800000.0,64922393.43
1621667400000.0,33090632.32
1621668000000.0,91506469.14
1621668600000.0,87026226.22
1621669200000.0,60605899.19
1621669800000.0,68283675.76
1621670400000.0,92817498.62
1621670700000.0,73233840.98
1621671300000.0,43074463.03
1621671900000.0,36953411.24
1621672200000.0,21664639.58
1621672800000.0,35357449.34
1621673100000.0,42535676.98
1621673400000.0,29121260.94
1621674000000.0,30414681.51
1621674900000.0,99518892.7
1621675500000.0,56112312.42
1621675800000.0,32715300.25
1621676400000.0,49009744.98
1621677300000.0,22189270.3
1621677900000.0,10357026.14
1621678500000.0,26527152.54
1621679400000.0,51980783.72
1621679700000.0,98622231.76
1621680300000.0,91192878.23
1621680600000.0,24680019.2
1621680900000.0,64446169.8
1621681200000.0,18398151.32
1621681800000.0,43212363.25
1621682400000.0,78206704.9
1621683300000.0,20962212.97
1621683900000.0,42746457.47
1621684800000.0,37201426.19
1621685100000.0,28893724.75
1621685700000.0,11499755.02
1621686000000.0,41700936.72
1621686300000.0,50815201.95
1621686900000.0,43234238.76
1621687500000.0,17739464.59
1621687800000.0,62306785.7
1621688400000.0,19507616.69
1621688700000.0,50047173.09
1621689300000.0,69508090.03
1621689900000.0,72853630.17
1621690500000.0,83529459.13
1621691100000.0,28077274.52
1621691700000.0,66456608.21
1621692300000.0,51965477.69
1621692900000.0,95554358.71
1621693500000.0,84336675.55
1621694100000.0,85320465.14
1621694400000.0,71876906.46
1621694700000.0,28389973.17
1621695000000.0,10027109.01
1621695300000.0,58400344.53
1621695900000.0,29530480.55
1621696200000.0,69548828.3
1621696500000.0,27170560.37
1621696800000.0,30996331.07
1621697400000.0,37970545.8
1621698000000.0,82092322.79
1621698300000.0,63184352.62
1621698600000.0,73446616.34
1621698900000.0,44249003.97
1621699500000.0,64428857.36
1621699800000.0,89307519.19
1621700100000.0,72246205.29
1621700700000.0,47012531.08
1621701300000.0,34251244.93
1621701900000.0,68850956.37
1621702800000.0,11358518.36
1621703100000.0,84877926.41
1621703400000.0,77799188.38
1621704000000.0,94222918.87
1621704900000.0,45709101.48
1621705500000.0,88431830.26
1621706100000.0,16150702.5
1621707000000.0,32526881.05
1621707600000.0,97576590.68
1621708500000.0,20012641.06
1621709100000.0,30477269.01
1621709700000.0,30487214.02
1621710300000.0,37270501.09
1621710600000.0,18845701.38
1621711500000.0,26547293.81
1621712700000.0,97229612.36
1621713300000.0,45691466.6
