timestamp,btc_miner_netflow_total
1622239800000.0,319.71
1622240100000.0,133.56
1622240400000.0,493.77
1622240700000.0,266.55
1622241000000.0,-352.46
1622241300000.0,122.61
1622241900000.0,110.66
1622242500000.0,-428.4
1622243100000.0,-471.37
1622243700000.0,2.33
1622244300000.0,11.84
1622244900000.0,454.29
1622245200000.0,93.51
1622245800000.0,-230.29
1622246700000.0,2.65
1622247300000.0,262.66
1622247900000.0,-347.43
1622248500000.0,-65.04
1622249400000.0,-286.77
1622249700000.0,-404.96
1622250300000.0,-127.37
1622250900000.0,169.87
1622251500000.0,-146.59
1622252400000.0,-179.31
1622253300000.0,-489.44
1622253900000.0,-329.09
1622254800000.0,81.12
1622255100000.0,-213.08
1622255700000.0,55.37
1622256600000.0,-431.78
1622257500000.0,-481.68
1622258400000.0,318.65
1622258700000.0,-138.59
1622259300000.0,160.72
1622260200000.0,173.43
1622261100000.0,112.49
1622261700000.0,204.48
1622262600000.0,-106.07
1622263500000.0,155.96
1622264100000.0,80.93
1622264400000.0,-204.15
1622264700000.0,311.7
1622265000000.0,-21.01
1622265600000.0,-182.37
1622265900000.0,285.83
1622266200000.0,-245.97
1622266500000.0,-340.13
1622267100000.0,26.79
1622267700000.0,-312.1
1622268300000.0,-401.1
1622268900000.0,8.35
1622269800000.0,45.64
1622270700000.0,-85.83
1622271300000.0,-227.39
1622271900000.0,-386.66
1622272500000.0,-81.95
1622273100000.0,8.01
1622273700000.0,-185.73
1622274000000.0,241.04
1622274300000.0,-57.12
1622274900000.0,-185.81
1622275500000.0,472.03
1622276100000.0,235.85
1622276400000.0,-413.04
1622277000000.0,225.24
1622277300000.0,-261.77
1622277900000.0,-311.03
1622278500000.0,387.93
1622279100000.0,-347.43
1622279400000.0,-5.34
1622280000000.0,-340.94
1622280300000.0,281.73
1622280600000.0,-45.96
1622280900000.0,284.94
1622281200000.0,-491.69
1622281800000.0,210.81
1622282400000.0,281.29
1622283000000.0,134.96
1622283600000.0,-196.38
1622284200000.0,-314.9
1622284800000.0,99.75
1622285400000.0,-262.8
1622286000000.0,-455.56
1622286600000.0,-391.24
1622287200000.0,394.75
1622287500000.0,448.42
1622287800000.0,3.49
1622288100000.0,182.51
1622288400000.0,-485.59
1622289000000.0,15.16
1622289300000.0,411.33
1622289900000.0,445.61
1622290200000.0,-215.79
1622290800000.0,44.47
1622291400000.0,-11.06
1622292000000.0,-343.39
1622292300000.0,-359.35
1622292600000.0,-141.34
1622293200000.0,35.28
1622293500000.0,320.03
1622294100000.0,30.92
1622294400000.0,166.93
1622295000000.0,196.66
1622295300000.0,-418.05
1622295600000.0,392.62
1622296200000.0,434.03
1622296800000.0,129.77
1622297100000.0,226.78
1622297400000.0,67.15
1622298000000.0,-44.03
1622298300000.0,-332.68
1622298900000.0,-77.32
1622299200000.0,-426.93
1622299500000.0,-153.25
1622299800000.0,-188.16
1622300100000.0,162.33
1622300700000.0,-54.55
1622301000000.0,450.0
1622301300000.0,-206.04
1622301600000.0,-368.98
1622301900000.0,-125.65
1622302200000.0,-0.19
1622302500000.0,-316.99
1622302800000.0,-451.97
1622303100000.0,-455.02
1622303700000.0,-91.12
1622304300000.0,231.46
1622304600000.0,-382.68
1622305200000.0,180.01
1622305800000.0,354.39
1622306100000.0,330.69
1622306700000.0,422.18
1622307300000.0,466.26
1622307600000.0,236.49
1622307900000.0,-231.15
1622308500000.0,-435.88
1622308800000.0,46.9
1622309400000.0,-463.38
1622310000000.0,-68.64
1622310600000.0,-124.06
1622310900000.0,180.11
1622311200000.0,-171.67
1622311500000.0,343.07
1622311800000.0,402.6
1622312100000.0,366.3
1622312700000.0,-124.87
1622313300000.0,-232.51
1622313900000.0,17.78
1622314500000.0,358.51
1622315100000.0,-45.48
1622315700000.0,136.75
1622316300000.0,-225.28
1622316900000.0,-192.76
1622317500000.0,-218.9
1622318100000.0,186.46
1622319000000.0,176.25
1622319600000.0,-323.13
1622320200000.0,-113.62
1622320500000.0,-34.07
1622320800000.0,247.01
1622321400000.0,111.76
1622322000000.0,-197.44
1622322600000.0,45.89
1622323500000.0,351.37
1622324400000.0,343.1
1622325000000.0,67.61
1622325600000.0,-439.76
1622326500000.0,-250.43
1622327400000.0,-242.43
1622328300000.0,-149.67
1622329200000.0,-233.77
1622329800000.0,-189.13
1622330700000.0,-125.21
1622331300000.0,387.09
1622331900000.0,-74.8
1622332500000.0,390.09
1622333100000.0,335.89
1622333700000.0,-382.72
1622334000000.0,-296.46
1622334300000.0,292.25
1622334900000.0,-239.72
1622335200000.0,461.14
1622335800000.0,-251.52
1622336400000.0,-310.53
1622337000000.0,-238.87
1622337600000.0,44.73
1622338200000.0,290.0
1622338800000.0,-72.21
1622339400000.0,-115.14
1622340300000.0,92.67
1622340900000.0,277.1
1622341500000.0,-118.21
1622342100000.0,-133.77
1622343000000.0,5.85
1622343900000.0,-231.08
1622344800000.0,-138.83
1622345400000.0,-353.46
1622346000000.0,283.71
1622346600000.0,-110.66
1622347200000.0,110.37
1622347800000.0,-18.6
1622348700000.0,-437.5
1622349300000.0,-405.27
1622349900000.0,-176.51
1622350500000.0,126.89
1622351400000.0,286.9
1622352000000.0,18.17
1622352600000.0,11.51
1622353200000.0,-359.82
1622353800000.0,-37.1
1622354400000.0,-7.47
1622354700000.0,71.96
1622355300000.0,-175.36
1622356200000.0,-407.79
1622356500000.0,109.04
1622356800000.0,-355.08
1622357100000.0,-238.35
1622357700000.0,-354.05
1622358300000.0,255.49
1622358900000.0,-213.04
1622359500000.0,99.62
1622360100000.0,354.41
1622360700000.0,259.3
1622361300000.0,-153.8
1622361900000.0,-30.35
1622362200000.0,249.22
1622362800000.0,-72.99
1622363100000.0,-277.37
1622363700000.0,-462.26
1622364300000.0,-175.54
1622365200000.0,181.01
1622365800000.0,139.1
1622366700000.0,308.92
1622367600000.0,-432.53
1622368500000.0,10.73
1622369400000.0,-84.16
1622370000000.0,183.23
1622370600000.0,-41.79
1622371200000.0,265.67
1622372100000.0,-339.31
1622373000000.0,-147.8
1622373900000.0,-233.55
1622374800000.0,306.51
1622375400000.0,290.84
1622375700000.0,458.93
1622376300000.0,414.94
1622376900000.0,-378.77
1622377200000.0,-391.43
1622377800000.0,-357.89
1622378400000.0,117.72
1622379000000.0,175.99
1622379300000.0,27.56
1622379900000.0,-138.61
1622380500000.0,350.43
1622381100000.0,-172.04
1622381700000.0,-200.31
1622382300000.0,356.68
1622383200000.0,-447.63
1622384100000.0,-33.34
1622384700000.0,53.78
1622385000000.0,187.94
1622385300000.0,-147.37
1622385600000.0,-479.12
1622386200000.0,-447.74
1622386800000.0,-84.06
1622387400000.0,-394.9
1622388000000.0,280.95
1622388900000.0,-217.38
1622389800000.0,289.25
1622390700000.0,-485.03
1622391300000.0,-402.66
1622391900000.0,-309.19
1622392500000.0,373.54
1622393100000.0,-369.56
1622394000000.0,28.39
1622394900000.0,64.86
1622395500000.0,269.97
1622396700000.0,365.03
1622397300000.0,-201.36
1622398200000.0,-413.37
1622398800000.0,107.44
1622399700000.0,-10.27
1622400600000.0,-475.15
1622401500000.0,470.46
1622402400000.0,432.67
1622403300000.0,420.67
1622404500000.0,319.5
1622405100000.0,-67.21
1622406000000.0,-78.02
1622406600000.0,209.67
1622407500000.0,36.9
1622408400000.0,214.74
1622409300000.0,446.2
1622410500000.0,-362.22
1622411700000.0,-367.66
1622412600000.0,489.49
1622413800000.0,-25.96
1622414400000.0,-373.27
1622415300000.0,333.32
1622416200000.0,226.6
1622416800000.0,-139.43
1622418000000.0,135.97
1622418900000.0,-232.83
1622419500000.0,-55.07
1622419800000.0,-444.57
1622420400000.0,-174.42
1622420700000.0,-107.89
1622421300000.0,381.82
1622421900000.0,134.17
1622422800000.0,148.63
1622423400000.0,-182.88
1622424000000.0,156.91
1622424600000.0,-348.55
1622424900000.0,-371.32
1622425200000.0,330.1
1622425800000.0,-261.5
1622426400000.0,-52.73
1622427000000.0,-55.6
1622427600000.0,-471.89
1622428200000.0,-452.42
1622428800000.0,281.09
1622429400000.0,492.24
1622430000000.0,153.0
1622430300000.0,425.26
1622430600000.0,191.72
1622430900000.0,37.14
1622431500000.0,-471.94
1622432100000.0,-171.06
1622432700000.0,-473.0
1622433300000.0,-214.67
1622433900000.0,-93.31
1622434500000.0,-251.79
1622435100000.0,447.66
1622435700000.0,-330.2
1622436300000.0,-216.73
1622437200000.0,426.55
1622437500000.0,181.57
1622438100000.0,66.31
1622438700000.0,370.87
1622439300000.0,-462.82
1622439900000.0,488.03
1622440500000.0,-37.16
1622441100000.0,-455.69
1622441700000.0,-229.97
1622442300000.0,-165.92
1622442900000.0,26.17
1622443500000.0,-80.58
1622444100000.0,30.13
1622444700000.0,-242.42
1622445000000.0,-238.77
1622445300000.0,-34.22
1622445600000.0,-428.51
1622445900000.0,-232.12
1622446200000.0,156.4
1622446800000.0,367.31
1622447100000.0,318.77
1622447700000.0,-91.95
1622448300000.0,447.9
1622448900000.0,476.38
1622449500000.0,-93.7
1622449800000.0,131.12
1622450100000.0,-299.43
1622450700000.0,208.38
1622451300000.0,441.69
1622451900000.0,-92.15
1622452500000.0,243.66
1622453100000.0,-307.99
1622453700000.0,116.2
1622454300000.0,353.23
1622454600000.0,-128.4
1622454900000.0,-40.98
1622455500000.0,49.69
1622455800000.0,244.07
1622456100000.0,359.68
1622456400000.0,-120.38
1622457000000.0,160.9
1622457600000.0,468.52
1622457900000.0,386.74
1622458200000.0,-221.74
1622458800000.0,143.36
1622459400000.0,444.39
1622460000000.0,84.04
1622460600000.0,-193.78
1622460900000.0,-222.82
1622461200000.0,100.38
1622461500000.0,-193.38
1622461800000.0,411.12
1622462400000.0,201.58
1622462700000.0,341.46
1622463000000.0,-175.41
1622463300000.0,-285.56
1622463900000.0,-31.18
1622464500000.0,243.11
1622465100000.0,17.85
1622465700000.0,189.2
1622466300000.0,169.58
1622466600000.0,-61.96
1622467200000.0,478.44
1622467500000.0,20.28
1622468100000.0,137.92
1622468700000.0,493.21
1622469000000.0,382.37
1622469300000.0,-394.95
1622469600000.0,428.56
1622469900000.0,-106.78
1622470200000.0,369.09
1622470500000.0,413.09
1622471100000.0,390.58
1622471700000.0,147.5
1622472600000.0,51.37
1622473200000.0,-418.4
1622473500000.0,-441.36
1622474100000.0,342.3
1622474400000.0,101.29
1622474700000.0,276.06
1622475300000.0,104.3
1622475900000.0,-201.51
1622476500000.0,336.26
1622477100000.0,233.72
1622477700000.0,-459.25
1622478000000.0,149.63
1622478300000.0,-294.0
1622478600000.0,-283.54
1622478900000.0,-116.97
1622479200000.0,-156.18
1622479800000.0,155.64
1622480400000.0,-332.02
1622480700000.0,187.06
1622481300000.0,-384.71
1622481900000.0,-82.31
1622482500000.0,313.34
1622483400000.0,119.01
1622484300000.0,312.69
1622485200000.0,496.66
1622486100000.0,-119.19
1622487000000.0,-124.48
1622488200000.0,-352.85
1622489400000.0,90.16
1622490300000.0,-475.08
1622491200000.0,-338.24
1622491800000.0,-153.94
1622492700000.0,-325.01
1622493600000.0,434.58
1622494200000.0,-423.69
1622495400000.0,446.85
1622496600000.0,265.53
1622497800000.0,459.68
1622498400000.0,462.61
1622499000000.0,101.18
1622499600000.0,-312.33
1622500500000.0,-458.03
1622501400000.0,-231.41
1622502300000.0,-185.33
1622503200000.0,493.86
1622503800000.0,41.01
1622504400000.0,81.34
1622505000000.0,326.43
1622505900000.0,-305.39
1622506200000.0,-124.62
1622506800000.0,485.97
1622507400000.0,128.95
1622508000000.0,352.22
1622508600000.0,-101.99
1622509200000.0,15.17
1622510100000.0,-201.47
1622510700000.0,143.59
1622511000000.0,-216.22
1622511300000.0,158.74
1622512200000.0,-261.06
1622513100000.0,-391.72
1622513400000.0,-484.93
1622513700000.0,-96.28
1622514000000.0,-334.35
1622514600000.0,418.31
1622515200000.0,-476.3
1622516100000.0,356.61
1622517000000.0,147.58
1622517600000.0,225.6
1622518200000.0,-311.02
1622518500000.0,394.52
1622519100000.0,263.19
1622519700000.0,-191.78
1622520300000.0,-44.75
1622520900000.0,-377.67
1622521800000.0,427.05
1622522400000.0,59.45
1622523600000.0,455.43
1622524500000.0,-40.49
1622525100000.0,-36.53
1622526000000.0,444.83
1622526600000.0,-436.1
1622527200000.0,4.74
1622527800000.0,-172.4
1622528400000.0,343.45
1622528700000.0,399.01
1622529300000.0,166.69
1622529900000.0,-180.58
1622530500000.0,122.52
1622531100000.0,211.27
1622531700000.0,140.93
1622532600000.0,446.78
1622533200000.0,-108.77
1622534100000.0,135.16
1622534700000.0,-454.88
1622535000000.0,47.29
1622535300000.0,290.88
1622535600000.0,248.8
1622535900000.0,-229.3
1622536500000.0,-298.14
1622537100000.0,-378.04
1622537400000.0,-424.58
1622538000000.0,312.67
1622538600000.0,-276.91
1622539200000.0,311.85
1622540100000.0,377.38
1622540400000.0,299.7
1622541000000.0,-202.07
1622541600000.0,-320.94
1622542200000.0,-35.43
1622542800000.0,-264.5
1622543400000.0,272.88
1622544300000.0,-223.66
1622544600000.0,468.78
1622545200000.0,-309.88
1622546100000.0,-195.05
1622546700000.0,-223.87
1622547300000.0,24.25
1622547900000.0,212.7
1622548800000.0,21.14
1622549400000.0,267.03
1622549700000.0,334.37
1622550300000.0,172.36
1622550900000.0,359.62
1622551800000.0,-243.24
1622552400000.0,-297.54
1622552700000.0,-22.76
1622553000000.0,-150.38
1622553600000.0,-199.46
1622554200000.0,-232.21
1622554500000.0,296.01
1622554800000.0,50.82
1622555100000.0,-421.97
1622555400000.0,440.77
1622555700000.0,429.77
1622556000000.0,-198.06
1622556300000.0,-3.28
1622556600000.0,-74.1
1622556900000.0,-248.18
1622557200000.0,-353.95
1622557500000.0,349.17
1622558100000.0,-439.95
1622558700000.0,-488.53
1622559300000.0,213.16
1622559600000.0,240.39
1622559900000.0,412.85
1622560200000.0,-465.19
1622560500000.0,68.42
1622560800000.0,184.43
1622561400000.0,-302.56
1622562000000.0,-388.16
1622562600000.0,-353.43
1622563200000.0,-306.34
1622563500000.0,127.81
1622564100000.0,-387.15
1622564700000.0,-67.55
1622565600000.0,-34.47
1622566200000.0,199.84
1622566500000.0,-455.2
1622566800000.0,85.37
1622567400000.0,-56.52
1622568000000.0,226.58
1622568600000.0,90.02
1622569200000.0,205.37
1622569800000.0,-218.74
1622570700000.0,-441.42
1622571300000.0,472.08
1622571900000.0,412.76
1622572500000.0,-371.59
1622573100000.0,335.39
1622574000000.0,289.64
1622574600000.0,471.74
1622575500000.0,-163.83
1622576400000.0,23.53
1622577000000.0,-40.32
1622577600000.0,418.1
1622578200000.0,88.87
1622578800000.0,165.67
1622579700000.0,75.12
1622580600000.0,-92.86
1622581500000.0,62.69
1622582400000.0,-349.56
1622583600000.0,-1.75
1622584200000.0,240.49
1622584800000.0,316.19
1622585700000.0,154.28
1622586600000.0,-414.32
1622587800000.0,-90.96
1622588700000.0,385.28
1622589600000.0,192.9
1622590200000.0,21.26
1622590800000.0,244.79
1622591700000.0,-498.85
1622592300000.0,-160.28
1622592900000.0,451.89
1622593500000.0,-54.84
1622594100000.0,154.23
1622595000000.0,372.26
1622595600000.0,257.53
1622596200000.0,380.45
1622596800000.0,109.24
1622597700000.0,-297.59
1622598900000.0,382.72
1622599800000.0,-86.73
1622600700000.0,-322.94
1622601600000.0,-436.78
1622602500000.0,-258.18
1622603100000.0,-228.96
1622603400000.0,56.37
1622604300000.0,346.78
1622605500000.0,389.77
1622606700000.0,-403.82
1622607900000.0,-454.85
1622608800000.0,-464.97
1622610000000.0,-6.48
1622610600000.0,-250.96
1622611500000.0,-208.69
1622612700000.0,418.88
1622613000000.0,-123.52
1622613600000.0,73.48
1622614200000.0,-369.68
1622614800000.0,-386.45
1622615700000.0,-373.88
1622616300000.0,-309.01
1622617200000.0,-418.58
1622617800000.0,-144.23
1622618100000.0,-125.58
1622618400000.0,209.36
1622619000000.0,-209.03
1622619300000.0,-432.75
1622619900000.0,-386.01
1622620500000.0,-111.74
1622621100000.0,263.63
1622621700000.0,-476.05
1622622600000.0,229.56
1622623500000.0,381.04
1622624400000.0,-390.72
1622625000000.0,74.62
1622625600000.0,-317.57
1622626200000.0,474.12
1622626800000.0,185.8
1622627700000.0,3.5
1622628600000.0,148.2
1622629500000.0,99.16
1622630400000.0,194.23
1622631000000.0,442.64
1622631900000.0,207.5
1622632200000.0,-442.55
1622632500000.0,-397.0
1622633100000.0,331.28
1622634000000.0,-76.07
1622634300000.0,-312.37
1622635200000.0,-59.39
1622635500000.0,-179.51
1622636100000.0,19.68
1622637000000.0,-486.83
1622637900000.0,-119.32
1622639100000.0,174.88
1622639700000.0,-448.42
1622640300000.0,90.6
1622640600000.0,429.15
1622640900000.0,20.21
1622641200000.0,-188.96
1622641800000.0,205.46
1622642700000.0,-374.85
1622643600000.0,-173.69
1622644200000.0,480.71
1622644500000.0,-488.06
1622644800000.0,-168.82
1622645400000.0,430.84
1622646000000.0,254.03
1622646600000.0,492.69
1622646900000.0,-235.86
1622647500000.0,-348.4
1622648100000.0,-440.21
1622648700000.0,383.53
1622649600000.0,194.48
1622649900000.0,-107.96
1622650200000.0,-325.47
1622650500000.0,128.99
1622651100000.0,57.86
1622651700000.0,-394.46
1622652300000.0,-144.22
1622652900000.0,81.85
1622653500000.0,-226.5
1622654400000.0,43.21
1622655300000.0,-39.88
1622656200000.0,301.13
1622656800000.0,-92.23
1622657700000.0,-202.3
1622658300000.0,467.61
1622659200000.0,-131.61
1622660400000.0,-215.18
1622661600000.0,197.85
1622662500000.0,83.13
1622664000000.0,-412.59
1622664600000.0,284.13
1622664900000.0,-320.57
1622665500000.0,-339.8
1622666400000.0,319.55
1622667600000.0,206.11
1622668800000.0,-293.99
1622670000000.0,-187.67
1622671200000.0,-269.14
1622672100000.0,-327.15
1622673000000.0,272.43
1622673600000.0,-141.65
1622674200000.0,-315.62
1622675100000.0,408.95
1622676300000.0,203.23
1622677200000.0,427.53
1622678700000.0,-208.02
1622679000000.0,-404.36
1622679300000.0,-403.1
1622679600000.0,107.26
1622680500000.0,-468.18
1622681400000.0,-161.6
1622682300000.0,-160.17
1622683500000.0,-333.91
1622684400000.0,362.4
1622685300000.0,51.74
1622685900000.0,-24.04
1622686800000.0,-363.04
1622687700000.0,-227.11
1622688900000.0,-167.68
1622690100000.0,145.94
1622691000000.0,-250.62
1622692200000.0,-483.31
1622693100000.0,459.68
1622694000000.0,454.89
1622694900000.0,-234.99
1622695800000.0,-164.78
1622696400000.0,36.83
1622696700000.0,423.08
1622697000000.0,454.58
1622697300000.0,399.67
1622697600000.0,-405.1
1622698200000.0,-267.84
1622698800000.0,-15.58
1622699100000.0,-260.39
1622699400000.0,-484.15
1622700000000.0,-230.86
1622700300000.0,194.12
1622700900000.0,421.95
1622701500000.0,470.86
1622702400000.0,360.26
1622702700000.0,-473.29
1622703300000.0,45.3
1622703900000.0,-371.71
1622704500000.0,309.44
1622705100000.0,-24.79
1622705700000.0,-257.28
1622706600000.0,352.32
1622707500000.0,361.21
1622708100000.0,79.68
1622708700000.0,453.37
1622709600000.0,66.94
1622710500000.0,-12.24
1622711400000.0,151.26
1622711700000.0,235.31
1622712000000.0,102.18
1622712600000.0,7.22
1622713200000.0,-322.73
1622713800000.0,184.84
1622714400000.0,-120.09
1622714700000.0,344.33
1622715000000.0,-211.03
1622715300000.0,-101.61
1622715900000.0,359.46
1622716500000.0,368.31
1622717100000.0,467.03
1622718000000.0,-45.37
1622718600000.0,261.19
1622719200000.0,-24.46
1622719800000.0,162.07
1622720400000.0,491.58
1622721000000.0,146.51
1622721300000.0,-21.38
1622721600000.0,214.97
1622721900000.0,-367.84
1622722500000.0,258.15
1622723100000.0,265.28
1622723700000.0,434.05
1622724600000.0,-68.03
1622724900000.0,40.43
1622725500000.0,-124.32
1622726100000.0,10.7
1622726400000.0,300.9
1622726700000.0,472.11
1622727300000.0,419.62
1622727600000.0,-148.29
1622727900000.0,-435.62
1622728200000.0,256.75
1622728500000.0,338.11
1622729100000.0,56.38
1622729700000.0,-290.99
1622730000000.0,-232.3
1622730600000.0,-261.46
1622731200000.0,-392.88
1622731800000.0,-304.6
1622732400000.0,80.57
1622733000000.0,-256.82
1622733600000.0,-373.99
1622734200000.0,-418.92
1622735100000.0,489.75
1622735700000.0,247.54
1622736300000.0,91.4
1622737200000.0,-228.98
1622737800000.0,-328.27
1622738400000.0,48.49
1622739000000.0,-205.47
1622739900000.0,467.05
1622740500000.0,340.54
1622741400000.0,-334.06
1622742300000.0,-433.12
1622742900000.0,-103.34
1622743800000.0,54.09
1622744700000.0,40.55
1622745300000.0,491.52
1622746200000.0,342.4
1622747100000.0,87.37
1622748000000.0,-388.86
1622749200000.0,-52.22
1622750100000.0,-442.59
1622751000000.0,-23.57
1622752200000.0,-415.46
1622753100000.0,-429.52
1622754300000.0,385.35
1622754900000.0,234.13
1622756100000.0,9.83
1622757000000.0,-239.31
1622758200000.0,140.08
1622758800000.0,-485.8
1622759700000.0,-281.81
1622760900000.0,-351.35
1622761500000.0,422.97
1622761800000.0,-20.78
1622762400000.0,-144.76
1622763300000.0,306.29
1622763900000.0,-206.21
1622764800000.0,365.47
1622765100000.0,438.38
1622765400000.0,-475.79
1622765700000.0,-144.74
1622766300000.0,493.66
1622766900000.0,-95.38
1622767800000.0,-268.23
1622768400000.0,-162.23
1622769000000.0,116.06
1622769300000.0,427.78
1622769600000.0,217.63
1622769900000.0,-425.08
1622770200000.0,-254.95
1622770500000.0,-225.26
1622770800000.0,149.82
1622771400000.0,262.9
1622772000000.0,-471.25
1622772600000.0,-96.29
1622772900000.0,-490.43
1622773200000.0,-21.1
1622773800000.0,279.53
1622774100000.0,427.37
1622775000000.0,345.79
1622775900000.0,-263.86
1622776500000.0,29.99
1622777400000.0,-108.71
1622777700000.0,-341.83
1622778300000.0,-55.02
1622778900000.0,-312.73
1622779500000.0,-84.82
1622780400000.0,-74.98
1622780700000.0,-407.32
1622781300000.0,113.08
1622781900000.0,-89.78
1622782500000.0,336.21
1622783100000.0,289.9
1622783400000.0,-287.87
1622783700000.0,-487.87
1622784000000.0,-350.63
1622784600000.0,-342.83
1622785200000.0,-178.96
1622785500000.0,-166.35
1622785800000.0,-338.15
1622786400000.0,437.97
1622786700000.0,-163.68
1622787000000.0,487.45
1622787600000.0,-370.36
1622788500000.0,325.54
1622789100000.0,433.04
1622789400000.0,-318.68
1622790000000.0,-69.6
1622790300000.0,307.55
1622790600000.0,-383.32
1622791200000.0,221.11
1622791500000.0,76.82
1622791800000.0,-79.09
1622792100000.0,226.12
1622792700000.0,-338.76
1622793000000.0,-109.29
1622793300000.0,-54.06
1622793600000.0,-43.44
1622793900000.0,-315.93
1622794200000.0,-226.7
1622794500000.0,-201.64
1622795100000.0,167.64
1622795700000.0,-223.55
1622796300000.0,146.37
1622796900000.0,-460.99
1622797500000.0,-350.98
1622797800000.0,56.16
1622798400000.0,301.76
1622799000000.0,466.79
1622799300000.0,299.88
1622799900000.0,-175.86
1622800500000.0,-431.98
1622801100000.0,410.03
1622801700000.0,430.02
1622802300000.0,-309.36
1622802900000.0,74.96
1622803500000.0,268.96
1622804100000.0,135.18
1622804700000.0,-120.24
1622805000000.0,33.86
1622805600000.0,-195.72
1622806500000.0,-316.82
1622806800000.0,-185.98
1622807100000.0,-336.91
1622807400000.0,-413.77
1622808000000.0,93.68
1622808300000.0,-417.1
1622808600000.0,-19.79
1622808900000.0,-439.87
1622809200000.0,468.54
1622809500000.0,56.08
1622809800000.0,-201.83
1622810100000.0,202.42
1622810400000.0,48.06
1622810700000.0,461.21
1622811000000.0,119.64
1622811300000.0,-421.32
1622811600000.0,-226.8
1622811900000.0,230.24
1622812200000.0,-131.34
1622812800000.0,51.61
1622813400000.0,-431.95
1622814000000.0,-227.33
1622814600000.0,-106.3
1622815200000.0,-258.29
1622815500000.0,55.61
1622816100000.0,432.83
1622816400000.0,421.38
1622817000000.0,178.72
1622817300000.0,-278.62
1622817900000.0,476.36
1622818500000.0,73.03
1622819100000.0,-159.41
1622819700000.0,-38.16
1622820300000.0,-198.63
1622820900000.0,452.13
1622821500000.0,-34.36
1622822100000.0,-427.59
1622822700000.0,-37.14
1622823000000.0,-140.98
1622823600000.0,-320.71
1622824500000.0,-391.25
1622825100000.0,189.87
1622826000000.0,296.87
1622826600000.0,-416.02
1622827500000.0,-1.09
1622827800000.0,-378.29
1622828400000.0,80.17
1622829300000.0,-312.55
1622830200000.0,-320.64
1622831400000.0,206.14
1622832300000.0,117.86
1622833500000.0,-194.0
1622834700000.0,-111.0
1622835600000.0,450.25
1622836200000.0,377.05
1622836800000.0,437.99
1622837700000.0,359.48
1622838600000.0,64.65
1622839800000.0,358.28
1622840700000.0,450.21
1622841600000.0,-453.53
1622843100000.0,235.05
1622844300000.0,167.59
1622845500000.0,-268.53
1622847000000.0,-233.75
1622848200000.0,-266.21
1622848500000.0,181.65
1622848800000.0,332.35
1622849400000.0,176.9
1622850300000.0,-95.28
1622850600000.0,207.05
1622851500000.0,62.07
1622852100000.0,236.02
1622852400000.0,-347.94
1622853000000.0,112.18
1622853300000.0,177.88
1622853600000.0,135.13
1622854200000.0,-220.36
1622854800000.0,-485.19
1622855400000.0,320.36
1622856300000.0,20.56
1622857200000.0,-204.38
1622857800000.0,102.79
1622858700000.0,-465.8
1622859000000.0,249.2
1622860200000.0,222.75
1622860500000.0,347.35
1622861400000.0,399.27
1622862000000.0,-495.12
1622862600000.0,-149.55
1622863500000.0,261.36
1622864700000.0,-358.99
1622865900000.0,271.97
1622866800000.0,195.88
1622867700000.0,-455.16
1622868900000.0,321.54
1622869500000.0,62.25
1622870400000.0,-288.84
1622871300000.0,442.15
1622872500000.0,-461.99
1622873400000.0,-38.06
1622874000000.0,394.79
1622874900000.0,-283.48
1622875800000.0,-180.47
1622877000000.0,-128.28
1622877600000.0,189.53
1622878500000.0,472.11
1622879100000.0,128.29
1622879700000.0,184.62
1622880300000.0,-314.06
1622880900000.0,-330.51
1622881500000.0,44.54
1622882100000.0,-59.93
1622882700000.0,-327.24
1622883600000.0,-380.8
1622884500000.0,225.27
1622885400000.0,-214.3
1622886000000.0,-239.74
1622886300000.0,-33.51
1622886600000.0,-445.61
1622886900000.0,-352.69
1622887200000.0,-197.31
1622887500000.0,372.55
1622887800000.0,494.43
1622888100000.0,396.36
1622888400000.0,-258.21
1622888700000.0,449.06
1622889000000.0,143.09
1622889300000.0,-401.9
1622889900000.0,-472.38
1622890500000.0,4.4
1622891100000.0,489.62
1622892000000.0,-191.84
1622892300000.0,-479.71
1622892900000.0,-17.7
1622893500000.0,-206.77
1622893800000.0,-314.13
1622894100000.0,303.24
1622894400000.0,424.4
1622894700000.0,-474.93
1622895000000.0,56.4
1622895300000.0,479.65
1622895600000.0,-65.65
1622895900000.0,-11.93
1622896500000.0,-80.52
1622896800000.0,447.2
1622897400000.0,-267.67
1622898000000.0,476.02
1622898300000.0,153.98
1622898900000.0,-473.27
1622899500000.0,-368.03
1622900100000.0,-372.99
1622900700000.0,39.9
1622901300000.0,267.9
1622901600000.0,180.11
1622901900000.0,495.74
1622902200000.0,-206.81
1622902800000.0,-450.77
1622903100000.0,-277.17
1622903700000.0,-71.66
1622904000000.0,-229.21
1622904600000.0,126.68
1622905200000.0,379.21
1622905500000.0,406.45
1622906100000.0,-283.71
1622906700000.0,-116.28
1622907000000.0,-108.97
1622907300000.0,-185.15
1622907600000.0,-350.83
1622908200000.0,-106.19
1622908500000.0,267.6
1622909100000.0,181.48
1622909700000.0,-334.7
1622910300000.0,466.25
1622911200000.0,397.63
1622912100000.0,103.81
1622913000000.0,-27.52
1622913300000.0,445.87
1622913900000.0,5.18
1622914200000.0,-379.26
1622915100000.0,-398.9
1622916000000.0,-48.97
1622916600000.0,-387.44
1622917500000.0,301.54
