timestamp,btc_miners_position_index
1618194900000.0,2.6401
1618196100000.0,2.788
1618198200000.0,2.5184
1618199100000.0,2.3035
1618199700000.0,2.2502
1618200300000.0,2.8645
1618200900000.0,2.44
1618201500000.0,2.6327
1618202400000.0,2.6066
1618203300000.0,2.2296
1618204200000.0,2.2552
1618205100000.0,2.3381
1618206900000.0,2.807
1618208400000.0,2.6366
1618209300000.0,2.6305
1618210200000.0,2.4691
1618210800000.0,2.9786
1618211100000.0,2.1771
1618211700000.0,2.9391
1618212300000.0,2.5919
1618212600000.0,2.2074
1618212900000.0,2.8052
1618213500000.0,2.6447
1618213800000.0,2.5426
1618214400000.0,2.8421
1618214700000.0,2.5897
1618215600000.0,2.6245
1618216800000.0,2.6879
1618217700000.0,2.0073
1618218900000.0,2.1761
1618220400000.0,2.0463
1618220700000.0,2.2224
1618221000000.0,2.698
1618221600000.0,2.8297
1618222200000.0,2.7798
1618222800000.0,2.7018
1618223700000.0,2.9967
1618224000000.0,2.9678
1618224300000.0,2.26
1618224900000.0,2.4895
1618225800000.0,2.2596
1618226400000.0,2.3517
1618227600000.0,2.1179
1618228500000.0,2.6225
1618229100000.0,2.4375
1618229700000.0,2.9872
1618230900000.0,2.9227
1618231800000.0,2.1248
1618233000000.0,2.3122
1618233900000.0,2.6841
1618235100000.0,2.6373
1618236300000.0,2.602
1618236900000.0,2.3477
1618237800000.0,2.3946
1618238700000.0,2.4445
1618239600000.0,2.1788
1618240200000.0,2.5914
1618240500000.0,2.0792
1618241100000.0,2.1771
1618242000000.0,2.678
1618242600000.0,2.5382
1618243500000.0,2.2293
1618244400000.0,2.8101
1618245300000.0,2.6399
1618246800000.0,2.5655
1618247400000.0,2.3112
1618248600000.0,2.735
1618250400000.0,2.5074
1618251900000.0,2.9323
1618254000000.0,2.4502
1618255800000.0,2.1043
1618257900000.0,2.6095
1618259400000.0,2.7403
1618261200000.0,2.4405
1618262700000.0,2.7188
1618263600000.0,2.0314
1618265400000.0,2.0596
1618267800000.0,2.7317
1618269900000.0,2.2824
1618271700000.0,2.0795
1618272600000.0,2.7077
1618272900000.0,2.2994
1618273800000.0,2.1765
1618274700000.0,2.4542
1618276200000.0,2.269
1618277400000.0,2.0815
1618278300000.0,2.3585
1618278900000.0,2.8045
1618279500000.0,2.0344
1618280400000.0,2.5118
1618281600000.0,2.7225
1618282200000.0,2.8744
1618283100000.0,2.4693
1618283700000.0,2.2037
1618284300000.0,2.8241
1618284900000.0,2.1695
1618286100000.0,2.3955
1618287300000.0,2.9085
1618288500000.0,2.2474
1618289400000.0,2.3314
1618290900000.0,2.3211
1618292100000.0,2.2544
1618293300000.0,2.5235
1618294500000.0,2.1308
1618295400000.0,2.9486
1618295700000.0,2.6543
1618296000000.0,2.7842
1618296300000.0,2.5926
1618296600000.0,2.805
1618297200000.0,2.4483
1618297800000.0,2.8273
1618298400000.0,2.1982
1618299300000.0,2.7393
1618300200000.0,2.1933
1618300800000.0,2.0159
1618301100000.0,2.464
1618301700000.0,2.1608
1618302000000.0,2.1963
1618302300000.0,2.2129
1618302600000.0,2.29
1618302900000.0,2.0688
1618303200000.0,2.286
1618303500000.0,2.5954
1618303800000.0,2.4157
1618304100000.0,2.8876
1618304700000.0,2.1992
1618305300000.0,2.2049
1618305900000.0,2.9369
1618306500000.0,2.2723
1618307100000.0,2.932
1618307400000.0,2.3224
1618307700000.0,2.8958
1618308000000.0,2.1241
1618308600000.0,2.6136
1618309200000.0,2.533
1618309800000.0,2.521
1618310400000.0,2.5151
1618311300000.0,2.0415
1618312200000.0,2.4011
1618313100000.0,2.2718
1618313700000.0,2.6236
1618314300000.0,2.8048
1618314900000.0,2.4962
1618315800000.0,2.5135
1618316400000.0,2.2908
1618317000000.0,2.143
1618317900000.0,2.7751
1618318800000.0,2.3598
1618319700000.0,2.7375
1618320600000.0,2.7424
1618321200000.0,2.9947
1618322400000.0,2.2033
1618323600000.0,2.6856
1618324800000.0,2.7346
1618326000000.0,2.4149
1618326900000.0,2.1262
1618327800000.0,2.3771
1618328400000.0,2.9769
1618328700000.0,2.4658
1618329000000.0,2.3013
1618329600000.0,2.1048
1618329900000.0,2.1763
1618330200000.0,2.0462
1618330800000.0,2.8092
1618331700000.0,2.9141
1618332600000.0,2.8985
1618333500000.0,2.3618
1618334700000.0,2.4687
1618335900000.0,2.393
1618337100000.0,2.0283
1618338000000.0,2.1855
1618339200000.0,2.6956
1618339800000.0,2.8837
1618340100000.0,2.2759
1618340400000.0,2.731
1618341000000.0,2.5165
1618341900000.0,2.5829
1618342500000.0,2.0922
1618343700000.0,2.1516
1618344900000.0,2.7614
1618346100000.0,2.0272
1618347300000.0,2.0744
1618349100000.0,2.4684
1618350300000.0,2.3421
1618351500000.0,2.7796
1618352400000.0,2.6891
1618353900000.0,2.8747
1618355100000.0,2.1476
1618356900000.0,2.3835
1618357800000.0,2.6774
1618358400000.0,2.1705
1618358700000.0,2.7447
1618359000000.0,2.6933
1618359600000.0,2.6752
1618361100000.0,2.4325
1618362600000.0,2.2415
1618363800000.0,2.5364
1618365300000.0,2.911
1618366800000.0,2.7245
1618368600000.0,2.1936
1618370100000.0,2.682
1618371000000.0,2.478
1618371600000.0,2.1643
1618372200000.0,2.2776
1618372500000.0,2.6976
1618373100000.0,2.9311
1618374000000.0,2.9554
1618375200000.0,2.0938
1618375500000.0,2.9537
1618376100000.0,2.9007
1618376400000.0,2.8091
1618376700000.0,2.5971
1618377300000.0,2.1854
1618377600000.0,2.6473
1618378200000.0,2.3991
1618378800000.0,2.8134
1618379700000.0,2.5214
1618380300000.0,2.9871
1618380900000.0,2.1429
1618381200000.0,2.3971
1618381800000.0,2.1302
1618382700000.0,2.1802
1618383600000.0,2.8335
1618384500000.0,2.6634
1618385700000.0,2.7835
1618386600000.0,2.8108
1618387500000.0,2.1458
1618388400000.0,2.9142
1618389600000.0,2.7359
1618390200000.0,2.7027
1618390500000.0,2.2678
1618390800000.0,2.2244
1618391400000.0,2.075
1618392000000.0,2.0655
1618392300000.0,2.3911
1618392600000.0,2.6664
1618392900000.0,2.6766
1618393500000.0,2.7294
1618394100000.0,2.5679
1618394700000.0,2.3193
1618395600000.0,2.8839
1618396200000.0,2.5304
1618397100000.0,2.777
1618398000000.0,2.4443
1618398300000.0,2.3987
1618398900000.0,2.4869
1618399800000.0,2.9188
1618400400000.0,2.2882
1618400700000.0,2.9965
1618401300000.0,2.853
1618401900000.0,2.3035
1618402500000.0,2.0647
1618402800000.0,2.2786
1618403400000.0,2.8193
1618404300000.0,2.4945
1618404900000.0,2.8409
1618405500000.0,2.486
1618405800000.0,2.3397
1618406400000.0,2.8911
1618407000000.0,2.7356
1618407300000.0,2.1619
1618407900000.0,2.0635
1618408500000.0,2.7575
1618409100000.0,2.7942
1618409400000.0,2.5764
1618409700000.0,2.3002
1618410000000.0,2.757
1618410300000.0,2.5948
1618410600000.0,2.2241
1618410900000.0,2.8232
1618411500000.0,2.1534
1618412100000.0,2.8646
1618412700000.0,2.5311
1618413300000.0,2.6548
1618413900000.0,2.4031
1618414200000.0,2.6583
1618414500000.0,2.1561
1618414800000.0,2.0639
1618415100000.0,2.3143
1618415700000.0,2.8235
1618416300000.0,2.894
1618416900000.0,2.7453
1618417500000.0,2.8602
1618418100000.0,2.4147
1618418700000.0,2.4143
1618419000000.0,2.326
1618419600000.0,2.0089
1618420800000.0,2.3962
1618421400000.0,2.8304
1618421700000.0,2.6311
1618422000000.0,2.572
1618422300000.0,2.9149
1618422600000.0,2.8116
1618423200000.0,2.9413
1618423500000.0,2.6788
1618423800000.0,2.819
1618424100000.0,2.4232
1618424700000.0,2.6222
1618425000000.0,2.4349
1618425300000.0,2.1687
1618425900000.0,2.9061
1618426800000.0,2.5077
1618427100000.0,2.9966
1618427700000.0,2.3509
1618428300000.0,2.1581
1618428600000.0,2.3176
1618428900000.0,2.3651
1618429200000.0,2.9189
1618429500000.0,2.791
1618430100000.0,2.7628
1618430700000.0,2.4922
1618431300000.0,2.2387
1618432200000.0,2.1511
1618433400000.0,2.5628
1618434300000.0,2.6525
1618435200000.0,2.7195
1618436400000.0,2.5537
1618437300000.0,2.4768
1618438500000.0,2.497
1618439700000.0,2.8154
1618440600000.0,2.7722
1618442100000.0,2.1007
1618443600000.0,2.1199
1618444800000.0,2.3996
1618445100000.0,2.0046
1618445700000.0,2.6042
1618446900000.0,2.8395
1618447800000.0,2.3502
1618448700000.0,2.5177
1618449600000.0,2.3062
1618450800000.0,2.0839
1618451700000.0,2.4157
1618452300000.0,2.8241
1618453200000.0,2.8573
1618453800000.0,2.4816
1618454700000.0,2.0729
1618455300000.0,2.2024
1618456200000.0,2.2561
1618457100000.0,2.4157
1618457700000.0,2.2644
1618458900000.0,2.5979
1618460100000.0,2.1065
1618460700000.0,2.5879
1618461600000.0,2.0631
1618462500000.0,2.882
1618463700000.0,2.4402
1618464600000.0,2.4936
1618466100000.0,2.3354
1618466700000.0,2.0861
1618468200000.0,2.1222
1618469100000.0,2.4374
1618469700000.0,2.0001
1618470600000.0,2.5251
1618471800000.0,2.9257
1618473000000.0,2.7245
1618473900000.0,2.1615
1618474800000.0,2.0049
1618475400000.0,2.1073
1618476600000.0,2.2644
1618477200000.0,2.5228
1618478400000.0,2.5849
1618479600000.0,2.2765
1618480500000.0,2.2382
1618481700000.0,2.4574
1618482300000.0,2.4976
1618482900000.0,2.9975
1618483800000.0,2.4939
1618484400000.0,2.8354
1618485000000.0,2.0111
1618485600000.0,2.0354
1618486800000.0,2.5488
1618488000000.0,2.8756
1618488900000.0,2.8096
1618490100000.0,2.9071
1618491300000.0,2.8518
1618492200000.0,2.3953
1618493100000.0,2.6449
1618494000000.0,2.2317
1618494600000.0,2.6792
1618495800000.0,2.8258
1618497000000.0,2.5239
1618498200000.0,2.1958
1618499100000.0,2.8376
1618500000000.0,2.5255
1618500600000.0,2.8433
1618501800000.0,2.3715
1618502700000.0,2.6054
1618503300000.0,2.6609
1618504200000.0,2.3515
1618505100000.0,2.0783
1618506300000.0,2.6611
1618507200000.0,2.5082
1618508400000.0,2.121
1618509300000.0,2.913
1618511400000.0,2.9479
1618512300000.0,2.1935
1618513800000.0,2.3867
1618514700000.0,2.0316
1618515300000.0,2.6858
1618515900000.0,2.689
1618516200000.0,2.5781
1618516500000.0,2.9406
1618517100000.0,2.5376
1618517700000.0,2.1519
1618518300000.0,2.8753
1618519200000.0,2.8314
1618520700000.0,2.4851
1618522200000.0,2.131
1618523100000.0,2.6727
1618524000000.0,2.9095
1618524900000.0,2.8443
1618525800000.0,2.4711
1618527300000.0,2.1931
1618528500000.0,2.8547
1618529100000.0,2.0633
1618530600000.0,2.1292
1618531500000.0,2.9309
1618532400000.0,2.2577
1618533300000.0,2.9204
1618534500000.0,2.6441
1618535700000.0,2.028
1618536900000.0,2.601
1618537200000.0,2.4406
1618537800000.0,2.7141
1618538700000.0,2.426
1618540200000.0,2.7462
1618541700000.0,2.4692
1618542600000.0,2.971
1618543500000.0,2.2032
1618544700000.0,2.311
1618545900000.0,2.431
1618546500000.0,2.3618
1618547700000.0,2.8915
1618548000000.0,2.3504
1618548300000.0,2.1748
1618548900000.0,2.4817
1618549200000.0,2.3277
1618549500000.0,2.9675
1618550100000.0,2.5342
1618550700000.0,2.9361
1618551300000.0,2.6011
1618551600000.0,2.4659
1618552500000.0,2.07
1618553100000.0,2.0765
1618553400000.0,2.5201
1618554000000.0,2.8821
1618554300000.0,2.9286
1618554600000.0,2.8206
1618555200000.0,2.3262
1618555800000.0,2.4691
1618556400000.0,2.6701
1618557000000.0,2.4205
1618557600000.0,2.4704
1618558200000.0,2.205
1618558800000.0,2.1787
1618559700000.0,2.5442
1618560300000.0,2.8462
1618560900000.0,2.5026
1618561800000.0,2.3782
1618562400000.0,2.8137
1618563300000.0,2.0484
1618563900000.0,2.7739
1618564200000.0,2.9514
1618564500000.0,2.6288
1618564800000.0,2.9366
1618565400000.0,2.0143
1618565700000.0,2.8417
1618566000000.0,2.9163
1618566600000.0,2.6724
1618567200000.0,2.1772
1618567800000.0,2.6028
1618568100000.0,2.8901
1618569000000.0,2.0679
1618569600000.0,2.7625
1618569900000.0,2.3542
1618570500000.0,2.0093
1618571100000.0,2.3883
1618572000000.0,2.9211
1618572300000.0,2.587
1618572600000.0,2.4667
1618573200000.0,2.6865
1618574100000.0,2.951
1618574700000.0,2.2139
1618575600000.0,2.7853
1618576500000.0,2.0379
1618577400000.0,2.1324
1618578300000.0,2.6154
1618578900000.0,2.6162
1618579800000.0,2.2885
1618580400000.0,2.9359
1618581000000.0,2.7994
1618581300000.0,2.346
1618581600000.0,2.051
1618582200000.0,2.4158
1618582800000.0,2.0297
1618583100000.0,2.6266
1618583400000.0,2.3761
1618584000000.0,2.525
1618584900000.0,2.8453
1618585500000.0,2.5244
1618586400000.0,2.291
1618587300000.0,2.3012
1618588500000.0,2.4704
1618589100000.0,2.3602
1618590000000.0,2.1451
1618590600000.0,2.7178
1618591800000.0,2.4358
1618592700000.0,2.4035
1618593900000.0,2.6992
1618595100000.0,2.5968
1618596300000.0,2.4853
1618597200000.0,2.9293
1618598100000.0,2.8315
1618599300000.0,2.4846
1618599900000.0,2.767
1618601100000.0,2.8903
1618602600000.0,2.1914
1618603800000.0,2.6474
1618605300000.0,2.093
1618606500000.0,2.1696
1618608000000.0,2.4172
1618609500000.0,2.2564
1618611300000.0,2.0683
1618612800000.0,2.7177
1618614300000.0,2.8305
1618616100000.0,2.4618
1618617600000.0,2.1473
1618618500000.0,2.9552
1618619100000.0,2.975
1618620000000.0,2.2544
1618621500000.0,2.9785
1618622700000.0,2.2933
1618623600000.0,2.773
1618624800000.0,2.4518
1618625700000.0,2.0502
1618626600000.0,2.9605
1618627800000.0,2.3767
1618629000000.0,2.4326
1618630500000.0,2.2086
1618631400000.0,2.4538
1618632600000.0,2.1744
1618633800000.0,2.4678
1618635300000.0,2.8711
1618637100000.0,2.7925
1618638900000.0,2.6099
1618640100000.0,2.0427
1618641900000.0,2.4901
1618643400000.0,2.4129
1618644600000.0,2.484
1618645800000.0,2.8931
1618646700000.0,2.8549
1618648200000.0,2.2023
1618650000000.0,2.1375
1618650900000.0,2.0067
1618651500000.0,2.0767
1618651800000.0,2.9889
1618652700000.0,2.7083
1618653300000.0,2.4971
1618654200000.0,2.5883
1618654800000.0,2.8265
1618655700000.0,2.5778
1618656900000.0,2.8325
1618657500000.0,2.463
1618658400000.0,2.776
1618659000000.0,2.8351
1618659300000.0,2.1723
1618659600000.0,2.4339
1618659900000.0,2.6908
1618660500000.0,2.1637
1618661100000.0,2.1465
1618661700000.0,2.8921
1618662300000.0,2.9683
1618662900000.0,2.2178
1618663500000.0,2.396
1618664400000.0,2.1241
1618665300000.0,2.3857
1618665900000.0,2.2527
1618666500000.0,2.9578
1618667100000.0,2.1794
1618668000000.0,2.2077
1618668300000.0,2.172
1618669200000.0,2.7169
1618670100000.0,2.1807
1618671000000.0,2.1462
1618671900000.0,2.2912
1618672800000.0,2.7262
1618673400000.0,2.6982
1618674000000.0,2.2862
1618674300000.0,2.7831
1618674900000.0,2.8183
1618675500000.0,2.906
1618675800000.0,2.5642
1618676400000.0,2.0913
1618677600000.0,2.8041
1618678500000.0,2.4661
1618679400000.0,2.5728
1618681200000.0,2.9009
1618682100000.0,2.583
1618682400000.0,2.6961
1618682700000.0,2.188
1618683000000.0,2.1287
1618683600000.0,2.6837
1618684500000.0,2.5479
1618685100000.0,2.7009
1618686300000.0,2.5025
1618686900000.0,2.3476
1618687800000.0,2.8944
1618689600000.0,2.7381
1618691100000.0,2.657
1618692600000.0,2.9815
1618695000000.0,2.0887
1618696500000.0,2.431
1618698300000.0,2.4542
1618699500000.0,2.2999
1618700700000.0,2.7064
1618701900000.0,2.253
1618702800000.0,2.7642
1618703700000.0,2.2667
1618704300000.0,2.0574
1618704900000.0,2.7484
1618705500000.0,2.06
1618705800000.0,2.228
1618706100000.0,2.169
1618706700000.0,2.3826
1618707300000.0,2.222
1618707900000.0,2.9734
1618708500000.0,2.1209
1618708800000.0,2.5979
1618709100000.0,2.7521
1618709700000.0,2.3536
1618710300000.0,2.9294
1618710900000.0,2.8613
1618711500000.0,2.2371
1618712100000.0,2.2092
1618712400000.0,6.1136
1618712700000.0,2.2992
1618713300000.0,2.675
1618713900000.0,2.3681
1618714500000.0,2.5107
1618714800000.0,2.6091
1618715400000.0,2.4951
1618715700000.0,2.9272
1618716000000.0,2.2561
1618716300000.0,2.0299
1618716600000.0,2.2626
1618716900000.0,2.7084
1618717200000.0,2.1107
1618717500000.0,2.4286
1618717800000.0,2.7111
1618718100000.0,2.5807
1618718400000.0,2.0096
1618718700000.0,2.5033
1618719000000.0,2.4508
1618719300000.0,2.9159
1618719600000.0,2.7838
1618719900000.0,2.7237
1618720200000.0,2.7969
1618720500000.0,2.7893
1618720800000.0,2.1429
1618721100000.0,2.5589
1618721400000.0,2.2896
1618721700000.0,2.9374
1618722000000.0,2.0039
1618722300000.0,2.2756
1618722600000.0,2.9382
1618722900000.0,2.7747
1618723200000.0,2.855
1618723500000.0,2.3479
1618723800000.0,2.4051
1618724400000.0,2.9127
1618725000000.0,2.2336
1618725600000.0,2.875
1618725900000.0,2.3894
1618726200000.0,2.4973
1618726800000.0,2.8149
1618727400000.0,2.4769
1618727700000.0,2.1843
1618728000000.0,2.7372
1618728300000.0,2.8455
1618728900000.0,2.4497
1618729500000.0,2.4352
1618730100000.0,2.4086
1618730700000.0,2.7055
1618731300000.0,2.4236
1618731900000.0,2.5353
1618732500000.0,2.3182
1618733100000.0,2.312
1618733400000.0,2.6395
1618733700000.0,2.7339
1618734000000.0,2.7785
1618734600000.0,2.3468
1618735200000.0,2.5198
1618735800000.0,2.2572
1618736100000.0,2.6557
1618736400000.0,2.0635
1618736700000.0,2.7746
1618737000000.0,2.5078
1618737300000.0,2.41
1618737600000.0,2.5498
1618737900000.0,2.4557
1618738200000.0,2.5758
1618738500000.0,2.0731
1618738800000.0,2.4273
1618739100000.0,2.0258
1618739400000.0,2.7645
1618739700000.0,2.5446
1618740000000.0,2.9524
1618740600000.0,2.5167
1618741200000.0,2.4623
1618741500000.0,2.3341
1618742100000.0,2.2355
1618743000000.0,2.8154
1618743600000.0,2.4021
1618744200000.0,2.4799
1618745100000.0,2.3448
1618745700000.0,2.0811
1618746000000.0,2.4294
1618746300000.0,2.484
1618746600000.0,2.454
1618746900000.0,2.4919
1618747200000.0,2.5592
1618747500000.0,2.0425
1618747800000.0,2.4514
1618748400000.0,2.7387
1618748700000.0,2.4426
1618749000000.0,2.2263
1618749300000.0,2.8726
1618749600000.0,2.852
1618749900000.0,2.3542
1618750500000.0,2.2568
1618751100000.0,2.149
1618751700000.0,2.8346
1618752300000.0,2.6866
1618752900000.0,2.5666
1618753500000.0,2.4806
1618754100000.0,2.1458
1618754700000.0,2.8051
1618755600000.0,2.5163
1618756200000.0,2.8481
1618756800000.0,2.129
1618757700000.0,2.4163
1618758300000.0,2.339
1618759200000.0,2.2149
1618760400000.0,2.8102
1618761000000.0,2.6109
1618761600000.0,2.7667
1618761900000.0,2.9168
1618762500000.0,2.3583
1618763100000.0,2.6188
1618763700000.0,2.7048
1618764600000.0,2.8306
1618765200000.0,2.8088
1618766100000.0,2.3052
1618766700000.0,2.954
1618767900000.0,2.5838
1618768500000.0,2.3204
1618769400000.0,2.8879
1618770600000.0,2.527
1618771500000.0,2.9552
1618772100000.0,2.159
1618773000000.0,2.1939
1618773900000.0,2.7857
1618775100000.0,2.5925
1618776300000.0,2.9874
1618776900000.0,2.7265
1618778100000.0,2.5564
1618779300000.0,2.8051
1618780800000.0,2.9619
1618782300000.0,2.1337
1618783200000.0,2.1775
1618783800000.0,2.5743
1618784700000.0,2.7192
1618785600000.0,2.0914
1618786500000.0,2.1568
1618787400000.0,2.5892
1618788600000.0,2.7205
1618790100000.0,2.9277
1618790700000.0,2.0097
1618791300000.0,2.7703
1618792200000.0,2.442
1618792800000.0,2.6421
1618793400000.0,2.5592
1618794000000.0,2.013
1618794900000.0,2.6011
1618795800000.0,2.2876
1618797000000.0,2.583
1618797900000.0,2.519
1618799100000.0,2.6792
1618799700000.0,2.8719
1618800600000.0,2.1611
1618801800000.0,2.3561
1618803000000.0,2.8764
1618804200000.0,2.2008
1618805400000.0,2.177
1618806900000.0,2.2805
1618808100000.0,2.9184
1618809300000.0,2.2236
1618809900000.0,2.3657
1618811100000.0,2.7832
1618812000000.0,2.2203
1618813200000.0,2.0351
1618814100000.0,2.6693
1618815300000.0,2.8344
1618815600000.0,2.1192
1618815900000.0,2.3491
1618816800000.0,2.305
1618817700000.0,2.71
1618818600000.0,2.9505
1618819200000.0,2.2868
1618819800000.0,2.2803
1618820400000.0,2.3462
1618821000000.0,2.119
1618821600000.0,2.2662
1618822800000.0,2.6207
1618823700000.0,2.9731
1618824600000.0,2.3639
1618825500000.0,2.5811
1618826400000.0,2.6798
1618827000000.0,2.4815
1618827300000.0,2.009
1618827900000.0,2.2463
1618828500000.0,2.6886
1618829100000.0,2.1786
1618829700000.0,2.6201
1618830300000.0,2.5962
1618830900000.0,2.2702
1618831500000.0,2.1417
1618832400000.0,2.0584
1618833000000.0,2.0197
1618834200000.0,2.151
1618835400000.0,2.3792
1618836000000.0,2.231
1618836900000.0,2.7984
1618837800000.0,2.7418
1618838400000.0,2.7585
1618838700000.0,2.5981
1618839000000.0,2.7526
1618839600000.0,2.9055
1618840200000.0,2.0527
1618840800000.0,2.8131
1618841400000.0,2.0065
1618842000000.0,2.2322
1618842600000.0,2.5828
1618842900000.0,2.0897
1618843200000.0,2.8464
1618843500000.0,2.7505
1618843800000.0,2.8555
1618844100000.0,2.5536
1618844400000.0,2.9311
1618844700000.0,2.0351
1618845000000.0,2.1452
1618845300000.0,2.5761
1618845600000.0,2.4521
1618845900000.0,2.3061
1618846200000.0,2.6891
1618846800000.0,2.2033
1618847100000.0,2.8398
1618847400000.0,2.3481
1618847700000.0,2.0099
1618848300000.0,2.7147
1618848600000.0,2.389
1618848900000.0,2.6519
1618849200000.0,2.2895
1618849500000.0,2.8873
1618850100000.0,2.5192
1618850700000.0,2.2399
1618851300000.0,2.0448
1618851900000.0,2.7807
1618852500000.0,2.0867
1618853100000.0,2.182
1618854000000.0,2.5139
1618854900000.0,2.4458
1618855500000.0,2.4845
1618856100000.0,2.9761
1618857300000.0,2.2851
1618858500000.0,2.432
1618859700000.0,2.9644
1618860900000.0,2.812
1618861800000.0,2.4529
1618862700000.0,2.7203
1618863900000.0,2.9946
1618864800000.0,2.847
1618865700000.0,2.3385
1618867200000.0,2.8602
1618868100000.0,2.384
1618868700000.0,2.3173
1618869600000.0,2.4247
1618870800000.0,2.1321
1618872300000.0,2.058
1618872900000.0,2.0666
1618873800000.0,2.1003
1618874700000.0,2.5334
1618875300000.0,2.2006
1618876200000.0,2.8025
1618877100000.0,2.1466
1618877700000.0,2.9812
1618878300000.0,2.8613
1618878600000.0,2.4736
1618879200000.0,2.6561
1618879500000.0,2.5291
1618880100000.0,2.386
1618880700000.0,2.3117
1618881300000.0,2.2434
1618882200000.0,2.8302
1618882800000.0,2.0815
1618883400000.0,2.5714
1618884000000.0,2.8114
1618884600000.0,2.0753
1618885200000.0,2.2061
1618885500000.0,2.3914
1618885800000.0,2.9071
1618886100000.0,2.5318
1618886400000.0,2.5439
1618887000000.0,2.3831
1618887600000.0,2.9119
1618888200000.0,2.9942
1618889400000.0,2.0223
1618890300000.0,2.101
1618890900000.0,2.7594
1618891800000.0,2.4795
1618892400000.0,2.4274
1618893000000.0,2.2597
1618893900000.0,2.8978
1618894500000.0,2.9455
1618895400000.0,2.4045
1618896600000.0,2.3089
1618897500000.0,2.1486
1618898400000.0,2.9186
1618899300000.0,2.8352
1618900200000.0,2.8894
1618900800000.0,2.2831
1618901100000.0,2.1973
1618901400000.0,2.4787
1618901700000.0,2.9569
1618902000000.0,2.6804
1618902300000.0,2.5079
1618902600000.0,2.7866
1618902900000.0,2.9482
1618903500000.0,2.1057
1618904100000.0,2.0929
1618904400000.0,2.3344
1618904700000.0,2.431
1618905000000.0,2.3698
1618905600000.0,2.1623
1618906200000.0,2.4997
1618906500000.0,2.1597
1618907100000.0,2.4818
1618907700000.0,2.6833
1618908300000.0,2.8213
1618908600000.0,2.753
1618909200000.0,2.1906
1618910100000.0,2.3786
1618910400000.0,2.0962
1618911000000.0,2.6502
1618911600000.0,2.8945
1618912500000.0,2.3497
1618913100000.0,2.0141
1618914000000.0,2.7729
1618914300000.0,2.6215
1618914900000.0,2.2135
1618915200000.0,2.6446
1618915800000.0,2.7328
1618916400000.0,2.2428
1618917000000.0,2.8125
1618918200000.0,2.315
1618919100000.0,2.569
1618919700000.0,2.9794
1618920300000.0,2.0617
1618920900000.0,2.7523
1618921500000.0,2.4351
1618922400000.0,2.8083
1618923000000.0,2.7503
1618923900000.0,2.5774
1618925100000.0,2.3969
1618925700000.0,2.4173
1618926900000.0,2.7793
1618927500000.0,2.9609
1618928400000.0,2.2974
1618929000000.0,2.539
1618929600000.0,2.2817
1618929900000.0,2.6352
1618930200000.0,2.2783
1618930800000.0,2.0713
1618931400000.0,2.846
1618932000000.0,2.0463
1618932600000.0,2.7863
1618933200000.0,2.0847
1618933800000.0,2.8062
1618934400000.0,2.5502
1618935000000.0,2.3033
1618935600000.0,2.5484
1618936200000.0,2.7078
1618936800000.0,2.8363
1618937400000.0,2.0951
1618937700000.0,2.6635
1618938300000.0,2.6908
1618939200000.0,2.6977
1618940100000.0,2.4197
1618941600000.0,2.9172
1618942500000.0,2.0091
1618942800000.0,2.2455
1618943400000.0,2.5119
1618944300000.0,2.6456
1618944900000.0,2.9893
1618945500000.0,2.7314
1618946700000.0,2.6094
1618947300000.0,2.5899
1618947900000.0,2.2977
1618948500000.0,2.2074
1618949100000.0,2.5794
1618950000000.0,2.6869
1618950600000.0,2.9983
1618951200000.0,2.4831
1618952400000.0,2.8254
1618953600000.0,2.1037
1618954200000.0,2.303
1618955700000.0,2.2582
1618956600000.0,2.4473
1618957500000.0,2.7804
1618959000000.0,2.7805
1618959900000.0,2.8924
1618960800000.0,2.5552
1618962300000.0,2.4265
1618963500000.0,2.1939
1618964400000.0,2.4117
1618965600000.0,2.15
1618966200000.0,2.1873
1618966500000.0,2.3482
1618967100000.0,2.7444
1618967700000.0,2.6795
1618968600000.0,2.1155
1618969800000.0,2.9306
1618970700000.0,2.6783
1618972500000.0,2.2058
1618974000000.0,2.7526
1618975200000.0,2.0049
1618976100000.0,2.831
1618977000000.0,2.5391
1618977600000.0,2.204
1618978200000.0,2.0549
1618978800000.0,2.7247
1618979700000.0,2.9699
1618980900000.0,2.3834
1618981800000.0,2.5128
1618982400000.0,2.8788
1618983600000.0,2.4014
1618984800000.0,2.8773
1618985700000.0,2.1466
1618986600000.0,2.719
1618987500000.0,2.5432
1618989000000.0,2.8928
1618989900000.0,2.0292
1618990500000.0,2.7613
1618991400000.0,2.3753
1618992300000.0,2.0414
1618992600000.0,2.7912
1618993200000.0,2.9149
1618994100000.0,2.7421
1618994700000.0,2.7988
1618995600000.0,2.1977
1618996500000.0,2.8308
1618997100000.0,2.186
1618998600000.0,2.7463
1618999800000.0,2.4189
1619000700000.0,2.3777
1619001300000.0,2.2417
1619001900000.0,2.2456
1619002500000.0,2.3724
1619003100000.0,2.6312
1619003700000.0,2.2855
1619004600000.0,2.9839
1619005200000.0,2.6853
1619005800000.0,2.3979
1619006100000.0,2.9242
1619006400000.0,2.3571
1619007000000.0,2.95
1619007600000.0,2.0383
1619007900000.0,2.7242
1619008200000.0,2.3401
1619008800000.0,2.4855
1619009400000.0,2.8277
1619010300000.0,2.6573
1619011200000.0,2.0605
1619012100000.0,2.6187
