timestamp,btc_exchange_inflow_total
1589130000000.0,4080.73
1589130600000.0,2333.68
1589132100000.0,2441.6
1589134500000.0,2154.97
1589136900000.0,4123.07
1589140800000.0,1755.99
1589141100000.0,2844.39
1589142600000.0,3130.97
1589145300000.0,2365.19
1589148900000.0,1897.65
1589151900000.0,1032.1
1589153400000.0,2866.28
1589154600000.0,3923.01
1589156700000.0,2055.21
1589159700000.0,4826.32
1589163900000.0,1112.98
1589168400000.0,1373.33
1589171400000.0,4101.34
1589175000000.0,4161.18
1589179200000.0,1698.03
1589183100000.0,1655.21
1589185800000.0,2632.37
1589188500000.0,3364.22
1589190300000.0,4917.22
1589191500000.0,3359.62
1589192400000.0,3093.71
1589193600000.0,1236.88
1589194200000.0,1074.64
1589195400000.0,3894.57
1589196900000.0,2779.27
1589198100000.0,1409.14
1589198700000.0,2805.69
1589199300000.0,1461.68
1589199900000.0,3795.27
1589200500000.0,4217.82
1589201400000.0,4893.89
1589202000000.0,2763.21
1589202900000.0,3128.48
1589203800000.0,4393.58
1589205000000.0,1516.9
1589206200000.0,2666.92
1589208300000.0,2348.23
1589210100000.0,3714.79
1589211900000.0,1431.57
1589214300000.0,2548.86
1589215200000.0,4096.32
1589215500000.0,4042.23
1589215800000.0,3147.11
1589216700000.0,4515.38
1589217600000.0,3416.23
1589218500000.0,1978.45
1589219700000.0,1055.18
1589220300000.0,3407.24
1589220900000.0,1603.76
1589221200000.0,1929.91
1589221800000.0,2740.41
1589222400000.0,2235.43
1589223600000.0,2790.84
1589224200000.0,3419.68
1589225400000.0,4312.78
1589226300000.0,4636.62
1589226900000.0,1422.7
1589227500000.0,4615.02
1589229000000.0,3611.74
1589232300000.0,2329.36
1589234700000.0,2903.71
1589238000000.0,2791.72
1589240700000.0,3004.26
1589242800000.0,4703.26
1589247000000.0,4079.89
1589252100000.0,4002.39
1589255400000.0,1449.68
1589259000000.0,3966.71
1589262300000.0,2554.05
1589265300000.0,2701.35
1589268900000.0,3790.85
1589271900000.0,4481.8
1589274300000.0,4543.46
1589276700000.0,2525.39
1589279100000.0,1055.3
1589283300000.0,1372.56
1589285700000.0,4014.53
1589289300000.0,4590.03
1589292300000.0,4879.62
1589293200000.0,3164.79
1589294400000.0,1529.1
1589296500000.0,1367.08
1589298600000.0,3997.95
1589300700000.0,1727.46
1589302500000.0,3639.63
1589304900000.0,3380.34
1589306700000.0,2946.28
1589310600000.0,2639.21
1589313600000.0,3941.12
1589315700000.0,4233.42
1589320500000.0,3392.28
1589323500000.0,4031.06
1589328600000.0,1776.49
1589331600000.0,3057.49
1589335500000.0,3577.67
1589340000000.0,3487.06
1589344800000.0,3520.17
1589349900000.0,4617.68
1589355600000.0,2924.47
1589358300000.0,1817.48
1589361900000.0,1305.81
1589367000000.0,1737.79
1589368200000.0,2587.94
1589370600000.0,1505.32
1589372400000.0,1167.63
1589374500000.0,3748.91
1589376000000.0,2253.16
1589378400000.0,3565.0
1589380200000.0,1067.09
1589382000000.0,4570.56
1589383800000.0,2403.36
1589385600000.0,1304.25
1589387100000.0,1333.6
1589390100000.0,1063.78
1589394900000.0,3005.42
1589399400000.0,3118.03
1589400300000.0,1181.13
1589401500000.0,2422.34
1589403000000.0,3508.82
1589404500000.0,2087.04
1589406000000.0,2629.41
1589408400000.0,3732.44
1589411400000.0,2621.95
1589415000000.0,2289.26
1589417100000.0,4393.93
1589420700000.0,2071.04
1589424600000.0,2482.9
1589429400000.0,2491.88
1589433900000.0,1485.25
1589435400000.0,3836.51
1589436300000.0,4352.91
1589438700000.0,3856.23
1589441100000.0,1427.73
1589442300000.0,2317.25
1589443500000.0,3272.54
1589445600000.0,2842.61
1589446200000.0,4789.97
1589447100000.0,3088.63
1589447700000.0,3275.5
1589448600000.0,2886.01
1589449800000.0,4625.83
1589450400000.0,4134.71
1589450700000.0,4963.4
1589451000000.0,2291.32
1589451300000.0,2762.68
1589451900000.0,1580.68
1589453100000.0,2899.09
1589454600000.0,2465.44
1589455800000.0,1281.91
1589457300000.0,1817.31
1589458500000.0,3915.92
1589460000000.0,4521.16
1589461500000.0,4361.19
1589463300000.0,3559.07
1589465700000.0,4522.93
1589466900000.0,2745.74
1589468400000.0,4894.28
1589470800000.0,3343.61
1589472300000.0,3062.68
1589473500000.0,3773.45
1589475300000.0,3730.67
1589478000000.0,4916.85
1589480700000.0,1570.29
1589484000000.0,3615.4
1589486700000.0,3787.03
1589487900000.0,2450.96
1589488500000.0,1568.96
1589489100000.0,2608.83
1589492100000.0,1566.15
1589494200000.0,4178.37
1589497200000.0,4853.24
1589499900000.0,2010.73
1589502000000.0,3042.63
1589505600000.0,4586.83
1589508600000.0,3009.74
1589509500000.0,3153.37
1589510100000.0,2651.87
1589510700000.0,1227.91
1589511900000.0,4479.35
1589513400000.0,3263.51
1589515800000.0,1558.99
1589519100000.0,3102.76
1589520600000.0,4912.46
1589523000000.0,2157.4
1589526300000.0,1453.26
1589528400000.0,3156.09
1589529600000.0,2682.28
1589531700000.0,1759.13
1589533800000.0,4930.84
1589537100000.0,2848.11
1589538900000.0,4758.72
1589541000000.0,2238.83
1589543400000.0,4492.84
1589545800000.0,4562.33
1589547900000.0,1153.23
1589551500000.0,1417.06
1589554200000.0,1247.99
1589555400000.0,3760.48
1589556900000.0,2064.53
1589558700000.0,1294.62
1589561400000.0,4975.77
1589565300000.0,2619.79
1589569500000.0,3190.23
1589570400000.0,2245.51
1589571600000.0,3072.87
1589573100000.0,4699.25
1589575200000.0,2255.51
1589576100000.0,2213.72
1589578200000.0,3084.43
1589581200000.0,3965.13
1589583300000.0,3899.15
1589586300000.0,2550.76
1589587800000.0,3675.57
1589589600000.0,2329.26
1589592300000.0,3199.23
1589595300000.0,4450.73
1589599200000.0,4223.68
1589603100000.0,2843.43
1589606100000.0,1702.97
1589607300000.0,4619.01
1589609700000.0,4442.3
1589613900000.0,2967.17
1589616300000.0,1847.33
1589620500000.0,3844.6
1589623500000.0,1541.79
1589628300000.0,3801.16
1589631900000.0,4547.1
1589634600000.0,1140.9
1589637600000.0,2918.96
1589640900000.0,4170.01
1589644200000.0,4739.81
1589646900000.0,3075.85
1589650500000.0,4975.75
1589653500000.0,2488.72
1589656200000.0,2406.77
1589661300000.0,1059.39
1589665800000.0,3684.32
1589672100000.0,3101.28
1589675700000.0,4683.87
1589678700000.0,3317.87
1589682300000.0,4849.09
1589687100000.0,4867.69
1589692200000.0,2710.7
1589697900000.0,2297.24
1589703000000.0,3049.03
1589706900000.0,4417.42
1589711700000.0,3774.28
1589717400000.0,3455.58
1589718000000.0,2579.41
1589719500000.0,2641.91
1589721300000.0,1539.22
1589724300000.0,1610.83
1589727300000.0,1204.25
1589728500000.0,3637.41
1589730000000.0,1481.48
1589733000000.0,4394.19
1589734500000.0,1757.87
1589739300000.0,1891.79
1589744100000.0,1282.27
1589749800000.0,4928.38
1589753100000.0,4997.7
1589754300000.0,1167.34
1589758200000.0,4312.17
1589761200000.0,3453.43
1589764500000.0,2611.37
1589765100000.0,2763.06
1589766000000.0,4230.47
1589768100000.0,2001.2
1589770800000.0,2398.6
1589774700000.0,2853.15
1589778300000.0,2851.63
1589782200000.0,1389.0
1589782800000.0,3702.48
1589785800000.0,1114.25
1589789700000.0,1647.84
1589791500000.0,4648.15
1589791800000.0,4902.08
1589792400000.0,3142.53
1589794200000.0,2775.02
1589797200000.0,3462.89
1589800200000.0,1379.34
1589803500000.0,3896.64
1589805600000.0,1450.24
1589808300000.0,4072.77
1589811300000.0,3862.56
1589814000000.0,4746.57
1589817300000.0,4098.77
1589819100000.0,2968.67
1589822400000.0,2105.65
1589824200000.0,4000.07
1589828700000.0,2001.94
1589832000000.0,1568.57
1589838000000.0,1618.19
1589842800000.0,2417.16
1589846700000.0,2718.91
1589848500000.0,3144.55
1589852700000.0,1997.97
1589855100000.0,1779.63
1589859300000.0,1397.08
1589860800000.0,1536.93
1589863200000.0,2004.38
1589867400000.0,4766.82
1589872500000.0,2782.49
1589875500000.0,1336.22
1589876400000.0,4227.11
1589877000000.0,1034.57
1589878800000.0,2987.43
1589881800000.0,3570.91
1589885700000.0,3528.1
1589887200000.0,2390.57
1589887800000.0,4499.85
1589889300000.0,2129.19
1589890500000.0,2735.07
1589892000000.0,2302.12
1589892900000.0,3639.8
1589895600000.0,1994.82
1589895900000.0,4494.07
1589897400000.0,2600.13
1589900700000.0,2694.95
1589903400000.0,3314.24
1589907300000.0,2320.78
1589910600000.0,4306.09
1589915700000.0,1665.93
1589920200000.0,2759.4
1589927400000.0,3900.02
1589929500000.0,4472.18
1589932800000.0,2886.19
1589936100000.0,4006.34
1589941500000.0,4456.98
1589947200000.0,2709.34
1589954700000.0,3991.01
1589956500000.0,2497.25
1589957400000.0,1493.21
1589960100000.0,2226.05
1589963700000.0,3870.93
1589969100000.0,3549.59
1589973600000.0,2952.73
1589977800000.0,3347.48
1589981700000.0,3872.43
1589987100000.0,2129.35
1589988000000.0,4316.43
1589988300000.0,4520.21
1589989500000.0,1524.92
1589990100000.0,2272.85
1589990700000.0,1439.97
1589991900000.0,3887.34
1589993700000.0,3687.83
1589995800000.0,3669.93
1589998500000.0,3783.46
1590003300000.0,1144.89
1590007200000.0,3201.34
1590012300000.0,3932.9
1590017400000.0,4797.34
1590021300000.0,4084.02
1590028500000.0,2273.66
1590032100000.0,4375.61
1590036600000.0,3475.03
1590042000000.0,2023.17
1590046800000.0,1067.99
1590049200000.0,2595.75
1590050700000.0,4888.31
1590052800000.0,1117.53
1590055200000.0,2501.61
1590055800000.0,2030.18
1590059100000.0,1071.67
1590063600000.0,2005.8
1590068100000.0,1388.79
1590069900000.0,4528.82
1590070500000.0,2017.59
1590070800000.0,4432.37
1590071700000.0,3098.18
1590072300000.0,4896.72
1590072900000.0,3215.89
1590074100000.0,1215.54
1590076200000.0,4110.94
1590078300000.0,3123.96
1590081300000.0,4304.05
1590084000000.0,1303.4
1590084600000.0,4755.08
1590086700000.0,3733.34
1590087300000.0,1368.33
1590087900000.0,1659.62
1590089100000.0,3335.8
1590091200000.0,3530.33
1590095700000.0,1868.96
1590098700000.0,4882.1
1590102900000.0,1295.21
1590106200000.0,4997.21
1590108000000.0,1401.81
1590110400000.0,4585.56
1590116100000.0,3877.15
1590119400000.0,4839.28
1590122400000.0,2799.59
1590125400000.0,2203.15
1590128100000.0,2555.32
1590131400000.0,2997.44
1590135300000.0,4822.21
1590140100000.0,2070.16
1590142200000.0,4677.99
1590144600000.0,1082.99
1590148800000.0,2416.66
1590152400000.0,1271.89
1590155100000.0,1057.52
1590159300000.0,1337.42
1590162600000.0,2845.12
1590164700000.0,1751.65
1590167400000.0,4392.51
1590170400000.0,1941.55
1590176100000.0,4971.15
1590180000000.0,4903.39
1590188100000.0,2400.48
1590193500000.0,3987.16
1590197100000.0,4993.23
1590202800000.0,3267.44
1590208800000.0,2954.14
1590215400000.0,4700.47
1590221400000.0,3259.31
1590224100000.0,2901.06
1590228000000.0,1285.0
1590230100000.0,4573.9
1590235200000.0,4212.35
1590237900000.0,2027.63
1590242400000.0,1792.92
1590246600000.0,1843.86
1590251100000.0,4389.84
1590257700000.0,4577.97
1590263100000.0,2989.5
1590267300000.0,2532.0
1590276300000.0,2562.93
1590279300000.0,3158.91
1590286800000.0,3511.54
1590297900000.0,3745.91
1590300900000.0,1853.81
1590306300000.0,3138.77
1590311700000.0,3402.89
1590318900000.0,2052.32
1590321000000.0,2541.45
1590321900000.0,2790.17
1590324600000.0,1792.01
1590328500000.0,1388.06
1590329700000.0,3006.15
1590332700000.0,1547.5
1590336300000.0,1811.06
1590337200000.0,4725.77
1590338100000.0,2257.46
1590338700000.0,3230.76
1590339600000.0,3637.32
1590341400000.0,4052.34
1590344400000.0,1593.46
1590348300000.0,3474.21
1590351300000.0,2748.61
1590356100000.0,3734.09
1590361500000.0,2182.93
1590363300000.0,4164.73
1590364200000.0,1538.18
1590365100000.0,4413.52
1590367200000.0,2191.94
1590370800000.0,1348.96
1590377100000.0,3745.11
1590381900000.0,2840.18
1590388500000.0,4508.82
1590392400000.0,1163.19
1590396600000.0,2930.94
1590399600000.0,4046.91
1590400800000.0,4159.64
1590404100000.0,2238.97
1590406200000.0,2808.62
1590409500000.0,1726.75
1590413700000.0,3278.33
1590415500000.0,4883.57
1590418800000.0,2455.31
1590422100000.0,1938.05
1590425100000.0,2172.89
1590428100000.0,2760.87
1590429300000.0,3065.64
1590433200000.0,3657.3
1590435300000.0,2890.18
1590439500000.0,3996.66
1590446400000.0,1681.96
1590452400000.0,3879.11
1590455100000.0,4600.18
1590460800000.0,1388.4
1590467700000.0,1422.64
1590474300000.0,3498.41
1590478200000.0,1267.45
1590480300000.0,2760.62
1590482400000.0,2643.66
1590485700000.0,1670.78
1590487500000.0,1479.87
1590490800000.0,1305.06
1590495000000.0,3727.66
1590496500000.0,1828.13
1590499800000.0,3512.97
1590503700000.0,2937.87
1590507000000.0,1838.84
1590508800000.0,4869.28
1590510300000.0,2128.19
1590514500000.0,2068.39
1590521100000.0,1956.17
1590526200000.0,4776.53
1590532500000.0,1026.13
1590539100000.0,1983.81
1590544800000.0,1358.63
1590551700000.0,4010.52
1590559800000.0,4438.84
1590567900000.0,1723.89
1590570600000.0,3803.9
1590575400000.0,3884.2
1590575700000.0,3594.23
1590577500000.0,4468.36
1590580800000.0,2315.5
1590582600000.0,1304.62
1590586200000.0,3355.51
1590588900000.0,4641.56
1590592800000.0,4531.48
1590594300000.0,4495.07
1590598200000.0,3807.49
1590602400000.0,4331.17
1590607800000.0,2678.65
1590615300000.0,4907.53
1590618000000.0,2240.29
1590622500000.0,4347.72
1590624300000.0,4901.21
1590627600000.0,2408.46
1590631500000.0,1041.19
1590636900000.0,1007.27
1590642000000.0,2047.62
1590647700000.0,1219.07
1590653100000.0,3498.03
1590656700000.0,3524.33
1590662700000.0,4330.29
1590665400000.0,3817.87
1590667800000.0,1120.74
1590668700000.0,2039.05
1590669900000.0,4684.22
1590670800000.0,1080.41
1590672000000.0,4535.64
1590675000000.0,2419.35
1590676200000.0,3790.76
1590678300000.0,3473.94
1590680700000.0,4154.42
1590681900000.0,2340.24
1590685200000.0,1494.99
1590691500000.0,2179.4
1590695700000.0,1290.7
1590701400000.0,2634.6
1590705600000.0,4674.96
1590707700000.0,2136.8
1590708600000.0,3117.45
1590710400000.0,4975.68
1590712800000.0,1300.75
1590715200000.0,4563.5
1590720600000.0,3441.38
1590728100000.0,2468.76
1590734400000.0,1499.31
1590740400000.0,4613.07
1590740700000.0,3237.91
1590741600000.0,2326.63
1590746100000.0,2688.95
1590749400000.0,2211.62
1590750300000.0,3486.88
1590753600000.0,4835.39
1590756600000.0,3689.86
1590760800000.0,3691.51
1590764400000.0,3336.9
1590765900000.0,2472.3
1590768900000.0,4346.11
1590774600000.0,1276.13
1590780900000.0,4161.73
1590788100000.0,1864.43
1590795300000.0,2569.05
1590799200000.0,4975.71
1590806100000.0,2397.72
1590811500000.0,2950.03
1590813300000.0,4198.09
1590814800000.0,4151.25
1590818700000.0,4749.85
1590822000000.0,1700.36
1590827100000.0,2305.25
1590830400000.0,1612.05
1590836400000.0,4365.52
1590839400000.0,2095.2
1590845400000.0,4090.54
1590850500000.0,2667.54
1590854400000.0,4269.25
1590861600000.0,1373.03
1590869400000.0,3077.67
1590871200000.0,2838.58
1590876000000.0,1684.27
1590878100000.0,2528.21
1590878700000.0,3178.36
1590879300000.0,1312.25
1590881100000.0,2209.26
1590884400000.0,3031.39
1590890700000.0,2359.11
1590896400000.0,3279.05
1590899100000.0,2528.52
1590902400000.0,4289.51
1590909000000.0,4012.34
1590915300000.0,3894.24
1590919800000.0,1598.78
1590926400000.0,4018.74
1590928800000.0,1943.01
1590931800000.0,1747.85
1590935700000.0,2688.63
1590937500000.0,1333.8
1590940500000.0,1730.58
1590944100000.0,1977.7
1590952200000.0,2855.84
1590960000000.0,1234.06
1590963000000.0,3368.06
1590966600000.0,3557.33
1590969300000.0,3276.43
1590972900000.0,2921.02
1590976800000.0,2234.23
1590981300000.0,2338.46
1590985500000.0,1180.75
1590990300000.0,3390.06
1590997500000.0,3420.54
1591005000000.0,3902.16
1591011300000.0,2044.54
1591014600000.0,4497.74
1591019700000.0,3117.38
1591024200000.0,1479.9
1591028100000.0,3117.63
1591031100000.0,1707.22
1591040100000.0,1105.68
1591044600000.0,3115.83
1591046100000.0,3403.72
1591050600000.0,3614.9
1591052700000.0,4019.66
1591053000000.0,2114.64
1591053300000.0,2665.45
1591053900000.0,2737.99
1591054500000.0,3525.23
1591054800000.0,4761.55
1591055400000.0,4964.77
1591056600000.0,1161.77
1591058700000.0,2700.97
1591060500000.0,4347.26
1591062600000.0,4213.77
1591066500000.0,4969.0
1591069800000.0,2480.34
1591075500000.0,3422.5
1591079400000.0,2653.29
1591085400000.0,2651.16
1591091100000.0,2529.6
1591096800000.0,1593.06
1591103400000.0,4985.67
1591105500000.0,1237.99
1591109400000.0,3682.78
1591109700000.0,3612.55
1591110300000.0,4412.42
1591111200000.0,4893.06
1591111800000.0,1668.3
1591112400000.0,3303.04
1591113900000.0,1930.42
1591116300000.0,2113.35
1591120200000.0,1187.62
1591124400000.0,4160.15
1591129200000.0,4844.69
1591136100000.0,4945.52
1591139100000.0,3862.09
1591144800000.0,3016.15
1591151700000.0,2688.18
1591161600000.0,2968.81
1591163100000.0,3475.5
1591168500000.0,3036.12
1591174800000.0,2141.46
1591179000000.0,4937.05
1591182000000.0,3066.64
1591185900000.0,3860.24
1591190400000.0,2108.09
1591193700000.0,1619.56
1591197300000.0,2593.38
1591202100000.0,2767.96
1591209900000.0,4222.46
1591213800000.0,2492.6
1591224600000.0,1026.82
1591228200000.0,4824.3
1591233600000.0,1511.84
1591240500000.0,1444.97
1591247100000.0,4619.8
1591256100000.0,1417.87
1591262400000.0,1665.39
1591263300000.0,4438.19
1591266300000.0,2144.62
1591270500000.0,2804.03
1591271100000.0,4793.37
1591273200000.0,4679.0
1591277100000.0,2589.16
1591278300000.0,4372.36
1591279800000.0,2691.26
1591283100000.0,3284.7
1591286400000.0,3536.79
1591287600000.0,4816.96
1591293300000.0,4134.36
1591294800000.0,2298.07
1591297200000.0,4914.92
1591302000000.0,1460.33
1591306800000.0,4724.16
1591311900000.0,2295.16
1591316100000.0,1121.47
1591322100000.0,2666.74
1591328400000.0,3341.41
1591333500000.0,3927.0
1591339200000.0,1665.99
1591344900000.0,1230.53
1591345200000.0,2999.54
1591346400000.0,4431.46
1591349400000.0,2880.37
1591352100000.0,4985.42
1591353000000.0,4911.43
1591354800000.0,2189.09
1591357500000.0,4615.06
1591358400000.0,1028.89
1591360500000.0,3037.66
1591363200000.0,4457.79
1591367100000.0,2299.48
1591371900000.0,1749.15
1591375500000.0,2321.26
1591383900000.0,3471.64
1591391700000.0,3012.98
1591398300000.0,3400.05
1591401900000.0,2784.34
1591405200000.0,1125.14
1591412400000.0,2500.49
1591419900000.0,4524.0
1591430400000.0,3731.37
1591434900000.0,4149.36
1591439400000.0,4600.6
1591445400000.0,1232.1
1591448700000.0,2509.67
1591457700000.0,2180.61
1591462800000.0,2254.85
1591472700000.0,1714.62
1591477500000.0,2462.56
1591485300000.0,3395.17
1591495200000.0,4466.83
1591504200000.0,2824.82
1591514100000.0,3864.46
1591518900000.0,1352.61
1591519800000.0,3294.67
1591526100000.0,2839.1
1591531200000.0,3859.86
1591533000000.0,3771.65
1591535100000.0,3373.44
1591537200000.0,1286.63
1591538700000.0,3318.83
1591539300000.0,1866.51
1591543500000.0,4251.9
1591549500000.0,1086.69
1591555200000.0,4741.96
1591559100000.0,4241.95
1591559700000.0,4754.47
1591560000000.0,3033.89
1591561200000.0,4355.52
1591563600000.0,3254.64
1591568400000.0,1364.18
1591572300000.0,2965.83
1591578300000.0,2451.45
1591585200000.0,4305.81
1591594800000.0,1713.66
1591604400000.0,3909.18
1591608300000.0,4931.17
1591612500000.0,1595.99
1591621500000.0,4545.13
1591625100000.0,1265.92
1591631100000.0,2587.53
1591636200000.0,4159.24
1591643100000.0,1507.95
1591653600000.0,3061.55
1591659600000.0,3536.45
1591661100000.0,1885.15
1591662300000.0,1028.09
1591663200000.0,3760.42
1591669500000.0,4709.04
1591677600000.0,2284.0
1591687800000.0,3250.95
1591695000000.0,4942.13
1591700700000.0,4979.08
1591704300000.0,2454.95
1591709400000.0,4508.72
1591714200000.0,2753.35
1591721100000.0,3766.82
1591732500000.0,2063.68
1591737300000.0,3267.68
1591740300000.0,1045.72
1591745100000.0,3587.39
1591751100000.0,1630.13
1591758900000.0,3147.48
1591767000000.0,4392.94
1591773900000.0,4628.9
1591779900000.0,2825.96
1591787100000.0,4912.01
1591796100000.0,3731.6
1591805100000.0,3673.32
1591812900000.0,3628.18
1591814400000.0,2219.97
1591815000000.0,4612.6
1591815300000.0,2469.49
1591816200000.0,2690.18
1591818900000.0,2808.3
1591822500000.0,4255.78
1591828800000.0,2231.98
1591834800000.0,1646.96
1591839600000.0,3607.85
1591842600000.0,1706.71
1591847100000.0,1036.17
1591854600000.0,1843.52
1591856400000.0,1897.1
1591858800000.0,3435.42
1591862700000.0,1239.8
1591868700000.0,3080.52
1591873200000.0,2306.69
1591878000000.0,2159.1
1591880400000.0,4825.2
1591881600000.0,3975.35
1591883100000.0,3001.03
1591884600000.0,4843.55
1591887300000.0,4719.21
1591888500000.0,2820.03
1591890000000.0,3233.4
1591891500000.0,2787.32
1591893600000.0,1255.59
1591894200000.0,3967.87
1591894500000.0,2528.21
1591894800000.0,1901.2
1591895100000.0,2185.53
1591896000000.0,1946.92
1591897200000.0,3460.58
1591898700000.0,1563.35
1591901400000.0,1569.01
1591904400000.0,1006.8
1591906800000.0,1202.12
1591909500000.0,1244.41
1591915200000.0,3925.2
1591919700000.0,2450.84
1591923300000.0,4243.59
1591932000000.0,3637.25
1591940100000.0,4991.15
1591946700000.0,2969.5
1591949100000.0,1219.59
1591952400000.0,1714.01
1591959300000.0,2085.24
1591962900000.0,3417.19
1591967100000.0,2127.34
1591970700000.0,1220.17
1591973700000.0,4081.49
1591975800000.0,1674.42
1591979100000.0,3189.29
1591983600000.0,4335.76
1591985100000.0,1753.49
1591988700000.0,4904.99
1591992000000.0,2949.18
1591997400000.0,1358.52
1592007600000.0,2825.75
1592020200000.0,4386.12
1592026500000.0,4900.91
1592035200000.0,2983.06
1592044200000.0,3923.15
1592051400000.0,4363.66
1592060400000.0,3322.25
1592072100000.0,1158.5
1592078100000.0,3244.79
1592080800000.0,4306.22
1592091300000.0,4973.23
1592104200000.0,3875.12
1592117400000.0,4957.59
1592122500000.0,1914.76
1592138100000.0,2713.38
1592143200000.0,1859.77
1592146200000.0,2978.2
1592149500000.0,2312.29
1592154000000.0,4141.74
1592165700000.0,3202.33
1592172000000.0,4808.22
1592173500000.0,4643.81
1592174400000.0,3913.05
1592179500000.0,1568.64
1592184300000.0,1714.07
1592186100000.0,4538.37
1592190000000.0,1357.14
1592192400000.0,1508.69
1592193900000.0,3015.69
1592197500000.0,2203.15
1592199600000.0,3039.36
1592200200000.0,1978.79
1592200800000.0,2760.55
1592202600000.0,1091.97
1592203200000.0,4497.95
1592204700000.0,2388.85
1592206500000.0,4157.94
1592208300000.0,1437.18
1592210700000.0,2578.44
1592215500000.0,3547.27
1592219400000.0,2596.61
1592225400000.0,3216.82
1592228400000.0,1257.61
1592229600000.0,3358.49
1592230500000.0,1500.18
1592233200000.0,2154.27
1592234700000.0,1171.12
1592236800000.0,1921.19
1592237400000.0,3520.01
1592238900000.0,4481.05
1592241900000.0,1277.6
1592244600000.0,4372.87
1592246100000.0,1093.35
1592248500000.0,4965.9
1592253000000.0,1244.78
1592255100000.0,4944.88
1592259000000.0,4436.3
1592264700000.0,3929.87
1592271000000.0,2482.02
1592276700000.0,2841.31
1592277000000.0,1865.34
1592278800000.0,3550.91
1592283300000.0,3428.28
1592289300000.0,1080.03
1592291100000.0,3352.34
1592296200000.0,4383.64
1592301000000.0,3114.4
1592307300000.0,2065.38
1592311500000.0,2786.08
1592313300000.0,4328.8
1592315700000.0,1044.96
1592318700000.0,4720.33
1592319900000.0,3221.98
1592323800000.0,3875.06
1592327700000.0,3527.7
1592334600000.0,2497.53
1592342700000.0,1249.95
1592351700000.0,4939.03
1592358900000.0,2252.95
1592363700000.0,4151.19
1592371500000.0,3689.33
1592376900000.0,2848.88
1592381400000.0,3050.07
1592391000000.0,2131.87
1592399400000.0,4765.18
1592400600000.0,2371.12
1592402700000.0,1656.47
1592404500000.0,1652.04
1592407200000.0,4853.36
1592410800000.0,3139.14
1592413500000.0,3299.88
1592418900000.0,2366.24
1592423700000.0,2654.81
1592424300000.0,1357.55
1592425200000.0,2932.72
1592428800000.0,2865.14
1592433600000.0,4723.82
1592438400000.0,4532.89
1592445300000.0,3600.19
1592456100000.0,1490.63
1592466000000.0,2356.46
1592473800000.0,3041.79
1592475000000.0,4503.26
1592482200000.0,3919.58
1592487900000.0,4603.39
1592494500000.0,2030.84
1592498400000.0,2822.99
1592508000000.0,1058.89
1592512800000.0,4633.98
1592514900000.0,4303.41
1592517000000.0,4137.91
1592523600000.0,3033.16
1592528400000.0,2895.57
1592532900000.0,2974.33
1592535900000.0,1031.3
1592538900000.0,2530.63
1592543100000.0,1053.61
1592550900000.0,3572.38
1592555100000.0,4062.54
1592558100000.0,1368.8
1592558400000.0,4554.66
1592561400000.0,3549.96
1592567400000.0,4448.97
1592570700000.0,4078.96
1592576700000.0,1873.91
1592583300000.0,4582.38
1592586000000.0,2445.47
1592590500000.0,3102.8
1592593500000.0,2355.77
1592598000000.0,4201.23
1592604900000.0,4199.11
1592611200000.0,2248.39
1592619900000.0,1507.31
1592629200000.0,2603.25
1592641500000.0,1756.46
1592647500000.0,2454.56
1592652000000.0,2894.05
1592652600000.0,4391.79
1592656800000.0,1542.26
1592665500000.0,4835.58
1592669100000.0,4527.69
1592679000000.0,3800.92
1592686200000.0,4955.84
1592691600000.0,3308.08
1592697000000.0,4057.75
1592704800000.0,2744.98
1592712000000.0,1299.85
1592720400000.0,2198.13
1592731500000.0,4005.15
1592740800000.0,1464.22
1592754000000.0,4937.44
1592760600000.0,1947.26
1592766300000.0,2453.3
1592776500000.0,2332.77
1592782800000.0,1146.17
1592789700000.0,4517.09
1592791800000.0,1857.51
1592799600000.0,3023.19
1592802600000.0,3010.83
1592807400000.0,2339.89
1592815200000.0,1721.95
1592823900000.0,4232.97
1592827200000.0,1429.19
1592830200000.0,4098.97
1592833200000.0,3556.14
1592840400000.0,1370.6
1592842500000.0,2754.83
1592844000000.0,2966.63
1592845200000.0,3299.47
1592847300000.0,4504.01
1592852100000.0,3292.65
1592856900000.0,1910.13
1592859600000.0,2297.41
1592860200000.0,3248.5
1592860500000.0,2033.21
1592862000000.0,2457.08
1592865300000.0,2332.41
1592870400000.0,3035.84
1592874300000.0,2478.65
1592876700000.0,3818.83
1592882700000.0,2889.12
1592892000000.0,2006.47
1592899800000.0,3734.69
1592901900000.0,3476.03
1592906700000.0,4129.55
1592912400000.0,1663.31
1592917200000.0,3766.6
1592922300000.0,1792.48
1592927400000.0,1910.51
1592931600000.0,2271.89
1592940000000.0,1202.38
1592947200000.0,1044.66
1592955600000.0,4175.34
1592965800000.0,1951.08
1592976900000.0,2164.56
1592983800000.0,1877.99
1592984700000.0,4978.04
1592985600000.0,1154.52
1592987100000.0,4398.02
1592991300000.0,3354.86
1592995200000.0,2454.47
1592996400000.0,4289.51
1592998800000.0,4826.74
1593000300000.0,1349.19
1593003600000.0,4534.85
1593006900000.0,1044.97
1593009000000.0,4872.17
1593010800000.0,1475.7
1593012000000.0,3666.59
1593013500000.0,3765.25
1593014400000.0,3031.67
1593016500000.0,4476.89
1593020400000.0,3133.06
1593026400000.0,2049.58
