timestamp,btc_taker_buy_sell_ratio
1617841500000.0,1.0266
1617842700000.0,1.0076
1617843900000.0,1.0539
1617845100000.0,1.0314
1617846600000.0,0.9744
1617847800000.0,1.0081
1617850200000.0,1.0656
1617851700000.0,1.1514
1617853200000.0,1.02
1617855000000.0,1.0545
1617856500000.0,1.0944
1617857100000.0,0.9829
1617858000000.0,0.9986
1617859500000.0,0.9652
1617861000000.0,0.9724
1617862200000.0,1.0861
1617862800000.0,0.9658
1617864000000.0,1.0158
1617865500000.0,0.9891
1617867000000.0,1.0419
1617868800000.0,0.8873
1617870300000.0,0.9109
1617871500000.0,1.0664
1617872700000.0,0.9316
1617873900000.0,0.9863
1617875400000.0,0.9484
1617876300000.0,1.0096
1617877200000.0,1.0316
1617878100000.0,0.9786
1617879300000.0,1.0608
1617880800000.0,0.9415
1617882000000.0,1.012
1617882900000.0,0.975
1617884100000.0,1.0499
1617885000000.0,0.9409
1617885300000.0,0.9147
1617885900000.0,1.1487
1617886200000.0,1.0619
1617886500000.0,0.9714
1617887100000.0,0.9972
1617888000000.0,1.095
1617888900000.0,1.0836
1617889200000.0,1.0303
1617889800000.0,1.0708
1617890700000.0,0.9847
1617891600000.0,0.9366
1617891900000.0,1.0356
1617892500000.0,1.0245
1617893700000.0,0.984
1617894900000.0,0.9447
1617895800000.0,0.9891
1617896700000.0,1.0229
1617897900000.0,0.9082
1617898800000.0,1.0218
1617900000000.0,0.935
1617901200000.0,1.0474
1617903000000.0,1.01
1617904200000.0,1.0242
1617906000000.0,1.0766
1617906900000.0,1.0163
1617907800000.0,1.0509
1617909300000.0,1.0595
1617910800000.0,0.9899
1617912300000.0,0.9304
1617914400000.0,1.0333
1617916200000.0,1.0818
1617918600000.0,1.0076
1617920400000.0,1.0169
1617921300000.0,1.0124
1617923100000.0,1.0125
1617925200000.0,0.9858
1617926700000.0,0.9944
1617927600000.0,1.0866
1617928500000.0,1.077
1617930300000.0,1.1105
1617931500000.0,0.9627
1617933300000.0,0.9645
1617934500000.0,1.0576
1617936600000.0,1.043
1617937500000.0,0.999
1617939900000.0,0.9942
1617942000000.0,0.8965
1617944400000.0,0.9413
1617945900000.0,0.9748
1617948000000.0,1.0206
1617949500000.0,0.9521
1617951300000.0,0.9836
1617951900000.0,1.1008
1617953400000.0,1.0455
1617954900000.0,1.0429
1617956100000.0,0.8925
1617957600000.0,0.9765
1617958500000.0,1.0164
1617960300000.0,1.0643
1617962700000.0,1.0305
1617963300000.0,0.9344
1617963600000.0,1.0128
1617964200000.0,0.9515
1617965100000.0,1.0953
1617966000000.0,0.977
1617966300000.0,1.048
1617967500000.0,0.9866
1617968100000.0,1.0046
1617969000000.0,0.9056
1617969600000.0,1.0563
1617970200000.0,0.9377
1617971400000.0,0.9125
1617972300000.0,0.9257
1617973500000.0,1.0039
1617975300000.0,1.0219
1617976200000.0,1.0181
1617976800000.0,1.0185
1617977700000.0,1.0239
1617978600000.0,0.9515
1617978900000.0,1.0447
1617979800000.0,0.9025
1617981300000.0,0.9807
1617982500000.0,1.0565
1617983700000.0,0.9438
1617984600000.0,0.9272
1617984900000.0,1.0018
1617985800000.0,0.9469
1617987000000.0,1.0095
1617988800000.0,1.0861
1617990000000.0,0.9567
1617991200000.0,1.0042
1617992700000.0,0.9215
1617994500000.0,1.0321
1617996000000.0,0.9285
1617997800000.0,1.0229
1617999000000.0,0.9508
1618000500000.0,1.098
1618002900000.0,0.9627
1618005900000.0,1.1476
1618007700000.0,1.0251
1618009200000.0,0.8516
1618010100000.0,0.9863
1618011900000.0,1.0402
1618013700000.0,0.949
1618015200000.0,1.058
1618017000000.0,1.0442
1618018500000.0,1.0316
1618019700000.0,1.021
1618020600000.0,1.036
1618022100000.0,1.0243
1618023600000.0,1.102
1618023900000.0,0.9633
1618024200000.0,1.0196
1618024800000.0,0.8669
1618026000000.0,0.9771
1618026900000.0,1.0465
1618027500000.0,1.0142
1618027800000.0,1.0054
1618028100000.0,1.0315
1618028400000.0,1.0902
1618028700000.0,1.0097
1618029000000.0,1.0138
1618029300000.0,1.0457
1618029600000.0,0.9649
1618029900000.0,0.9866
1618030200000.0,1.0683
1618030800000.0,0.8517
1618031100000.0,1.2117
1618031400000.0,1.0339
1618032000000.0,0.95
1618032600000.0,1.0315
1618032900000.0,1.0963
1618033500000.0,0.9728
1618034400000.0,0.9426
1618035000000.0,0.8981
1618035900000.0,1.1
1618036800000.0,1.0361
1618038000000.0,1.0322
1618038600000.0,0.9403
1618039200000.0,0.9708
1618040100000.0,1.0238
1618041000000.0,1.0507
1618041900000.0,0.9863
1618042500000.0,0.9447
1618043700000.0,0.9271
1618044600000.0,1.0385
1618045800000.0,1.0338
1618047300000.0,0.9797
1618048500000.0,1.0609
1618050300000.0,1.0167
1618050900000.0,1.0722
1618051800000.0,0.9935
1618053300000.0,0.9225
1618055400000.0,1.0091
1618056300000.0,0.8916
1618057200000.0,1.0124
1618058100000.0,1.0111
1618058700000.0,1.0306
1618059300000.0,0.9281
1618059600000.0,0.9059
1618060200000.0,0.9487
1618061100000.0,0.9229
1618062000000.0,1.1075
1618062900000.0,1.0363
1618063500000.0,0.9931
1618065000000.0,0.965
1618066500000.0,0.9715
1618067700000.0,1.0541
1618068600000.0,0.9778
1618069800000.0,1.0787
1618070700000.0,1.0019
1618071600000.0,1.0259
1618072200000.0,1.092
1618073400000.0,1.0721
1618074900000.0,1.0238
1618075500000.0,0.9615
1618077300000.0,0.9752
1618078200000.0,1.002
1618078800000.0,0.9974
1618080000000.0,1.0661
1618081500000.0,0.9795
1618082400000.0,0.9895
1618084500000.0,0.9011
1618085100000.0,0.993
1618086000000.0,0.9857
1618086300000.0,1.0101
1618087200000.0,0.8908
1618087800000.0,0.8597
1618088100000.0,0.9483
1618088400000.0,1.1048
1618088700000.0,1.0878
1618089300000.0,1.0395
1618090200000.0,1.014
1618091100000.0,1.0389
1618092300000.0,0.9374
1618093200000.0,1.0763
1618095000000.0,0.9939
1618096200000.0,1.0479
1618097700000.0,1.0954
1618098600000.0,1.0545
1618099500000.0,1.1007
1618100100000.0,0.9931
1618100700000.0,1.0447
1618101600000.0,0.9602
1618102800000.0,1.0279
1618104000000.0,1.0366
1618105500000.0,1.0728
1618106400000.0,0.9264
1618107600000.0,1.0149
1618109700000.0,1.0044
1618110600000.0,0.9679
1618111800000.0,0.979
1618113600000.0,0.9525
1618114500000.0,0.9698
1618115700000.0,0.8489
1618116300000.0,1.0098
1618116900000.0,1.0197
1618118100000.0,0.9751
1618119000000.0,1.0382
1618119600000.0,0.9486
1618120500000.0,0.9808
1618121400000.0,1.0541
1618122000000.0,0.9869
1618123200000.0,1.0634
1618123800000.0,0.9744
1618125000000.0,0.958
1618125900000.0,1.0278
1618127400000.0,0.9672
1618128600000.0,1.064
1618129500000.0,0.8956
1618130700000.0,0.9986
1618132200000.0,0.9828
1618133100000.0,0.9347
1618134000000.0,1.0268
1618135500000.0,1.0191
1618136700000.0,0.9653
1618138200000.0,0.9622
1618139400000.0,0.9439
1618140300000.0,1.0609
1618142100000.0,1.001
1618143300000.0,0.9193
1618144200000.0,1.115
1618145700000.0,0.9675
1618147200000.0,0.9513
1618148100000.0,0.9859
1618149000000.0,1.0084
1618149900000.0,0.9157
1618150800000.0,1.0756
1618152000000.0,1.0528
1618153500000.0,1.0182
1618155000000.0,1.0606
1618156500000.0,0.9803
1618157400000.0,1.0125
1618158900000.0,0.9723
1618160700000.0,0.9984
1618161900000.0,0.9076
1618162500000.0,0.9627
1618163400000.0,1.0528
1618165200000.0,0.9109
1618166400000.0,0.9964
1618168500000.0,1.0536
1618169100000.0,0.985
1618169400000.0,1.018
1618170000000.0,1.0325
1618170900000.0,1.0415
1618172700000.0,0.9327
1618174200000.0,1.0198
1618176000000.0,0.9773
1618178100000.0,0.975
1618179900000.0,1.0479
1618180500000.0,0.9476
1618181700000.0,0.9832
1618182900000.0,0.9813
1618183800000.0,0.972
1618185000000.0,1.1185
1618185900000.0,0.9889
1618186500000.0,1.0289
1618187100000.0,1.0004
1618188300000.0,0.9761
1618190100000.0,1.0245
1618191000000.0,0.9426
1618192800000.0,1.014
1618194900000.0,0.9829
1618196100000.0,1.0816
1618198200000.0,1.0766
1618199100000.0,1.039
1618199700000.0,1.0107
1618200300000.0,1.1004
1618200900000.0,0.969
1618201500000.0,0.9728
1618202400000.0,0.9498
1618203300000.0,0.9412
1618204200000.0,1.0116
1618205100000.0,0.9604
1618206900000.0,1.0197
1618208400000.0,0.9794
1618209300000.0,0.9971
1618210200000.0,0.9657
1618210800000.0,0.9533
1618211100000.0,0.9688
1618211700000.0,1.0072
1618212300000.0,1.0278
1618212600000.0,0.948
1618212900000.0,0.9879
1618213500000.0,1.0663
1618213800000.0,0.9921
1618214400000.0,1.0161
1618214700000.0,1.0083
1618215600000.0,0.9331
1618216800000.0,1.0331
1618217700000.0,1.029
1618218900000.0,0.9431
1618220400000.0,0.9393
1618220700000.0,0.9846
1618221000000.0,0.899
1618221600000.0,1.0207
1618222200000.0,0.9874
1618222800000.0,1.0598
1618223700000.0,0.9751
1618224000000.0,0.8459
1618224300000.0,1.0141
1618224900000.0,0.9758
1618225800000.0,0.9849
1618226400000.0,1.0479
1618227600000.0,0.9752
1618228500000.0,0.9767
1618229100000.0,0.9895
1618229700000.0,1.0113
1618230900000.0,1.0198
1618231800000.0,0.9456
1618233000000.0,0.949
1618233900000.0,0.9961
1618235100000.0,0.9995
1618236300000.0,0.9585
1618236900000.0,1.0044
1618237800000.0,0.9801
1618238700000.0,1.0051
1618239600000.0,1.0365
1618240200000.0,0.9626
1618240500000.0,0.995
1618241100000.0,0.9336
1618242000000.0,1.0079
1618242600000.0,0.9958
1618243500000.0,1.0478
1618244400000.0,1.0136
1618245300000.0,0.9722
1618246800000.0,1.0004
1618247400000.0,0.9919
1618248600000.0,0.938
1618250400000.0,1.093
1618251900000.0,1.0607
1618254000000.0,1.02
1618255800000.0,1.0022
1618257900000.0,1.0043
1618259400000.0,0.8558
1618261200000.0,1.0136
1618262700000.0,0.9701
1618263600000.0,0.9365
1618265400000.0,1.0542
1618267800000.0,1.0123
1618269900000.0,0.9885
1618271700000.0,0.9573
1618272600000.0,1.1807
1618272900000.0,1.0723
1618273800000.0,0.9681
1618274700000.0,0.9447
1618276200000.0,0.9745
1618277400000.0,0.9636
1618278300000.0,1.0133
1618278900000.0,0.9143
1618279500000.0,0.9681
1618280400000.0,1.0406
1618281600000.0,1.0134
1618282200000.0,0.9927
1618283100000.0,1.013
1618283700000.0,1.0886
1618284300000.0,1.0365
1618284900000.0,0.952
1618286100000.0,1.0062
1618287300000.0,1.0199
1618288500000.0,0.9196
1618289400000.0,0.9984
1618290900000.0,1.0971
1618292100000.0,1.0826
1618293300000.0,1.0495
1618294500000.0,0.9917
1618295400000.0,1.0241
1618295700000.0,0.9336
1618296000000.0,0.9783
1618296300000.0,0.994
1618296600000.0,0.9941
1618297200000.0,0.9689
1618297800000.0,0.9172
1618298400000.0,0.937
1618299300000.0,0.9893
1618300200000.0,0.9194
1618300800000.0,1.0366
1618301100000.0,1.0791
1618301700000.0,1.1342
1618302000000.0,1.0071
1618302300000.0,0.896
1618302600000.0,1.0574
1618302900000.0,1.0618
1618303200000.0,0.9553
1618303500000.0,1.0252
1618303800000.0,1.0449
1618304100000.0,1.0156
1618304700000.0,1.0485
1618305300000.0,1.0345
1618305900000.0,0.9968
1618306500000.0,1.0474
1618307100000.0,1.06
1618307400000.0,0.9993
1618307700000.0,0.9833
1618308000000.0,1.0252
1618308600000.0,0.9229
1618309200000.0,0.9952
1618309800000.0,0.8892
1618310400000.0,0.9843
1618311300000.0,0.9955
1618312200000.0,0.9823
1618313100000.0,0.9273
1618313700000.0,1.109
1618314300000.0,0.9889
1618314900000.0,0.9883
1618315800000.0,0.939
1618316400000.0,0.9735
1618317000000.0,0.9922
1618317900000.0,1.0123
1618318800000.0,0.9462
1618319700000.0,1.0139
1618320600000.0,1.0398
1618321200000.0,1.1222
1618322400000.0,0.9728
1618323600000.0,0.9924
1618324800000.0,0.9711
1618326000000.0,0.973
1618326900000.0,0.9903
1618327800000.0,0.9886
1618328400000.0,1.0295
1618328700000.0,0.9144
1618329000000.0,1.0413
1618329600000.0,1.0606
1618329900000.0,1.0165
1618330200000.0,1.0657
1618330800000.0,0.9764
1618331700000.0,0.9135
1618332600000.0,0.9172
1618333500000.0,1.1071
1618334700000.0,0.8884
1618335900000.0,1.0518
1618337100000.0,0.9902
1618338000000.0,0.925
1618339200000.0,0.987
1618339800000.0,0.954
1618340100000.0,0.9425
1618340400000.0,1.0112
1618341000000.0,0.9623
1618341900000.0,0.9799
1618342500000.0,0.961
1618343700000.0,0.9514
1618344900000.0,1.058
1618346100000.0,0.9634
1618347300000.0,0.967
1618349100000.0,1.0489
1618350300000.0,0.9586
1618351500000.0,1.0344
1618352400000.0,0.9235
1618353900000.0,1.0565
1618355100000.0,1.0577
1618356900000.0,1.0016
1618357800000.0,0.9975
1618358400000.0,1.0306
1618358700000.0,0.8736
1618359000000.0,0.9658
1618359600000.0,1.0367
1618361100000.0,0.9477
1618362600000.0,1.0345
1618363800000.0,0.9948
1618365300000.0,0.9785
1618366800000.0,0.992
1618368600000.0,1.1712
1618370100000.0,1.0467
1618371000000.0,0.9864
1618371600000.0,0.9522
1618372200000.0,0.9662
1618372500000.0,1.0044
1618373100000.0,1.0603
1618374000000.0,1.0868
1618375200000.0,1.1035
1618375500000.0,1.0847
1618376100000.0,1.0833
1618376400000.0,1.0744
1618376700000.0,1.0258
1618377300000.0,1.0031
1618377600000.0,0.9439
1618378200000.0,0.9708
1618378800000.0,1.0113
1618379700000.0,1.0089
1618380300000.0,1.143
1618380900000.0,0.9218
1618381200000.0,1.0855
1618381800000.0,1.0508
1618382700000.0,1.0362
1618383600000.0,1.0433
1618384500000.0,0.9775
1618385700000.0,0.9975
1618386600000.0,0.9896
1618387500000.0,1.061
1618388400000.0,1.047
1618389600000.0,0.9418
1618390200000.0,0.9777
1618390500000.0,1.0925
1618390800000.0,0.9153
1618391400000.0,0.909
1618392000000.0,0.9942
1618392300000.0,1.0538
1618392600000.0,1.0234
1618392900000.0,1.0474
1618393500000.0,0.9124
1618394100000.0,1.0477
1618394700000.0,1.0489
1618395600000.0,0.8752
1618396200000.0,1.0872
1618397100000.0,0.9687
1618398000000.0,1.0573
1618398300000.0,0.9974
1618398900000.0,0.9979
1618399800000.0,0.9365
1618400400000.0,0.9201
1618400700000.0,0.9616
1618401300000.0,0.9649
1618401900000.0,1.0377
1618402500000.0,0.9931
1618402800000.0,0.9702
1618403400000.0,0.9503
1618404300000.0,0.8723
1618404900000.0,0.9291
1618405500000.0,1.043
1618405800000.0,1.0162
1618406400000.0,0.9062
1618407000000.0,0.9716
1618407300000.0,0.9856
1618407900000.0,0.9336
1618408500000.0,0.9866
1618409100000.0,0.9239
1618409400000.0,0.8856
1618409700000.0,0.997
1618410000000.0,0.8836
1618410300000.0,1.024
1618410600000.0,1.1872
1618410900000.0,0.9906
1618411500000.0,1.0052
1618412100000.0,0.9671
1618412700000.0,1.0956
1618413300000.0,0.977
1618413900000.0,1.0101
1618414200000.0,0.9514
1618414500000.0,0.902
1618414800000.0,1.0606
1618415100000.0,1.0126
1618415700000.0,1.001
1618416300000.0,0.9615
1618416900000.0,1.032
1618417500000.0,1.0221
1618418100000.0,0.9734
1618418700000.0,1.0918
1618419000000.0,0.9459
1618419600000.0,0.956
1618420800000.0,0.981
1618421400000.0,0.909
1618421700000.0,0.8878
1618422000000.0,0.9682
1618422300000.0,1.0141
1618422600000.0,0.8657
1618423200000.0,1.042
1618423500000.0,1.0539
1618423800000.0,1.0278
1618424100000.0,1.0178
1618424700000.0,1.0149
1618425000000.0,0.9779
1618425300000.0,1.0195
1618425900000.0,0.9828
1618426800000.0,1.0335
1618427100000.0,1.0097
1618427700000.0,0.9399
1618428300000.0,0.9529
1618428600000.0,1.0175
1618428900000.0,1.1074
1618429200000.0,0.9152
1618429500000.0,1.0292
1618430100000.0,0.8831
1618430700000.0,0.98
1618431300000.0,1.0305
1618432200000.0,0.9772
1618433400000.0,1.0478
1618434300000.0,0.949
1618435200000.0,1.0374
1618436400000.0,0.9885
1618437300000.0,1.0423
1618438500000.0,1.0736
1618439700000.0,0.9819
1618440600000.0,0.9899
1618442100000.0,1.0301
1618443600000.0,1.1697
1618444800000.0,0.9907
1618445100000.0,0.9696
1618445700000.0,0.9404
1618446900000.0,1.0107
1618447800000.0,0.9082
1618448700000.0,1.001
1618449600000.0,1.1426
1618450800000.0,0.9142
1618451700000.0,1.0483
1618452300000.0,0.882
1618453200000.0,1.033
1618453800000.0,1.0993
1618454700000.0,1.0497
1618455300000.0,0.9942
1618456200000.0,0.9675
1618457100000.0,0.9386
1618457700000.0,1.106
1618458900000.0,1.0747
1618460100000.0,0.9942
1618460700000.0,0.9128
1618461600000.0,0.9623
1618462500000.0,1.0297
1618463700000.0,0.9816
1618464600000.0,1.1269
1618466100000.0,1.0146
1618466700000.0,0.9151
1618468200000.0,0.9844
1618469100000.0,1.0142
1618469700000.0,1.0733
1618470600000.0,0.8924
1618471800000.0,1.0338
1618473000000.0,0.9751
1618473900000.0,1.06
1618474800000.0,0.913
1618475400000.0,1.0372
1618476600000.0,0.9276
1618477200000.0,0.9051
1618478400000.0,0.9376
1618479600000.0,1.0128
1618480500000.0,0.9956
1618481700000.0,1.0511
1618482300000.0,1.0768
1618482900000.0,0.96
1618483800000.0,0.9745
1618484400000.0,1.0135
1618485000000.0,1.1067
1618485600000.0,1.009
1618486800000.0,0.9885
1618488000000.0,1.1533
1618488900000.0,0.9834
1618490100000.0,1.042
1618491300000.0,1.0273
1618492200000.0,1.0362
1618493100000.0,0.968
1618494000000.0,0.8939
1618494600000.0,0.9779
1618495800000.0,0.935
1618497000000.0,0.958
1618498200000.0,1.0298
1618499100000.0,1.0266
1618500000000.0,1.0156
1618500600000.0,1.0258
1618501800000.0,1.0267
1618502700000.0,1.0747
1618503300000.0,0.994
1618504200000.0,1.0142
1618505100000.0,1.0407
1618506300000.0,0.9359
1618507200000.0,0.9833
1618508400000.0,1.0152
1618509300000.0,0.9405
1618511400000.0,0.8934
1618512300000.0,0.9706
1618513800000.0,1.0119
1618514700000.0,0.9685
1618515300000.0,1.0563
1618515900000.0,1.0866
1618516200000.0,1.0985
1618516500000.0,0.9726
1618517100000.0,0.9139
1618517700000.0,0.981
1618518300000.0,0.8951
1618519200000.0,0.9664
1618520700000.0,0.9408
1618522200000.0,0.9529
1618523100000.0,0.9831
1618524000000.0,0.9824
1618524900000.0,0.9577
1618525800000.0,0.9989
1618527300000.0,0.9944
1618528500000.0,0.897
1618529100000.0,1.0756
1618530600000.0,1.0042
1618531500000.0,0.978
1618532400000.0,0.9679
1618533300000.0,1.0904
1618534500000.0,0.9957
1618535700000.0,0.8972
1618536900000.0,0.9759
1618537200000.0,1.0046
1618537800000.0,1.1076
1618538700000.0,1.095
1618540200000.0,1.1252
1618541700000.0,0.9636
1618542600000.0,0.9985
1618543500000.0,0.8978
1618544700000.0,1.0327
1618545900000.0,0.9543
1618546500000.0,0.9294
1618547700000.0,1.0263
1618548000000.0,1.0442
1618548300000.0,0.9697
1618548900000.0,0.9477
1618549200000.0,1.0365
1618549500000.0,1.0247
1618550100000.0,1.1383
1618550700000.0,0.8539
1618551300000.0,0.9871
1618551600000.0,0.9998
1618552500000.0,0.9307
1618553100000.0,1.0479
1618553400000.0,0.976
1618554000000.0,0.9887
1618554300000.0,0.9923
1618554600000.0,0.9692
1618555200000.0,0.9531
1618555800000.0,1.0158
1618556400000.0,0.9301
1618557000000.0,0.895
1618557600000.0,1.041
1618558200000.0,1.0541
1618558800000.0,1.0149
1618559700000.0,0.9973
1618560300000.0,1.0898
1618560900000.0,1.006
1618561800000.0,0.8964
1618562400000.0,0.9791
1618563300000.0,1.0469
1618563900000.0,0.903
1618564200000.0,1.0026
1618564500000.0,1.0029
1618564800000.0,0.9381
1618565400000.0,0.9455
1618565700000.0,1.0778
1618566000000.0,0.9661
1618566600000.0,0.9158
1618567200000.0,1.0679
1618567800000.0,0.9878
1618568100000.0,1.0206
1618569000000.0,0.8634
1618569600000.0,1.0386
1618569900000.0,1.0029
1618570500000.0,1.0446
1618571100000.0,0.945
1618572000000.0,1.0378
1618572300000.0,1.1008
1618572600000.0,0.9896
1618573200000.0,1.1005
1618574100000.0,0.9373
1618574700000.0,1.0219
1618575600000.0,1.1218
1618576500000.0,1.0568
1618577400000.0,0.9711
1618578300000.0,1.0795
1618578900000.0,1.0833
1618579800000.0,1.0023
1618580400000.0,1.0355
1618581000000.0,0.9864
1618581300000.0,0.9912
1618581600000.0,1.0362
1618582200000.0,1.059
1618582800000.0,1.025
1618583100000.0,1.1098
1618583400000.0,1.006
1618584000000.0,1.0339
1618584900000.0,0.9584
1618585500000.0,1.0511
1618586400000.0,1.0573
1618587300000.0,1.0241
1618588500000.0,0.9861
1618589100000.0,1.0129
1618590000000.0,1.0392
1618590600000.0,1.144
1618591800000.0,1.0328
1618592700000.0,1.0014
1618593900000.0,0.9227
1618595100000.0,0.9907
1618596300000.0,1.0285
1618597200000.0,1.0756
1618598100000.0,1.096
1618599300000.0,1.0054
1618599900000.0,1.136
1618601100000.0,1.0527
1618602600000.0,0.9521
1618603800000.0,1.0139
1618605300000.0,0.9359
1618606500000.0,0.9902
1618608000000.0,0.9651
1618609500000.0,1.0437
1618611300000.0,1.0991
1618612800000.0,0.9933
1618614300000.0,1.021
1618616100000.0,0.9743
1618617600000.0,1.0184
1618618500000.0,0.9149
1618619100000.0,1.0308
1618620000000.0,0.951
1618621500000.0,1.0525
1618622700000.0,1.1152
1618623600000.0,0.9873
1618624800000.0,1.0322
1618625700000.0,1.0489
1618626600000.0,0.9656
1618627800000.0,0.9729
1618629000000.0,1.0391
1618630500000.0,1.1271
1618631400000.0,1.0527
1618632600000.0,1.0126
1618633800000.0,0.902
1618635300000.0,1.068
1618637100000.0,1.0661
1618638900000.0,0.8931
1618640100000.0,1.0257
1618641900000.0,1.0508
1618643400000.0,0.9443
1618644600000.0,1.0172
1618645800000.0,1.0832
1618646700000.0,0.9063
1618648200000.0,1.0455
1618650000000.0,0.9474
1618650900000.0,0.9482
1618651500000.0,0.959
1618651800000.0,1.0201
1618652700000.0,0.9876
1618653300000.0,1.0509
1618654200000.0,1.1218
1618654800000.0,1.0668
1618655700000.0,0.9285
1618656900000.0,0.9507
1618657500000.0,1.0915
1618658400000.0,0.9379
1618659000000.0,0.9074
1618659300000.0,1.0023
1618659600000.0,1.0168
1618659900000.0,1.0202
1618660500000.0,0.8774
1618661100000.0,1.0827
1618661700000.0,1.0184
1618662300000.0,0.9442
1618662900000.0,0.961
1618663500000.0,0.9465
1618664400000.0,0.903
1618665300000.0,0.9132
1618665900000.0,1.0373
1618666500000.0,0.959
1618667100000.0,1.0059
1618668000000.0,0.9732
1618668300000.0,0.9501
1618669200000.0,0.8856
1618670100000.0,0.8898
1618671000000.0,0.9704
1618671900000.0,0.9162
1618672800000.0,1.0373
1618673400000.0,0.9272
1618674000000.0,0.985
1618674300000.0,1.0516
1618674900000.0,1.0016
1618675500000.0,1.1064
1618675800000.0,1.0614
1618676400000.0,0.988
1618677600000.0,0.9848
1618678500000.0,1.1012
1618679400000.0,1.043
1618681200000.0,0.9358
1618682100000.0,0.9435
1618682400000.0,1.0003
1618682700000.0,0.9782
1618683000000.0,1.0349
1618683600000.0,1.0463
1618684500000.0,0.956
1618685100000.0,0.9763
1618686300000.0,0.9356
1618686900000.0,0.9072
1618687800000.0,1.04
1618689600000.0,0.9697
1618691100000.0,1.018
1618692600000.0,1.0931
1618695000000.0,0.9899
1618696500000.0,0.9852
1618698300000.0,0.9366
1618699500000.0,1.1316
1618700700000.0,0.8724
1618701900000.0,0.9733
1618702800000.0,0.959
1618703700000.0,1.0549
1618704300000.0,1.0508
1618704900000.0,0.9428
1618705500000.0,0.9736
1618705800000.0,1.066
1618706100000.0,0.9915
1618706700000.0,0.9852
1618707300000.0,0.9902
1618707900000.0,1.0142
1618708500000.0,0.9819
1618708800000.0,0.9759
1618709100000.0,1.0258
1618709700000.0,1.0029
1618710300000.0,0.9271
1618710900000.0,0.8822
1618711500000.0,0.9882
1618712100000.0,0.9021
1618712400000.0,0.9794
1618712700000.0,1.0333
1618713300000.0,0.978
1618713900000.0,1.018
1618714500000.0,0.9826
1618714800000.0,0.9736
1618715400000.0,1.0109
1618715700000.0,0.8886
1618716000000.0,0.8173
1618716300000.0,1.0181
1618716600000.0,0.3236
1618716900000.0,1.2493
1618717200000.0,0.9955
1618717500000.0,0.8266
1618717800000.0,1.1921
1618718100000.0,0.9542
1618718400000.0,0.8807
1618718700000.0,1.125
1618719000000.0,1.0111
1618719300000.0,1.1232
1618719600000.0,1.0003
1618719900000.0,1.0124
1618720200000.0,1.0579
1618720500000.0,0.911
1618720800000.0,0.9704
1618721100000.0,1.0181
1618721400000.0,0.8674
1618721700000.0,1.0641
1618722000000.0,1.1557
1618722300000.0,1.0054
1618722600000.0,0.986
1618722900000.0,0.9136
1618723200000.0,0.8873
1618723500000.0,1.0299
1618723800000.0,0.9377
1618724400000.0,1.0705
1618725000000.0,1.0017
1618725600000.0,1.0378
1618725900000.0,1.0594
1618726200000.0,1.1023
1618726800000.0,0.9225
1618727400000.0,1.0622
1618727700000.0,0.9026
1618728000000.0,1.0101
1618728300000.0,1.0279
1618728900000.0,1.1037
1618729500000.0,1.0389
1618730100000.0,1.0302
1618730700000.0,0.9523
1618731300000.0,1.0512
1618731900000.0,0.9999
1618732500000.0,0.9311
1618733100000.0,0.9974
1618733400000.0,0.9922
1618733700000.0,0.9524
1618734000000.0,1.0157
1618734600000.0,0.9894
1618735200000.0,0.908
1618735800000.0,1.0089
1618736100000.0,0.8967
1618736400000.0,0.9195
1618736700000.0,1.0476
1618737000000.0,1.101
1618737300000.0,1.0936
1618737600000.0,0.9849
1618737900000.0,0.9689
1618738200000.0,1.0259
1618738500000.0,1.0192
1618738800000.0,1.0285
1618739100000.0,1.0075
1618739400000.0,1.0143
1618739700000.0,1.0109
1618740000000.0,1.0948
1618740600000.0,0.9311
1618741200000.0,0.8893
1618741500000.0,1.0352
1618742100000.0,1.0516
1618743000000.0,0.9871
1618743600000.0,1.0395
1618744200000.0,1.0059
1618745100000.0,0.9592
1618745700000.0,0.9378
1618746000000.0,0.9881
1618746300000.0,0.9664
1618746600000.0,0.9993
1618746900000.0,0.9588
1618747200000.0,1.1016
1618747500000.0,0.9954
1618747800000.0,0.9149
1618748400000.0,1.1046
1618748700000.0,1.0653
1618749000000.0,1.0456
1618749300000.0,1.0297
1618749600000.0,1.059
1618749900000.0,1.0477
1618750500000.0,1.0013
1618751100000.0,1.0064
1618751700000.0,1.0463
1618752300000.0,1.0845
1618752900000.0,0.9324
1618753500000.0,1.0563
1618754100000.0,1.0032
1618754700000.0,0.922
1618755600000.0,1.0902
1618756200000.0,1.0893
1618756800000.0,0.8987
1618757700000.0,1.0244
1618758300000.0,0.9916
1618759200000.0,0.9235
1618760400000.0,1.0206
1618761000000.0,1.0826
1618761600000.0,0.9677
1618761900000.0,1.0067
1618762500000.0,1.1017
1618763100000.0,0.9229
1618763700000.0,0.9193
1618764600000.0,0.9977
1618765200000.0,0.9343
1618766100000.0,0.9581
1618766700000.0,0.9561
1618767900000.0,0.9822
1618768500000.0,1.0424
1618769400000.0,0.9874
1618770600000.0,0.9876
1618771500000.0,1.1164
1618772100000.0,0.9467
1618773000000.0,1.0229
1618773900000.0,1.0461
1618775100000.0,0.9616
1618776300000.0,1.0303
1618776900000.0,0.9563
1618778100000.0,1.0164
1618779300000.0,1.0016
1618780800000.0,0.9512
