timestamp,btc_exchange_reserve_usd
1599912900000.0,24704165345.03
1599918900000.0,24877278311.97
1599924000000.0,24949713007.17
1599933900000.0,25120287173.84
1599936000000.0,25089562860.09
1599941100000.0,25021058754.88
1599951900000.0,25018759713.73
1599964500000.0,25332689122.4
1599968700000.0,25257174393.1
1599972300000.0,25326774405.06
1599984900000.0,25182437516.16
1599990900000.0,25087293408.47
1599994200000.0,24903326117.29
1599996900000.0,24802770293.95
1599998700000.0,24717690412.04
1600002300000.0,24794852135.84
1600008600000.0,24661629591.19
1600013400000.0,24593508947.11
1600016100000.0,24644091715.52
1600019400000.0,24720616620.52
1600026300000.0,24713121713.11
1600036200000.0,24594613995.16
1600044600000.0,24812267384.23
1600052100000.0,24772733090.71
1600061700000.0,24938174859.33
1600070400000.0,24882413838.52
1600073400000.0,24929895375.31
1600077900000.0,25078738140.89
1600083000000.0,25107908499.11
1600085700000.0,25366404140.36
1600089300000.0,25474656011.29
1600090500000.0,25458052030.52
1600091700000.0,25533310887.75
1600093200000.0,25481338027.72
1600095300000.0,25669755142.78
1600098300000.0,25598292368.4
1600100100000.0,25712912404.55
1600102800000.0,25559380238.16
1600108200000.0,25677651925.86
1600114800000.0,25692295714.62
1600122000000.0,25578853076.06
1600126500000.0,25640720583.2
1600134000000.0,25881148797.84
1600137000000.0,25814073595.59
1600138500000.0,25727654628.04
1600144500000.0,25676078887.11
1600151700000.0,25682672431.51
1600158300000.0,25536279499.15
1600159800000.0,25606517116.15
1600163400000.0,25875920947.94
1600166400000.0,26000872579.03
1600167600000.0,25932100484.12
1600169100000.0,25999511862.28
1600171500000.0,26089897852.93
1600173300000.0,26051976257.56
1600175400000.0,26039195877.3
1600178100000.0,26066605485.66
1600180500000.0,25804141805.29
1600182000000.0,25860622081.12
1600184700000.0,25686020506.68
1600187100000.0,25785580663.73
1600190700000.0,25809592749.48
1600196700000.0,25999992189.67
1600201200000.0,26008810734.23
1600206900000.0,25866948963.23
1600210800000.0,25777170949.16
1600215300000.0,25627847932.95
1600217400000.0,25736108458.04
1600221000000.0,25829151440.24
1600227900000.0,25940187469.78
1600233000000.0,26005889632.79
1600239000000.0,26100795636.2
1600242300000.0,26116488669.49
1600243800000.0,26051475123.88
1600248300000.0,26099348304.36
1600251900000.0,26095972879.31
1600254300000.0,26052723778.83
1600257900000.0,26179799653.48
1600260300000.0,26229646923.54
1600262100000.0,26191274959.22
1600265700000.0,26198561223.54
1600269000000.0,26346334123.76
1600270800000.0,26385181560.74
1600272600000.0,26575819351.32
1600274700000.0,26390878989.5
1600277400000.0,26347515961.68
1600280100000.0,26538318661.76
1600281900000.0,26354294510.45
1600284900000.0,26438653982.0
1600289400000.0,26409600859.49
1600296300000.0,26200975792.08
1600301100000.0,26472488952.23
1600303800000.0,26245739482.85
1600308300000.0,26137541082.04
1600312800000.0,26132373226.03
1600315500000.0,26162658598.68
1600322100000.0,26101956495.54
1600326900000.0,26077618365.47
1600332600000.0,25991510787.88
1600338300000.0,25958936600.94
1600340100000.0,26037564871.66
1600343400000.0,25880269525.22
1600348200000.0,25913804817.02
1600350600000.0,26020303067.6
1600353900000.0,26080702709.51
1600355700000.0,25962711559.67
1600361400000.0,26124883256.66
1600367100000.0,26193638431.79
1600373100000.0,26263013013.76
1600380300000.0,26263147763.51
1600388100000.0,26182667361.03
1600395600000.0,26134225012.32
1600404900000.0,26319198978.21
1600412100000.0,26251011759.03
1600418700000.0,26394601475.69
1600422600000.0,26340238302.17
1600428900000.0,26345774517.23
1600435500000.0,26225956244.77
1600437900000.0,26112247498.88
1600443000000.0,26032894244.73
1600446300000.0,25963542073.43
1600450500000.0,26011791435.15
1600455300000.0,26083737117.42
1600464000000.0,26228285493.22
1600474500000.0,26267183160.35
1600483200000.0,26239236214.83
1600495500000.0,26183861909.51
1600505100000.0,26361789711.97
1600513200000.0,26429309983.41
1600515600000.0,26716095763.54
1600516800000.0,26561690279.91
1600517400000.0,26630201011.66
1600521000000.0,26552830155.88
1600527000000.0,26548179317.22
1600533600000.0,26477054374.92
1600539900000.0,26562539734.67
1600548900000.0,26571688626.94
1600560000000.0,26367787149.72
1600563900000.0,26224012883.63
1600567200000.0,26233139264.23
1600571400000.0,26269520220.15
1600581600000.0,26274068438.16
1600588800000.0,26309704918.93
1600598700000.0,26032383737.01
1600604400000.0,25993216243.21
1600607100000.0,26052487906.03
1600610100000.0,25952653554.92
1600617900000.0,25936004015.89
1600620000000.0,26102545777.27
1600625100000.0,26018476033.17
1600633500000.0,25994600358.55
1600640100000.0,26161960973.11
1600644900000.0,26219587067.17
1600649100000.0,26262231440.55
1600653600000.0,26293691125.28
1600662000000.0,26232313250.4
1600670700000.0,26145118855.06
1600675200000.0,26058674991.25
1600677000000.0,26013734509.55
1600679100000.0,25896001176.45
1600680900000.0,25746101894.71
1600681800000.0,25679250749.19
1600682400000.0,25649346736.31
1600683600000.0,25572550133.44
1600685700000.0,25483404910.73
1600687500000.0,25438024603.29
1600688700000.0,25378143754.91
1600690200000.0,25278772702.87
1600691400000.0,25398143768.6
1600692900000.0,25523849775.06
1600694400000.0,25487252042.6
1600696200000.0,25273591414.32
1600698300000.0,25047269166.79
1600698900000.0,24877196680.58
1600699500000.0,25052707711.07
1600700700000.0,24928497252.12
1600702200000.0,24901676007.04
1600704900000.0,24944309083.46
1600707300000.0,24932168959.4
1600711200000.0,25112952739.56
1600715400000.0,25175758118.65
1600719000000.0,25149137160.63
1600722900000.0,25190268744.28
1600728300000.0,24986403256.54
1600732800000.0,25150311349.81
1600734600000.0,25005110826.35
1600739400000.0,25114511270.17
1600747500000.0,25166453817.42
1600755000000.0,25037840896.69
1600758300000.0,24889614641.68
1600761000000.0,25074497287.19
1600763700000.0,25093816821.84
1600768800000.0,25199267923.66
1600774500000.0,25122814691.74
1600778400000.0,25176079648.69
1600781700000.0,25120299497.67
1600785900000.0,25090288406.32
1600788600000.0,25129511341.94
1600796400000.0,25118898091.15
1600803900000.0,25154553948.87
1600809000000.0,25230658411.26
1600813200000.0,25273371882.56
1600821000000.0,25170123378.49
1600831800000.0,25082082601.53
1600837800000.0,24984282722.1
1600842300000.0,24923310205.19
1600845600000.0,25053337951.59
1600849800000.0,25127881748.16
1600855800000.0,25126078879.73
1600863300000.0,25260556768.03
1600868400000.0,25160695085.08
1600872300000.0,25139268647.85
1600879200000.0,24992485046.88
1600887300000.0,24694454973.76
1600888200000.0,24723439666.59
1600888800000.0,24689554745.35
1600891200000.0,24590151160.75
1600893600000.0,24424177891.43
1600894500000.0,24561164227.27
1600896600000.0,24562251780.9
1600901100000.0,24516894147.81
1600906200000.0,24695605177.57
1600910400000.0,24690861244.21
1600916400000.0,24635853723.65
1600924800000.0,24714596498.36
1600931400000.0,24782890810.94
1600936800000.0,24729947782.55
1600942200000.0,25018870235.81
1600945500000.0,24919333285.23
1600949100000.0,24840952305.3
1600953900000.0,24923674413.84
1600956300000.0,24966224902.18
1600960500000.0,25122909168.6
1600962000000.0,25279312017.63
1600963200000.0,25512074589.8
1600963500000.0,25534742200.34
1600964700000.0,25552709414.49
1600967100000.0,25601670472.58
1600969800000.0,25451903511.34
1600974000000.0,25540239244.8
1600978200000.0,25639904221.99
1600986000000.0,25823136626.36
1600988100000.0,25802657515.39
1600992300000.0,25649795154.21
1600999500000.0,25603640623.11
1601006700000.0,25529026798.7
1601014500000.0,25649002298.23
1601018400000.0,25473200876.38
1601023800000.0,25483501496.85
1601025900000.0,25444278208.22
1601029200000.0,25545219710.4
1601034000000.0,25460348477.21
1601037300000.0,25438318938.21
1601042400000.0,25478748290.09
1601045100000.0,25565789538.45
1601048100000.0,25541404922.32
1601053800000.0,25669261309.24
1601056800000.0,25654141805.89
1601062200000.0,25692637689.02
1601068800000.0,25590850759.27
1601075700000.0,25626381530.99
1601084700000.0,25700248669.89
1601092500000.0,25784281320.18
1601099700000.0,25769567606.71
1601103300000.0,25624117454.35
1601109300000.0,25695388006.76
1601117100000.0,25677155076.23
1601126700000.0,25733259701.17
1601134800000.0,25755687245.62
1601142600000.0,25698922607.44
1601150100000.0,25771943962.89
1601161800000.0,25846454544.99
1601168700000.0,25875720325.45
1601179500000.0,25771302295.09
1601188500000.0,25547283503.02
1601189400000.0,25569646751.32
1601194800000.0,25537916333.1
1601199000000.0,25509880314.96
1601208300000.0,25608923556.16
1601217000000.0,25719164140.03
1601221800000.0,25754373612.97
1601224200000.0,25688468131.57
1601233200000.0,25766822607.89
1601245800000.0,26075247748.37
1601251500000.0,26110214947.85
1601253600000.0,26123933775.22
1601254800000.0,26220908249.9
1601259300000.0,26134511445.98
1601266800000.0,26038827722.54
1601275200000.0,26133587871.12
1601282700000.0,26134789270.41
1601289000000.0,26146258950.88
1601295000000.0,26076446586.83
1601297100000.0,26238576953.92
1601300100000.0,26127231486.15
1601304000000.0,26104105373.84
1601310000000.0,26088345621.3
1601318100000.0,26073263812.73
1601327100000.0,25757657342.41
1601335200000.0,25650745195.52
1601337000000.0,25689065283.46
1601340900000.0,25617824766.29
1601347500000.0,25663987795.13
1601358000000.0,25736572713.49
1601364900000.0,25704105037.84
1601373300000.0,25882898666.97
1601377500000.0,25789500711.62
1601384700000.0,25884884963.97
1601389800000.0,25708538438.38
1601395200000.0,25601157073.95
1601397300000.0,25586684014.07
1601400000000.0,25739426133.23
1601403900000.0,25757522596.99
1601409600000.0,25851065591.6
1601418000000.0,26013356626.39
1601421900000.0,25968132859.44
1601429100000.0,25821116959.98
1601436000000.0,25797202200.09
1601440500000.0,25683156916.03
1601445900000.0,25676199409.03
1601452500000.0,25663369168.24
1601458500000.0,25650311246.12
1601465700000.0,25771401457.38
1601471700000.0,25853962843.9
1601478900000.0,25838261171.91
1601484900000.0,25708542789.74
1601490600000.0,25653503602.49
1601493600000.0,25716918152.01
1601500200000.0,25845367418.39
1601509500000.0,25873873676.46
1601514300000.0,25915346093.34
1601520000000.0,25870055021.86
1601530800000.0,25956188274.5
1601539500000.0,26022030227.64
1601541300000.0,25977002982.91
1601547300000.0,25972122775.78
1601552400000.0,25957852530.95
1601559300000.0,25865582918.01
1601564100000.0,25608153115.91
1601567700000.0,25363754829.41
1601568300000.0,25263674546.07
1601568900000.0,25052906110.75
1601569200000.0,25100752691.89
1601570100000.0,24830567966.79
1601570700000.0,24923990435.79
1601571600000.0,24899469360.3
1601573400000.0,24783737060.34
1601575500000.0,24960556429.75
1601577900000.0,25095583666.5
1601579700000.0,24971252756.57
1601583000000.0,24952945279.86
1601589600000.0,25003807892.28
1601596500000.0,24967214927.04
1601605500000.0,24990413214.38
1601611500000.0,24712525844.41
1601615100000.0,24642599417.38
1601616000000.0,24449227110.77
1601616600000.0,24449794863.72
1601618100000.0,24584578760.23
1601621100000.0,24497077052.71
1601625000000.0,24414668277.21
1601628900000.0,24357993509.68
1601631600000.0,24330000528.89
1601634600000.0,24351738796.48
1601639100000.0,24424814985.65
1601643300000.0,24521011409.34
1601646300000.0,24476493039.7
1601646900000.0,24415444523.36
1601649900000.0,24368918532.04
1601654700000.0,24478283295.03
1601659800000.0,24400340058.96
1601667600000.0,24275084452.18
1601675400000.0,24413789338.06
1601679600000.0,24342180662.86
1601689800000.0,24333184513.36
1601703600000.0,24310002289.24
1601713500000.0,24287703683.6
1601723400000.0,24256961792.82
1601734200000.0,24313600460.2
1601744100000.0,24354088497.91
1601753400000.0,24207960414.16
1601767500000.0,24233581345.94
1601781000000.0,24329446700.41
1601793300000.0,24254592529.19
1601801100000.0,24254377795.23
1601811900000.0,24271262379.97
1601822400000.0,24303268223.05
1601835300000.0,24350353263.78
1601839500000.0,24285295106.98
1601844900000.0,24302103636.37
1601856000000.0,24380167264.0
1601859300000.0,24264206746.57
1601870100000.0,24202804905.04
1601878200000.0,24209871085.54
1601883300000.0,24222076887.6
1601891400000.0,24204540644.01
1601900700000.0,24245489825.51
1601904000000.0,24249143955.61
1601906700000.0,24213696376.78
1601912100000.0,24208377383.18
1601920200000.0,24223007992.15
1601926800000.0,24207032914.34
1601934600000.0,24262457551.63
1601941500000.0,24218138679.85
1601946300000.0,24220558279.96
1601956200000.0,24117912900.64
1601965500000.0,24017340918.72
1601971500000.0,24027521990.55
1601980200000.0,23928097531.97
1601982600000.0,23984591574.58
1601986500000.0,23881681176.57
1601993100000.0,23770845158.3
1601996700000.0,23891146217.22
1601998500000.0,23946799178.36
1602000900000.0,23858714597.06
1602010200000.0,23611396200.21
1602010800000.0,23541867104.34
1602011400000.0,23520244960.2
1602012900000.0,23463912449.54
1602015900000.0,23440807029.56
1602019200000.0,23438419444.2
1602026700000.0,23424688623.99
1602034200000.0,23414107665.29
1602041700000.0,23458692328.67
1602050700000.0,23450852512.12
1602057600000.0,23382181773.48
1602064200000.0,23395437821.85
1602072300000.0,23357439745.92
1602078900000.0,23420568841.38
1602084300000.0,23364142826.91
1602091500000.0,23411885041.06
1602097500000.0,23362279563.25
1602109800000.0,23327374647.71
1602122400000.0,23283723180.91
1602134400000.0,23188041051.94
1602141300000.0,23166776838.22
1602146700000.0,23075991232.87
1602148800000.0,23144362567.28
1602153000000.0,23180009542.61
1602160500000.0,23287189394.15
1602162600000.0,23375039808.41
1602163500000.0,23341799098.11
1602165600000.0,23414485707.98
1602167700000.0,23570228550.92
1602168000000.0,23634650222.5
1602168900000.0,23625302065.96
1602170700000.0,23603271575.82
1602173100000.0,23616069015.06
1602176400000.0,23527047523.35
1602178800000.0,23466215654.86
1602182400000.0,23457975436.34
1602192600000.0,23559381320.45
1602201900000.0,23511144671.24
1602210000000.0,23364088026.57
1602223200000.0,23410698700.29
1602228900000.0,23387616514.72
1602238800000.0,23574889719.4
1602240300000.0,23650542494.59
1602241500000.0,23729298370.8
1602242700000.0,23606880707.86
1602244200000.0,23693656339.3
1602247800000.0,23661594017.84
1602251700000.0,23592158889.84
1602257700000.0,23555749730.43
1602259800000.0,23528693296.36
1602267300000.0,23500008832.46
1602274800000.0,23514706888.1
1602285600000.0,23537760456.17
1602293100000.0,24102693810.35
1602295800000.0,24151476365.02
1602296700000.0,24119903215.25
1602298800000.0,24175869995.36
1602300000000.0,24103117437.63
1602303600000.0,24021464633.22
1602309900000.0,23966807888.11
1602315900000.0,23850277036.23
1602323400000.0,23703074195.05
1602325200000.0,23780832597.84
1602329400000.0,23848303780.11
1602334800000.0,23797350899.27
1602340500000.0,23822602573.12
1602345000000.0,23766354464.67
1602347700000.0,23768013710.8
1602357300000.0,23774805578.95
1602365400000.0,23625356601.28
1602372300000.0,23599658472.83
1602376200000.0,23716511912.77
1602381300000.0,23587776957.79
1602391800000.0,23640085224.16
1602402300000.0,23673262240.32
1602412500000.0,23606543392.62
1602415800000.0,23580402120.07
1602422100000.0,23599972583.21
1602427500000.0,23680491720.89
1602429300000.0,23565346080.65
1602432600000.0,23604974948.89
1602438000000.0,23509297806.04
1602444900000.0,23391282001.67
1602446100000.0,23260687173.91
1602450300000.0,23335424771.68
1602455700000.0,23345766055.97
1602462000000.0,23395051294.9
1602470100000.0,23382685094.32
1602477600000.0,23285276705.48
1602484800000.0,23297272453.74
1602489900000.0,23185743862.71
1602496200000.0,22977232637.4
1602499500000.0,23011730729.78
1602500700000.0,23012926208.19
1602504900000.0,23046826770.22
1602508800000.0,23217753717.15
1602510000000.0,23396525978.44
1602510600000.0,23331599010.77
1602511500000.0,23298129281.95
1602513900000.0,23520494963.64
1602516900000.0,23402218053.51
1602518100000.0,23439569074.51
1602520200000.0,23354269722.25
1602523800000.0,23373554345.19
1602530400000.0,23366716985.49
1602537000000.0,23518270810.46
1602538200000.0,23536521291.75
1602539100000.0,23478206669.71
1602542400000.0,23180101839.04
1602544200000.0,23214553775.25
1602545400000.0,23092677039.51
1602547800000.0,23062555050.05
1602550800000.0,22969857678.9
1602556200000.0,22965098247.62
1602560100000.0,23035268281.91
1602568200000.0,22887639549.84
1602573900000.0,22938149388.96
1602579900000.0,22770530706.83
1602584100000.0,22977731335.7
1602585300000.0,22886753250.76
1602588300000.0,22825506533.18
1602592800000.0,22678398273.83
1602594600000.0,22580825686.98
1602596100000.0,22451400227.34
1602597300000.0,22489794312.32
1602598800000.0,22586995395.19
1602602400000.0,22441463524.58
1602605700000.0,22436296856.43
1602611700000.0,22407356982.04
1602615300000.0,22507849021.83
1602620700000.0,22528627234.19
1602627300000.0,22537510367.64
1602636300000.0,22413571273.63
1602643800000.0,22321645806.27
1602648900000.0,22347531719.27
1602657900000.0,22381019945.27
1602664200000.0,22263235705.62
1602670500000.0,22252010655.12
1602674100000.0,22226958778.36
1602678600000.0,22357212237.98
1602682800000.0,22398719293.17
1602683700000.0,22144696636.62
1602685800000.0,22136583012.78
1602687000000.0,22041849560.83
1602690600000.0,21950373836.07
1602691200000.0,21971634526.6
1602693300000.0,21942711779.78
1602699000000.0,21945664235.62
1602702600000.0,21962896829.2
1602709500000.0,21987750397.26
1602717300000.0,21971253559.28
1602724500000.0,21880600907.39
1602731700000.0,21904354610.9
1602742800000.0,21834440982.7
1602750300000.0,21742517705.65
1602753300000.0,21648072357.0
1602755100000.0,21695019486.6
1602756000000.0,21656183326.76
1602758700000.0,21611450736.98
1602764100000.0,21707522295.93
1602765000000.0,21720348408.15
1602767100000.0,21710400041.15
1602770700000.0,21720699833.23
1602775200000.0,21804491984.78
1602779100000.0,21618399656.14
1602780000000.0,21689874788.78
1602783600000.0,21736230693.86
1602785700000.0,21757844414.78
1602789300000.0,21819512005.51
1602792300000.0,21865125364.63
1602792900000.0,21694531255.17
1602795900000.0,21682327862.93
1602801600000.0,21723067185.78
1602810300000.0,21645693599.0
1602819300000.0,21403817522.71
1602821400000.0,21319414969.12
1602821700000.0,21163799117.73
1602822300000.0,21100188634.2
1602822600000.0,21098372685.38
1602823800000.0,21225584576.58
1602825000000.0,21139957102.44
1602828600000.0,21107405600.64
1602834600000.0,21042952692.61
1602839100000.0,20957795143.44
1602840300000.0,20992062083.31
1602842700000.0,21012544248.7
1602847200000.0,21102745907.94
1602849600000.0,21035815433.96
1602853800000.0,20960119362.23
1602859200000.0,20923890960.81
1602862200000.0,20951190052.61
1602869100000.0,20910927411.4
1602878100000.0,20836716101.85
1602882300000.0,20795039416.93
1602894300000.0,20838185768.54
1602900300000.0,20858899943.88
1602912000000.0,20804792421.29
1602924300000.0,20797082724.94
1602934200000.0,20767793197.66
1602945300000.0,20761356326.1
1602946200000.0,20822051390.02
1602947100000.0,20715119791.52
1602950700000.0,20671494497.91
1602957900000.0,20651959988.3
1602973500000.0,20711938300.31
1602984900000.0,20683651548.61
1602997500000.0,20763120178.84
1603003500000.0,20735832397.23
1603008300000.0,20674860438.71
1603017300000.0,20698977839.92
1603029900000.0,20663162795.91
1603033200000.0,20719412914.89
1603044000000.0,20631896518.88
1603056000000.0,20680330464.31
1603065300000.0,20713975559.7
1603065900000.0,20613896697.61
1603070400000.0,20518011810.44
1603079700000.0,20545417412.81
1603089900000.0,20519531720.68
1603099500000.0,20577965363.61
1603107600000.0,20579892504.77
1603110900000.0,20686094921.87
1603112700000.0,20734371000.02
1603113600000.0,20706842682.21
1603114500000.0,20736177997.51
1603116300000.0,20690465874.14
1603118100000.0,20742545433.04
1603120800000.0,20799249975.65
1603122300000.0,20903215537.63
1603122900000.0,20865156016.24
1603123500000.0,20751114057.2
1603125900000.0,20727966067.64
1603129800000.0,20597880861.57
1603133400000.0,20571041562.65
1603135800000.0,20624246772.7
1603141200000.0,20674602929.5
1603146900000.0,20570628677.97
1603152300000.0,20503831857.89
1603159200000.0,20575596792.27
1603168200000.0,20578174228.45
1603174800000.0,20637285365.59
1603178100000.0,20552967270.82
1603179300000.0,20431818166.02
1603180800000.0,20434362073.85
1603184100000.0,20505469084.83
1603188000000.0,20556477288.75
1603191300000.0,20632305068.48
1603191900000.0,20635797379.6
1603192800000.0,20427408836.37
1603193400000.0,20329371767.14
1603194900000.0,20477710171.06
1603197000000.0,20466638325.86
1603199100000.0,20479950098.98
1603201500000.0,20498321136.1
1603202700000.0,20526067617.94
1603203900000.0,20484186635.51
1603205700000.0,20480862022.73
1603207200000.0,20480092147.88
1603208700000.0,20410024000.33
1603209600000.0,20419184703.89
1603210800000.0,20418709817.32
1603212300000.0,20420696058.46
1603215900000.0,20440522169.62
1603216200000.0,20282031604.83
1603217100000.0,20324858595.15
1603220100000.0,20258691601.76
1603222800000.0,20123872321.46
1603225200000.0,20183396894.4
1603229100000.0,20214260156.19
1603235100000.0,20153807505.72
1603240200000.0,20221488166.01
1603243200000.0,20220673187.04
1603247100000.0,20304694154.13
1603248900000.0,20429999850.36
1603249500000.0,20449341556.22
1603250100000.0,20496829525.62
1603250700000.0,20417028917.39
1603251900000.0,20509160781.41
1603254300000.0,20426371098.57
1603255500000.0,20438043703.22
1603257600000.0,20445192098.28
1603260900000.0,20306232172.21
1603264200000.0,20228186128.32
1603266000000.0,20237391277.37
1603269300000.0,20216942308.6
1603272300000.0,20296201605.08
1603276500000.0,20178316792.64
1603280100000.0,20355317742.75
1603281000000.0,20371081297.25
1603281600000.0,20229956238.28
1603282800000.0,20298267799.46
1603283700000.0,20379809648.62
1603284600000.0,20376861073.13
1603285500000.0,20290588674.05
1603287000000.0,20389624934.96
1603287900000.0,20413374648.57
1603288800000.0,20332216323.61
1603289700000.0,20790182208.7
1603290300000.0,20763487597.44
1603290600000.0,20670494344.25
1603291200000.0,20715964840.02
1603292400000.0,20587441008.28
1603293900000.0,20667987704.34
1603295400000.0,20773607709.64
1603296600000.0,20820961227.63
1603297500000.0,20809221789.81
1603298100000.0,20710817073.64
1603299000000.0,20677961090.72
1603301400000.0,20545296763.46
1603302300000.0,20492625478.09
1603304400000.0,20507471067.65
1603307100000.0,20356554077.48
1603309800000.0,20436184896.92
1603312800000.0,20541550158.22
1603314900000.0,20546792011.22
1603315800000.0,20626668887.52
1603316700000.0,20631821307.61
1603318200000.0,20628894014.38
1603318800000.0,20857046458.73
1603319700000.0,20886589434.82
1603320600000.0,20936147706.16
1603321200000.0,20593129185.02
1603321500000.0,20386075850.93
1603321800000.0,20289519868.96
1603322400000.0,20297532987.49
1603323000000.0,20235479908.33
1603324500000.0,20346394329.25
1603326000000.0,20255755109.58
1603329000000.0,20190654800.9
1603332300000.0,19964447771.76
1603333800000.0,20051663542.64
1603337100000.0,19936536611.59
1603340700000.0,19948060551.13
1603343700000.0,19982735607.09
1603347600000.0,19945653781.94
1603352100000.0,19990103185.53
1603355400000.0,19820593270.72
1603357500000.0,19991868766.65
1603358700000.0,19982934061.34
1603361700000.0,20092414749.73
1603362900000.0,20076989369.85
1603365000000.0,20020395209.3
1603366800000.0,19951308883.83
1603368600000.0,19780664741.44
1603370100000.0,19848128844.75
1603372200000.0,19886551212.61
1603374000000.0,19858465565.51
1603376400000.0,19814824702.87
1603378800000.0,19803491541.42
1603381200000.0,19857658274.72
1603383600000.0,19911396131.54
1603385700000.0,19893252746.2
1603387200000.0,19762515135.29
1603388100000.0,19854572068.4
1603390200000.0,19852987206.84
1603394100000.0,19872320658.85
1603395300000.0,19845237406.37
1603397100000.0,19882802961.32
1603399200000.0,19782086669.5
1603401000000.0,19680036581.6
1603403400000.0,19819988536.34
1603404600000.0,19751039323.75
1603406400000.0,19609078494.51
1603407900000.0,19508559617.85
1603409100000.0,19380411268.48
1603411500000.0,19334797843.66
1603413000000.0,19299849733.8
1603415100000.0,19243620061.68
1603419300000.0,19378589518.35
1603422600000.0,19267481601.01
1603427700000.0,19292496278.16
1603432500000.0,19227863258.72
1603435200000.0,19140001663.84
1603437600000.0,19153142497.42
1603440600000.0,19145125307.14
1603444500000.0,19194372049.94
1603447800000.0,19194436170.62
1603450500000.0,19162853075.23
1603453800000.0,19063403881.83
1603456200000.0,19124158527.0
1603459800000.0,18997237714.91
1603462500000.0,18912770037.65
1603465500000.0,18971739272.17
1603469100000.0,18758834314.09
1603470000000.0,18713307744.17
1603470600000.0,18612852398.2
1603471500000.0,18557594019.82
1603473300000.0,18624970370.54
1603476300000.0,18651717588.81
1603479900000.0,18673021919.92
1603483800000.0,18660612672.91
1603488300000.0,18705174677.76
1603494300000.0,18620616052.02
1603499100000.0,18685734171.09
1603504200000.0,18744262646.31
1603509000000.0,18616160351.85
1603515000000.0,18560746307.81
1603523100000.0,18552091587.58
1603528500000.0,18556640371.61
1603535400000.0,18577465300.04
1603541100000.0,18544431160.45
1603547100000.0,18660761755.09
1603548900000.0,18509436691.52
1603549800000.0,18555922259.43
1603551000000.0,18677069480.46
1603551900000.0,18620093476.81
1603552800000.0,18575892708.5
1603554600000.0,18509103898.84
1603555800000.0,18508976490.96
1603559100000.0,18468155616.77
1603562700000.0,18404043813.81
1603568400000.0,18394122206.2
1603574100000.0,18359362085.75
1603578900000.0,18386900949.83
1603586100000.0,18353106249.27
1603590600000.0,18565530713.12
1603596900000.0,18603665588.71
1603597800000.0,18509956841.32
1603599000000.0,18545329592.0
1603600800000.0,18394496254.01
1603604100000.0,18034274857.77
1603605000000.0,17983328182.47
1603605900000.0,18032943213.04
1603608300000.0,17972983932.51
1603612500000.0,17955847389.51
1603615800000.0,17877021851.23
1603621200000.0,17737020586.33
1603624500000.0,17817217647.69
1603628100000.0,17843422086.18
1603632900000.0,17787632961.95
1603640100000.0,17769809236.79
1603642800000.0,17769254736.8
1603647600000.0,17732579366.82
1603653900000.0,17705506361.83
1603660800000.0,17694300375.89
1603668600000.0,17702241164.3
1603673700000.0,17716931332.47
1603676100000.0,17729073464.79
1603680300000.0,17717202530.61
1603685700000.0,17701065723.48
1603688700000.0,17621655763.84
1603692600000.0,17554680188.5
1603697400000.0,17492530996.47
1603700700000.0,17404512289.01
1603701000000.0,17492942506.42
1603702800000.0,17480677658.03
1603707000000.0,17549823748.69
1603710600000.0,17491291821.64
1603712400000.0,17438182308.5
1603715100000.0,17496322048.61
1603718400000.0,17498263165.72
1603719300000.0,17520291228.04
1603721400000.0,17477043707.11
1603723200000.0,17378151409.61
1603724700000.0,17274066230.32
1603725600000.0,17180294515.88
1603726800000.0,17086076561.99
1603727400000.0,17023998029.21
1603728000000.0,17051982141.89
1603728900000.0,16868235761.46
1603730100000.0,16855867368.86
1603730700000.0,16806469229.17
1603731900000.0,16786004047.96
1603733400000.0,16722578823.47
1603734600000.0,16797024539.63
1603736400000.0,16802777828.35
1603738500000.0,16809234141.37
1603741200000.0,16823221145.69
1603744500000.0,16815484068.76
1603749900000.0,16842608095.25
1603755000000.0,16853900800.22
1603759200000.0,16835483482.81
1603765200000.0,16778537255.33
1603770000000.0,16802425941.02
1603775100000.0,16729343040.29
1603780200000.0,16749266469.87
1603784700000.0,16733926271.28
1603786800000.0,16673856006.9
1603790400000.0,16697938518.29
1603793700000.0,16742979788.96
1603794600000.0,16820131227.05
1603795200000.0,16766463972.15
1603796100000.0,16772446119.78
1603797300000.0,16865254044.93
1603797900000.0,16928207222.2
1603798200000.0,16853998110.91
1603798500000.0,16839300513.37
1603799700000.0,16793611705.56
1603800600000.0,16787144151.86
1603802400000.0,16763883143.62
1603804200000.0,16657378759.64
1603806000000.0,16696820507.58
1603807800000.0,16647865464.84
1603809600000.0,16691133184.06
1603811700000.0,16676303857.78
1603812600000.0,16764638220.35
1603813500000.0,16755070180.05
1603813800000.0,16759586132.78
1603814400000.0,16731873047.82
1603814700000.0,16701839046.13
1603815600000.0,16708924961.79
1603817400000.0,16668185625.76
1603818300000.0,16645982773.18
1603819800000.0,16745925317.95
1603820700000.0,16705374420.92
1603821900000.0,16606679037.09
1603822800000.0,16505839011.73
1603823100000.0,16503738492.91
1603824000000.0,16517443395.32
1603826100000.0,16501871052.67
1603829400000.0,16444633612.28
1603831800000.0,16499432321.78
1603834500000.0,16508984592.71
1603836300000.0,16476352333.24
1603839000000.0,16542230077.34
1603840200000.0,16312034113.34
1603841700000.0,16322224788.53
