timestamp,btc_fund_flow_ratio
1610839800000.0,0.054
1610840700000.0,0.0582
1610841900000.0,0.0482
1610842500000.0,0.043
1610843400000.0,0.0451
1610844300000.0,0.0454
1610845500000.0,0.0759
1610847300000.0,0.0385
1610848800000.0,0.0424
1610850300000.0,0.0527
1610852400000.0,0.0623
1610854500000.0,0.0464
1610856000000.0,0.0507
1610858400000.0,0.0618
1610859300000.0,0.0492
1610860200000.0,0.0639
1610861400000.0,0.0496
1610862600000.0,0.0476
1610863500000.0,0.0679
1610864400000.0,0.0295
1610864700000.0,0.045
1610865600000.0,0.0572
1610866800000.0,0.0432
1610868000000.0,0.0436
1610868900000.0,0.0478
1610869500000.0,0.0602
1610869800000.0,0.0491
1610870700000.0,0.0227
1610871000000.0,0.0584
1610871600000.0,0.0507
1610872500000.0,0.0379
1610873400000.0,0.0737
1610874000000.0,0.0436
1610874600000.0,0.0543
1610875800000.0,0.0578
1610876700000.0,0.0361
1610877300000.0,0.0446
1610877900000.0,0.0481
1610878500000.0,0.0564
1610879100000.0,0.0464
1610880000000.0,0.0513
1610880600000.0,0.0628
1610881800000.0,0.0476
1610882700000.0,0.0386
1610883600000.0,0.0728
1610884200000.0,0.0567
1610885100000.0,0.0606
1610886000000.0,0.0556
1610886900000.0,0.0352
1610888100000.0,0.0366
1610889000000.0,0.0458
1610890500000.0,0.035
1610891700000.0,0.0433
1610892300000.0,0.0489
1610893200000.0,0.0361
1610894400000.0,0.0489
1610895600000.0,0.0518
1610896500000.0,0.0482
1610896800000.0,0.0455
1610897700000.0,0.0597
1610898600000.0,0.0492
1610899500000.0,0.0531
1610900400000.0,0.0328
1610901300000.0,0.0585
1610902500000.0,0.0521
1610904000000.0,0.0412
1610905500000.0,0.0529
1610906700000.0,0.054
1610908800000.0,0.0558
1610910600000.0,0.0608
1610912100000.0,0.0499
1610913600000.0,0.0535
1610915700000.0,0.0591
1610917200000.0,0.0609
1610917800000.0,0.0623
1610918400000.0,0.0463
1610919300000.0,0.0408
1610920800000.0,0.0414
1610922600000.0,0.0543
1610923800000.0,0.0365
1610924700000.0,0.0625
1610926200000.0,0.0553
1610927400000.0,0.046
1610928300000.0,0.0484
1610929800000.0,0.0507
1610931600000.0,0.0595
1610933100000.0,0.0427
1610934900000.0,0.0397
1610936400000.0,0.065
1610938200000.0,0.0674
1610939700000.0,0.0431
1610940300000.0,0.0545
1610940900000.0,0.0573
1610941800000.0,0.0653
1610942700000.0,0.0513
1610944500000.0,0.0549
1610945700000.0,0.0567
1610947500000.0,0.0526
1610948700000.0,0.0379
1610949900000.0,0.0495
1610951700000.0,0.0481
1610953200000.0,0.05
1610953800000.0,0.0455
1610954700000.0,0.0512
1610955600000.0,0.0582
1610957100000.0,0.0418
1610958000000.0,0.0648
1610959200000.0,0.0447
1610960700000.0,0.0486
1610961300000.0,0.0155
1610962500000.0,0.0654
1610964300000.0,0.0544
1610965500000.0,0.0541
1610967000000.0,0.054
1610967900000.0,0.0559
1610968500000.0,0.0427
1610970000000.0,0.0355
1610970900000.0,0.029
1610971800000.0,0.051
1610972100000.0,0.0498
1610972400000.0,0.0442
1610973000000.0,0.0532
1610973900000.0,0.0549
1610974800000.0,0.0394
1610975100000.0,0.0477
1610976000000.0,0.0628
1610976900000.0,0.075
1610978100000.0,0.0546
1610979300000.0,0.0522
1610980500000.0,0.0475
1610980800000.0,0.0353
1610981400000.0,0.0414
1610982300000.0,0.054
1610983200000.0,0.0355
1610984400000.0,0.0563
1610985900000.0,0.0517
1610986800000.0,0.0327
1610987700000.0,0.0391
1610989200000.0,0.0552
1610990400000.0,0.0565
1610991000000.0,0.0441
1610991900000.0,0.0454
1610993100000.0,0.0528
1610994600000.0,0.0694
1610996100000.0,0.0613
1610997300000.0,0.0608
1610998500000.0,0.0483
1611000600000.0,0.0466
1611002100000.0,0.0655
1611003600000.0,0.0573
1611005700000.0,0.0521
1611007500000.0,0.0465
1611009900000.0,0.0357
1611011700000.0,0.0288
1611013200000.0,0.0424
1611014400000.0,0.0494
1611015000000.0,0.0455
1611016200000.0,0.0257
1611018000000.0,0.0589
1611018900000.0,0.0629
1611019800000.0,0.0506
1611020400000.0,0.0447
1611021000000.0,0.0559
1611021600000.0,0.0364
1611022800000.0,0.0545
1611024000000.0,0.0443
1611025500000.0,0.0646
1611027300000.0,0.0307
1611029100000.0,0.0546
1611031500000.0,0.0465
1611033000000.0,0.0465
1611034800000.0,0.0468
1611036300000.0,0.0556
1611037800000.0,0.0393
1611038700000.0,0.0573
1611039900000.0,0.0465
1611042000000.0,0.0723
1611042900000.0,0.0465
1611043500000.0,0.0683
1611044400000.0,0.0342
1611044700000.0,0.0576
1611045000000.0,0.0478
1611045600000.0,0.0362
1611046500000.0,0.0263
1611047700000.0,0.0543
1611049200000.0,0.0447
1611050100000.0,0.064
1611051600000.0,0.0473
1611052800000.0,0.0656
1611054300000.0,0.0482
1611055800000.0,0.0431
1611057000000.0,0.0482
1611057900000.0,0.0558
1611059100000.0,0.0373
1611060000000.0,0.0344
1611060600000.0,0.0367
1611061800000.0,0.0417
1611063300000.0,0.0768
1611064800000.0,0.0437
1611065400000.0,0.0471
1611066600000.0,0.0594
1611068100000.0,0.0615
1611069300000.0,0.0589
1611070500000.0,0.0475
1611071400000.0,0.0385
1611072300000.0,0.0494
1611072600000.0,0.0545
1611073200000.0,0.0502
1611074400000.0,0.0445
1611075600000.0,0.0463
1611076200000.0,0.0617
1611077400000.0,0.0355
1611078900000.0,0.033
1611079800000.0,0.0485
1611080700000.0,0.0578
1611081900000.0,0.0543
1611082800000.0,0.0613
1611084000000.0,0.0671
1611084600000.0,0.0494
1611085200000.0,0.0382
1611085800000.0,0.0568
1611086700000.0,0.0628
1611087600000.0,0.0688
1611088800000.0,0.0465
1611090000000.0,0.053
1611090600000.0,0.0699
1611091500000.0,0.0445
1611093300000.0,0.0626
1611094800000.0,0.0519
1611096900000.0,0.0487
1611098400000.0,0.0474
1611099600000.0,0.0504
1611100800000.0,0.0557
1611101100000.0,0.0634
1611102000000.0,0.0246
1611103200000.0,0.0436
1611104700000.0,0.0317
1611106200000.0,0.0489
1611107400000.0,0.052
1611108300000.0,0.0477
1611109200000.0,0.0533
1611110700000.0,0.0471
1611112200000.0,0.0394
1611113100000.0,0.0565
1611113700000.0,0.0458
1611114000000.0,0.048
1611114600000.0,0.052
1611115200000.0,0.0488
1611115800000.0,0.0304
1611116400000.0,0.0636
1611117600000.0,0.0524
1611118800000.0,0.0216
1611120300000.0,0.0638
1611122100000.0,0.0381
1611123300000.0,0.0607
1611124800000.0,0.0645
1611125700000.0,0.0363
1611126900000.0,0.0629
1611127500000.0,0.0529
1611129000000.0,0.0384
1611130200000.0,0.0412
1611131400000.0,0.0468
1611132600000.0,0.0423
1611133500000.0,0.0401
1611135000000.0,0.0639
1611135600000.0,0.0411
1611135900000.0,0.0568
1611136200000.0,0.0585
1611136800000.0,0.0327
1611137400000.0,0.0347
1611138000000.0,0.042
1611138600000.0,0.0442
1611139500000.0,0.0615
1611140400000.0,0.0446
1611141300000.0,0.0346
1611141600000.0,0.0552
1611142200000.0,0.0486
1611142800000.0,0.0399
1611143700000.0,0.0423
1611144300000.0,0.0509
1611144600000.0,0.0477
1611145200000.0,0.035
1611145800000.0,0.0523
1611146700000.0,0.039
1611147900000.0,0.0537
1611148800000.0,0.0415
1611149700000.0,0.0728
1611150300000.0,0.0461
1611150900000.0,0.0525
1611151500000.0,0.0551
1611152700000.0,0.051
1611153600000.0,0.0442
1611154800000.0,0.0314
1611156300000.0,0.0305
1611156900000.0,0.0504
1611158100000.0,0.058
1611158400000.0,0.0531
1611158700000.0,0.0414
1611159000000.0,0.0521
1611159300000.0,0.0268
1611159600000.0,0.0432
1611160200000.0,0.0233
1611160800000.0,0.0328
1611161700000.0,0.0469
1611162600000.0,0.058
1611163800000.0,0.0507
1611164700000.0,0.0408
1611165300000.0,0.0485
1611166800000.0,0.0453
1611168000000.0,0.0576
1611169200000.0,0.043
1611170400000.0,0.0538
1611171900000.0,0.0561
1611173100000.0,0.0662
1611174600000.0,0.0529
1611175800000.0,0.0501
1611177300000.0,0.0555
1611178500000.0,0.0624
1611180900000.0,0.0461
1611183000000.0,0.0356
1611184800000.0,0.0587
1611185400000.0,0.0667
1611186900000.0,0.0533
1611187800000.0,0.0399
1611189600000.0,0.0531
1611191100000.0,0.0538
1611192000000.0,0.0537
1611193200000.0,0.0527
1611194400000.0,0.045
1611195600000.0,0.0635
1611196800000.0,0.0452
1611198300000.0,0.0443
1611199500000.0,0.0423
1611200400000.0,0.0513
1611201900000.0,0.0631
1611203700000.0,0.0418
1611204600000.0,0.0469
1611205200000.0,0.0313
1611206100000.0,0.0566
1611206700000.0,0.0535
1611208200000.0,0.0546
1611209400000.0,0.0269
1611210900000.0,0.0401
1611212700000.0,0.0518
1611214200000.0,0.0452
1611215700000.0,0.0481
1611216600000.0,0.0671
1611217500000.0,0.0491
1611218100000.0,0.0327
1611218700000.0,0.0443
1611219300000.0,0.0576
1611219600000.0,0.0593
1611219900000.0,0.0484
1611220500000.0,0.0575
1611220800000.0,0.0643
1611221100000.0,0.0296
1611221400000.0,0.053
1611221700000.0,0.063
1611222000000.0,0.0369
1611222300000.0,0.0294
1611222900000.0,0.042
1611223500000.0,0.0627
1611224100000.0,0.0474
1611224400000.0,0.0638
1611224700000.0,0.0387
1611225300000.0,0.0544
1611225900000.0,0.0444
1611226800000.0,0.0581
1611227100000.0,0.0488
1611227700000.0,0.0326
1611228300000.0,0.0585
1611228900000.0,0.0544
1611229800000.0,0.0437
1611230400000.0,0.0289
1611230700000.0,0.0509
1611231000000.0,0.043
1611231300000.0,0.0736
1611231600000.0,0.0521
1611232200000.0,0.0405
1611232500000.0,0.0361
1611233100000.0,0.0491
1611233700000.0,0.0462
1611234300000.0,0.0295
1611234900000.0,0.0436
1611235500000.0,0.0511
1611236100000.0,0.0531
1611237000000.0,0.0323
1611237600000.0,0.0362
1611238200000.0,0.0517
1611238500000.0,0.0582
1611238800000.0,0.0496
1611239400000.0,0.0567
1611239700000.0,0.0525
1611240000000.0,0.0559
1611240300000.0,0.0538
1611240600000.0,0.0549
1611241200000.0,0.0624
1611241500000.0,0.0532
1611241800000.0,0.0464
1611242400000.0,0.0394
1611243000000.0,0.0344
1611243600000.0,0.0479
1611244200000.0,0.0584
1611244800000.0,0.0567
1611245100000.0,0.0461
1611245400000.0,0.0555
1611246000000.0,0.0393
1611246900000.0,0.0563
1611247500000.0,0.0581
1611248100000.0,0.0403
1611248400000.0,0.033
1611248700000.0,0.0471
1611249300000.0,0.0484
1611249900000.0,0.0425
1611250200000.0,0.0453
1611251100000.0,0.0386
1611252000000.0,0.0316
1611252600000.0,0.0501
1611253500000.0,0.0317
1611254400000.0,0.0436
1611255000000.0,0.0492
1611255900000.0,0.0584
1611256800000.0,0.0629
1611257400000.0,0.0365
1611258300000.0,0.0473
1611259200000.0,0.0465
1611259800000.0,0.0527
1611261000000.0,0.0478
1611262200000.0,0.0493
1611262800000.0,0.0568
1611263700000.0,0.0403
1611264900000.0,0.044
1611265800000.0,0.0644
1611266400000.0,0.0443
1611266700000.0,0.0397
1611267300000.0,0.0621
1611267900000.0,0.0386
1611268200000.0,0.0423
1611268800000.0,0.0354
1611269100000.0,0.0537
1611269700000.0,0.0583
1611270300000.0,0.0401
1611270900000.0,0.0651
1611271500000.0,0.0318
1611272400000.0,0.0321
1611273300000.0,0.0576
1611273900000.0,0.0597
1611274500000.0,0.0486
1611275100000.0,0.0549
1611275400000.0,0.0577
1611275700000.0,0.0563
1611276000000.0,0.0497
1611276300000.0,0.049
1611276600000.0,0.0678
1611276900000.0,0.0544
1611277200000.0,0.0608
1611277500000.0,0.042
1611278100000.0,0.0496
1611278400000.0,0.0226
1611278700000.0,0.0624
1611279300000.0,0.065
1611279900000.0,0.0593
1611280500000.0,0.0525
1611281400000.0,0.0509
1611281700000.0,0.0343
1611282300000.0,0.0641
1611282900000.0,0.0557
1611283500000.0,0.0458
1611284400000.0,0.0358
1611285300000.0,0.0399
1611286200000.0,0.0454
1611287100000.0,0.0594
1611287700000.0,0.0478
1611288600000.0,0.0562
1611289200000.0,0.037
1611290100000.0,0.0582
1611291000000.0,0.0564
1611292200000.0,0.0571
1611293100000.0,0.0546
1611293700000.0,0.0406
1611294300000.0,0.058
1611295200000.0,0.0585
1611296100000.0,0.0501
1611296700000.0,0.0584
1611297600000.0,0.0497
1611298500000.0,0.0483
1611299400000.0,0.0356
1611300600000.0,0.0293
1611301200000.0,0.0584
1611301800000.0,0.0409
1611302400000.0,0.0559
1611303000000.0,0.0386
1611303900000.0,0.0368
1611304500000.0,0.0426
1611305400000.0,0.0423
1611305700000.0,0.0397
1611306300000.0,0.036
1611306900000.0,0.0403
1611307800000.0,0.0499
1611308700000.0,0.0443
1611309600000.0,0.0236
1611310500000.0,0.0583
1611311100000.0,0.051
1611311700000.0,0.0632
1611312300000.0,0.0444
1611313200000.0,0.0462
1611313800000.0,0.0513
1611314400000.0,0.0525
1611315300000.0,0.0349
1611316200000.0,0.0467
1611317100000.0,0.0549
1611318000000.0,0.0583
1611318900000.0,0.0582
1611319800000.0,0.0611
1611320700000.0,0.0421
1611321300000.0,0.061
1611322200000.0,0.0307
1611323100000.0,0.0593
1611323700000.0,0.0631
1611324600000.0,0.0381
1611325500000.0,0.0293
1611326400000.0,0.0436
1611327600000.0,0.044
1611328500000.0,0.0433
1611329400000.0,0.0447
1611330600000.0,0.057
1611331500000.0,0.0567
1611332100000.0,0.0329
1611332700000.0,0.0559
1611333600000.0,0.0714
1611334800000.0,0.0466
1611336000000.0,0.0568
1611337500000.0,0.0573
1611339000000.0,0.0585
1611340500000.0,0.056
1611341100000.0,0.036
1611341700000.0,0.0599
1611342000000.0,0.0356
1611342900000.0,0.0295
1611343500000.0,0.0474
1611343800000.0,0.0535
1611344700000.0,0.0486
1611345900000.0,0.0525
1611347100000.0,0.0639
1611348300000.0,0.063
1611349200000.0,0.0689
1611350400000.0,0.0435
1611351900000.0,0.0477
1611352800000.0,0.0533
1611354300000.0,0.0456
1611356100000.0,0.0384
1611357000000.0,0.0704
1611358500000.0,0.0583
1611359400000.0,0.0495
1611360300000.0,0.0642
1611360900000.0,0.0561
1611362100000.0,0.0576
1611363300000.0,0.0717
1611364500000.0,0.0464
1611365700000.0,0.0613
1611366600000.0,0.0335
1611368100000.0,0.0528
1611368700000.0,0.0496
1611369600000.0,0.0386
1611370800000.0,0.0516
1611372300000.0,0.054
1611373800000.0,0.047
1611375600000.0,0.0544
1611377100000.0,0.0581
1611378900000.0,0.0446
1611380400000.0,0.0558
1611381000000.0,0.0443
1611381900000.0,0.0491
1611383400000.0,0.0665
1611384900000.0,0.0571
1611385800000.0,0.058
1611387300000.0,0.066
1611389100000.0,0.0614
1611390600000.0,0.0331
1611392400000.0,0.0543
1611393300000.0,0.0538
1611394200000.0,0.0469
1611395400000.0,0.0386
1611396000000.0,0.0512
1611396900000.0,0.0485
1611398100000.0,0.0463
1611399300000.0,0.0192
1611400500000.0,0.0531
1611400800000.0,0.0419
1611401400000.0,0.056
1611402000000.0,0.0399
1611403200000.0,0.0518
1611403500000.0,0.0522
1611404400000.0,0.0487
1611405900000.0,0.0496
1611407100000.0,0.0354
1611407700000.0,0.066
1611408600000.0,0.0329
1611409500000.0,0.0419
1611410400000.0,0.0599
1611411600000.0,0.0636
1611413100000.0,0.036
1611414300000.0,0.0333
1611415200000.0,0.0651
1611416700000.0,0.0661
1611418200000.0,0.0615
1611419400000.0,0.0478
1611420600000.0,0.0315
1611422700000.0,0.0606
1611424200000.0,0.04
1611425400000.0,0.0246
1611426600000.0,0.0414
1611428400000.0,0.0448
1611429600000.0,0.0518
1611431400000.0,0.0473
1611432900000.0,0.0609
1611434700000.0,0.0503
1611437700000.0,0.0593
1611438600000.0,0.0382
1611439800000.0,0.0472
1611441600000.0,0.0414
1611443400000.0,0.0365
1611445500000.0,0.0449
1611446700000.0,0.0439
1611447900000.0,0.0621
1611450300000.0,0.0407
1611452700000.0,0.0321
1611454800000.0,0.0434
1611456300000.0,0.0509
1611459300000.0,0.0607
1611460200000.0,0.0332
1611461100000.0,0.0645
1611462600000.0,0.0541
1611464100000.0,0.0555
1611465000000.0,0.0585
1611466800000.0,0.0534
1611468300000.0,0.0458
1611469800000.0,0.0453
1611471000000.0,0.0533
1611472800000.0,0.0344
1611474600000.0,0.0467
1611475500000.0,0.0564
1611477000000.0,0.0407
1611479100000.0,0.0395
1611480900000.0,0.0588
1611483600000.0,0.036
1611486000000.0,0.0479
1611487200000.0,0.0442
1611489600000.0,0.0437
1611490500000.0,0.052
1611491700000.0,0.0516
1611492900000.0,0.0597
1611494400000.0,0.0519
1611496200000.0,0.0447
1611497100000.0,0.0528
1611499200000.0,0.0615
1611500100000.0,0.0451
1611501300000.0,0.045
1611503400000.0,0.0448
1611504300000.0,0.0359
1611504900000.0,0.0533
1611505800000.0,0.054
1611506400000.0,0.0478
1611507900000.0,0.0479
1611509100000.0,0.0494
1611510900000.0,0.0475
1611513300000.0,0.0503
1611515700000.0,0.0388
1611516000000.0,0.0532
1611516900000.0,0.0401
1611518100000.0,0.0493
1611519300000.0,0.0607
1611520800000.0,0.0376
1611522300000.0,0.0523
1611523800000.0,0.0618
1611525600000.0,0.0365
1611527700000.0,0.055
1611528300000.0,0.0456
1611529800000.0,0.0398
1611531300000.0,0.0505
1611532800000.0,0.0507
1611533700000.0,0.0302
1611534300000.0,0.0382
1611535200000.0,0.0497
1611536400000.0,0.048
1611537300000.0,0.0517
1611538800000.0,0.0521
1611540000000.0,0.0483
1611540900000.0,0.0601
1611542400000.0,0.0424
1611544200000.0,0.0539
1611545700000.0,0.0559
1611546300000.0,0.0461
1611546900000.0,0.0523
1611547500000.0,0.0423
1611548400000.0,0.0257
1611549600000.0,0.043
1611551100000.0,0.0451
1611552900000.0,0.0456
1611554400000.0,0.0594
1611556200000.0,0.0567
1611557700000.0,0.0513
1611559200000.0,0.0349
1611560700000.0,0.0517
1611561600000.0,0.0525
1611562800000.0,0.0298
1611564600000.0,0.0446
1611566100000.0,0.0617
1611567600000.0,0.0577
1611568200000.0,0.0643
1611569100000.0,0.0469
1611570000000.0,0.0695
1611571500000.0,0.0691
1611573300000.0,0.021
1611574500000.0,0.0477
1611576600000.0,0.0378
1611577500000.0,0.0614
1611578700000.0,0.058
1611579000000.0,0.0386
1611579600000.0,0.0346
1611580500000.0,0.0485
1611581100000.0,0.0525
1611581400000.0,0.0648
1611582000000.0,0.0476
1611582900000.0,0.0659
1611583800000.0,0.0251
1611584700000.0,0.0519
1611585900000.0,0.0393
1611586500000.0,0.0338
1611587400000.0,0.0422
1611588000000.0,0.0499
1611589200000.0,0.0404
1611590700000.0,0.0595
1611591300000.0,0.0526
1611591900000.0,0.0466
1611592200000.0,0.053
1611592500000.0,0.0486
1611593100000.0,0.0611
1611594000000.0,0.0531
1611594600000.0,0.043
1611595200000.0,0.0543
1611596100000.0,0.0537
1611597600000.0,0.0566
1611598800000.0,0.0408
1611600300000.0,0.0633
1611600600000.0,0.0657
1611601500000.0,0.0569
1611603300000.0,0.0541
1611604800000.0,0.0237
1611605100000.0,0.0523
1611605700000.0,0.0356
1611606900000.0,0.0651
1611608400000.0,0.056
1611609000000.0,0.06
1611609600000.0,0.0482
1611609900000.0,0.0439
1611610500000.0,0.0361
1611611100000.0,0.0441
1611611700000.0,0.0396
1611612600000.0,0.044
1611613200000.0,0.0526
1611614100000.0,0.065
1611615000000.0,0.0487
1611616200000.0,0.0344
1611617100000.0,0.0449
1611618000000.0,0.0573
1611619500000.0,0.0452
1611620400000.0,0.0613
1611621600000.0,0.0499
1611623100000.0,0.0609
1611624600000.0,0.064
1611625800000.0,0.0541
1611627600000.0,0.048
1611628800000.0,0.0612
1611630600000.0,0.0513
1611631500000.0,0.0595
1611632400000.0,0.0337
1611633000000.0,0.0434
1611633900000.0,0.0529
1611634800000.0,0.0434
1611636300000.0,0.0472
1611637200000.0,0.0477
1611638700000.0,0.0381
1611639900000.0,0.0405
1611641100000.0,0.0573
1611642000000.0,0.0406
1611643200000.0,0.0495
1611643800000.0,0.0519
1611645000000.0,0.0673
1611645900000.0,0.0445
1611647100000.0,0.0582
1611647700000.0,0.0515
1611648300000.0,0.0638
1611649800000.0,0.066
1611650700000.0,0.0559
1611651900000.0,0.0471
1611652800000.0,0.0672
1611653700000.0,0.052
1611654900000.0,0.0487
1611655500000.0,0.0583
1611656100000.0,0.044
1611656400000.0,0.041
1611657000000.0,0.047
1611658200000.0,0.0561
1611659400000.0,0.0668
1611660600000.0,0.0592
1611661800000.0,0.0423
1611662700000.0,0.07
1611663600000.0,0.0642
1611664500000.0,0.0354
1611665400000.0,0.0538
1611666000000.0,0.055
1611666600000.0,0.0583
1611667500000.0,0.0714
1611668400000.0,0.074
1611669300000.0,0.0507
1611670500000.0,0.0521
1611671400000.0,0.0429
1611672000000.0,0.0577
1611672300000.0,0.0605
1611672600000.0,0.0558
1611673200000.0,0.0561
1611673800000.0,0.0402
1611674700000.0,0.0496
1611675300000.0,0.0583
1611675900000.0,0.0496
1611676500000.0,0.0693
1611677100000.0,0.0408
1611677400000.0,0.0583
1611677700000.0,0.034
1611678300000.0,0.0481
1611678900000.0,0.0466
1611679800000.0,0.0538
1611680700000.0,0.0472
1611681600000.0,0.0393
1611682500000.0,0.0594
1611684000000.0,0.0522
1611684900000.0,0.0369
1611686100000.0,0.0526
1611687600000.0,0.0307
1611688500000.0,0.0494
1611689700000.0,0.0693
1611690900000.0,0.0255
1611692100000.0,0.0234
1611693300000.0,0.0428
1611694800000.0,0.0589
1611696600000.0,0.0506
1611698100000.0,0.0601
1611700200000.0,0.0624
1611702000000.0,0.0617
1611702600000.0,0.0486
1611703800000.0,0.049
1611705300000.0,0.0438
1611705900000.0,0.057
1611707100000.0,0.0583
1611708000000.0,0.0548
1611709200000.0,0.0362
1611710400000.0,0.0676
1611712200000.0,0.0708
1611714000000.0,0.0579
1611716400000.0,0.0462
1611717300000.0,0.0542
1611718200000.0,0.0645
1611720300000.0,0.0547
1611721800000.0,0.0402
1611723600000.0,0.0602
1611724800000.0,0.0374
1611726000000.0,0.053
1611727500000.0,0.045
1611729000000.0,0.0565
1611731100000.0,0.0593
1611732600000.0,0.0561
1611734400000.0,0.043
1611735300000.0,0.06
1611736800000.0,0.0487
1611737700000.0,0.0542
1611738600000.0,0.0426
1611739200000.0,0.0491
1611739800000.0,0.0523
1611740700000.0,0.0614
1611741900000.0,0.0309
1611743400000.0,0.0461
1611744900000.0,0.048
1611745500000.0,0.0551
1611746700000.0,0.0598
1611747900000.0,0.0419
1611748500000.0,0.0303
1611748800000.0,0.0552
1611749400000.0,0.0684
1611749700000.0,0.0531
1611750300000.0,0.0455
1611750900000.0,0.0314
1611752100000.0,0.0462
1611752700000.0,0.0429
1611753600000.0,0.0687
1611754800000.0,0.0489
1611755700000.0,0.0657
1611756300000.0,0.0411
1611756900000.0,0.0554
1611757800000.0,0.0411
1611758100000.0,0.0288
1611758400000.0,0.0545
1611758700000.0,0.0614
1611759000000.0,0.0711
1611759300000.0,0.0451
1611759600000.0,0.0593
1611759900000.0,0.0315
1611760500000.0,0.0606
1611761100000.0,0.0544
1611762000000.0,0.0363
1611762300000.0,0.0479
1611762600000.0,0.047
1611763200000.0,0.0597
1611763800000.0,0.0608
1611764100000.0,0.0621
1611764700000.0,0.0716
1611765300000.0,0.044
1611766200000.0,0.0336
1611767100000.0,0.056
1611768000000.0,0.0371
1611768900000.0,0.0525
1611769500000.0,0.0569
1611769800000.0,0.0565
1611770700000.0,0.0527
1611771600000.0,0.0337
1611772500000.0,0.0517
1611773100000.0,0.044
1611773400000.0,0.049
1611774300000.0,0.0513
1611774600000.0,0.0455
1611774900000.0,0.0406
1611775500000.0,0.051
1611776400000.0,0.0418
1611777300000.0,0.0513
1611778200000.0,0.0404
1611778800000.0,0.0464
1611779400000.0,0.048
1611780300000.0,0.058
1611780900000.0,0.0395
1611781500000.0,0.0446
1611782100000.0,0.046
1611783300000.0,0.0608
1611784200000.0,0.0362
1611785700000.0,0.0413
1611786900000.0,0.0627
1611787800000.0,0.0564
1611788700000.0,0.0463
1611789600000.0,0.0264
1611790500000.0,0.042
1611791700000.0,0.0476
1611792300000.0,0.0357
1611793200000.0,0.0566
1611794100000.0,0.0588
1611795300000.0,0.0535
1611796500000.0,0.04
1611797700000.0,0.0531
1611798900000.0,0.0457
1611799800000.0,0.047
1611800700000.0,0.0489
1611801900000.0,0.0487
1611803400000.0,0.0495
1611804900000.0,0.0459
1611805800000.0,0.0662
1611807000000.0,0.0489
1611808500000.0,0.0455
1611810000000.0,0.0474
1611811500000.0,0.0518
1611812700000.0,0.0391
1611813600000.0,0.0452
1611814500000.0,0.0521
1611816300000.0,0.0144
1611817800000.0,0.0506
1611818700000.0,0.0567
1611819900000.0,0.0475
1611821100000.0,0.0547
1611822300000.0,0.0527
1611823800000.0,0.0536
1611825000000.0,0.0563
1611825900000.0,0.0582
1611827100000.0,0.0376
1611828000000.0,0.0478
1611828900000.0,0.0555
1611830100000.0,0.0416
1611831300000.0,0.0692
1611832200000.0,0.0616
1611833700000.0,0.0533
1611835500000.0,0.0327
1611836400000.0,0.0434
1611837600000.0,0.0597
1611838800000.0,0.0482
1611840000000.0,0.0537
1611841200000.0,0.0362
1611841800000.0,0.0434
1611842700000.0,0.0533
1611843000000.0,0.0518
1611843600000.0,0.0554
1611844200000.0,0.0439
1611845400000.0,0.0457
1611846300000.0,0.0405
1611846900000.0,0.0546
1611847500000.0,0.0384
1611848400000.0,0.0562
1611849600000.0,0.0501
1611850500000.0,0.0519
1611851700000.0,0.051
1611852600000.0,0.0506
1611853200000.0,0.0598
1611854100000.0,0.0551
1611855600000.0,0.0359
1611857400000.0,0.0337
1611858300000.0,0.0664
1611859800000.0,0.0725
1611860700000.0,0.0386
1611862200000.0,0.075
1611863400000.0,0.0472
1611864600000.0,0.0439
1611865200000.0,0.0556
1611866400000.0,0.0647
1611867900000.0,0.0358
1611869100000.0,0.0397
1611870600000.0,0.051
1611871200000.0,0.042
1611871800000.0,0.0484
1611872700000.0,0.0435
1611874200000.0,0.0529
1611875400000.0,0.0377
1611876000000.0,0.0476
1611876900000.0,0.0555
1611877800000.0,0.0372
1611878400000.0,0.049
1611879000000.0,0.0561
1611879600000.0,0.0584
1611880200000.0,0.0503
1611880800000.0,0.0377
1611881400000.0,0.0672
1611882300000.0,0.0545
1611882900000.0,0.0256
1611883800000.0,0.0604
1611884700000.0,0.0581
1611886200000.0,0.0524
1611887400000.0,0.0429
1611888300000.0,0.0466
1611889500000.0,0.0315
1611890400000.0,0.0485
1611891600000.0,0.0599
1611892500000.0,0.0542
1611893400000.0,0.0431
1611893700000.0,0.0499
1611894300000.0,0.0492
1611894900000.0,0.0519
1611895500000.0,0.0293
1611896700000.0,0.0326
1611898200000.0,0.0635
1611899400000.0,0.0504
1611900300000.0,0.0407
1611901200000.0,0.0531
1611902100000.0,0.0624
1611903000000.0,0.0495
1611903900000.0,0.039
1611904800000.0,0.0574
1611905400000.0,0.0595
1611906000000.0,0.0612
1611906900000.0,0.0709
1611907500000.0,0.0636
1611907800000.0,0.0604
1611908400000.0,0.057
1611909000000.0,0.0724
1611909600000.0,0.043
1611909900000.0,0.0429
1611910200000.0,0.0478
1611910500000.0,0.0467
1611910800000.0,0.0584
1611911100000.0,0.0577
1611911400000.0,0.048
1611911700000.0,0.0541
1611912000000.0,0.0513
1611912300000.0,0.0431
1611912600000.0,0.0626
1611912900000.0,0.0477
1611913200000.0,0.0552
1611913500000.0,0.0434
1611913800000.0,0.0675
1611914100000.0,0.0285
